RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,GREENS HIT,# HOLES,RELATIVE/PAR
65,63,Rich Beem,99,66.84,"1,143","1,710",-0.29
66,66,Stewart Cink,92,66.80,"1,010","1,512",-0.27
67,63,Scott McCarron,106,66.78,"1,130","1,692",-0.30
68,68,Dudley Hart,88,66.73,985,"1,476",-0.28
69,69,Hidemichi Tanaka,104,66.72,"1,225","1,836",-0.27
70,70,Robert Gamez,69,66.67,828,"1,242",-0.30
71,78,Steve Lowery,98,66.61,"1,103","1,656",-0.27
72,71,Jeff Gove,89,66.60,"1,067","1,602",-0.24
73,72,Notah Begay III,76,66.59,887,"1,332",-0.26
74,73,Ian Leggatt,97,66.55,"1,114","1,674",-0.29
75,74,Peter Jacobsen,67,66.50,802,"1,206",-0.25
76,75,Billy Mayfair,99,66.49,"1,101","1,656",-0.24
77,76,Blaine McCallister,75,66.44,897,"1,350",-0.23
78,77,Tim Clark,76,66.43,849,"1,278",-0.28
79,78,Rory Sabbatini,69,66.41,765,"1,152",-0.25
80,80,Craig Barlow,62,66.38,693,"1,044",-0.26
81,81,Phil Tataurangi,88,66.34,"1,003","1,512",-0.29
82,82,Stephen Ames,89,66.33,991,"1,494",-0.26
82,82,Spike McRoy,69,66.33,800,"1,206",-0.23
84,84,Steve Allan,93,66.24,"1,085","1,638",-0.30
85,85,Davis Love III,92,66.20,989,"1,494",-0.30
86,85,Kirk Triplett,84,66.10,940,"1,422",-0.29
87,88,Tom Byrum,77,66.09,916,"1,386",-0.22
88,89,Mark Calcavecchia,84,66.07,892,"1,350",-0.29
89,90,Craig Stadler,72,66.01,808,"1,224",-0.28
90,91,Boo Weekley,57,65.98,677,"1,026",-0.24
91,92,Bob Burns,99,65.91,"1,139","1,728",-0.26
92,93,Per-Ulrik Johansson,87,65.90,"1,032","1,566",-0.27
93,94,Brian Bateman,94,65.75,"1,077","1,638",-0.25
94,85,Len Mattiace,106,65.74,"1,207","1,836",-0.25
95,95,Hal Sutton,74,65.73,840,"1,278",-0.19
96,96,Robin Freeman,79,65.70,887,"1,350",-0.25
97,97,Grant Waite,98,65.68,"1,135","1,728",-0.24
97,97,Stuart Appleby,97,65.68,"1,064","1,620",-0.32
99,99,Michael Clark II,97,65.67,"1,123","1,710",-0.24
100,100,David Duval,78,65.65,839,"1,278",-0.33
101,101,Jay Williamson,91,65.63,"1,075","1,638",-0.26
102,102,Brian Henninger,66,65.57,779,"1,188",-0.26
103,103,Brandel Chamblee,85,65.54,991,"1,512",-0.25
103,103,Mathew Goggin,64,65.54,755,"1,152",-0.27
105,105,Duffy Waldorf,90,65.53,979,"1,494",-0.30
106,106,Tripp Isenhour,68,65.52,802,"1,224",-0.27
106,116,K.J. Choi,93,65.52,"1,026","1,566",-0.29
108,107,Russ Cochran,68,65.42,789,"1,206",-0.23
109,108,Tim Herron,102,65.38,"1,165","1,782",-0.28
110,109,Scott Dunlap,74,65.28,846,"1,296",-0.20
111,110,Jonathan Kaye,83,65.26,928,"1,422",-0.26
112,111,Paul Gow,99,65.22,"1,127","1,728",-0.24
113,112,Olin Browne,107,65.12,"1,219","1,872",-0.27
114,113,Chris Riley,104,65.10,"1,125","1,728",-0.31
115,114,Scott Hoch,71,65.07,773,"1,188",-0.27
115,114,Frank Nobilo,94,65.07,"1,101","1,692",-0.26
117,117,Heath Slocum,96,65.04,"1,077","1,656",-0.24
118,118,Dennis Paulson,89,65.01,"1,018","1,566",-0.27
119,119,Jason Hill,59,64.88,689,"1,062",-0.22
120,120,Tom Scherrer,98,64.85,"1,109","1,710",-0.25
121,121,Kent Jones,105,64.78,"1,201","1,854",-0.27
121,121,Rod Pampling,98,64.78,"1,096","1,692",-0.30
123,124,Carl Paulson,84,64.70,955,"1,476",-0.27
123,124,Tom Pernice Jr.,101,64.70,"1,153","1,782",-0.27
125,126,Esteban Toledo,106,64.68,"1,141","1,764",-0.25
126,127,Jesper Parnevik,85,64.65,931,"1,440",-0.26
127,128,Fred Couples,64,64.63,698,"1,080",-0.31
128,129,Bo Van Pelt,78,64.60,907,"1,404",-0.27
129,130,Brian Gay,117,64.59,"1,337","2,070",-0.28
130,123,Sergio Garcia,79,64.54,790,"1,224",-0.30
131,131,Mike Sposa,111,64.53,"1,266","1,962",-0.23
132,132,Harrison Frazar,88,64.52,"1,022","1,584",-0.28
133,133,Tommy Armour III,82,64.47,940,"1,458",-0.24
134,143,Nick Price,69,64.43,719,"1,116",-0.29
135,137,Ernie Els,68,64.37,672,"1,044",-0.29
136,134,Jonathan Byrd,96,64.34,"1,077","1,674",-0.33
137,135,Neal Lancaster,101,64.32,"1,123","1,746",-0.25
138,136,Matt Kuchar,82,64.31,926,"1,440",-0.25
139,137,Brett Wetterich,89,64.30,"1,007","1,566",-0.26
140,139,Jay Don Blake,107,64.29,"1,215","1,890",-0.27
141,140,Jeff Maggert,83,64.28,914,"1,422",-0.23
142,141,Mark O'Meara,68,64.16,716,"1,116",-0.25
143,142,Paul Claxton,83,64.12,958,"1,494",-0.24
144,144,J.P. Hayes,78,64.04,876,"1,368",-0.29
145,145,Brad Lardon,59,64.03,680,"1,062",-0.20
146,146,Bernhard Langer,55,64.00,576,900,-0.24
147,147,Geoff Ogilvy,90,63.95,990,"1,548",-0.31
148,155,Shigeki Maruyama,87,63.92,955,"1,494",-0.29
149,148,Steve Jones,71,63.89,736,"1,152",-0.24
149,148,Billy Andrade,100,63.89,"1,081","1,692",-0.31
149,148,Jess Daley,76,63.89,874,"1,368",-0.24
152,151,Paul Goydos,66,63.80,758,"1,188",-0.26
153,152,Brad Elder,76,63.74,849,"1,332",-0.27
154,153,Brad Faxon,93,63.72,952,"1,494",-0.29
155,154,Stephen Gangluff,75,63.70,860,"1,350",-0.27
156,155,Jay Haas,83,63.64,905,"1,422",-0.28
157,157,Bryce Molder,65,63.58,721,"1,134",-0.30
158,158,Brenden Pappas,62,63.53,709,"1,116",-0.23
158,158,Jim Carter,98,63.53,"1,075","1,692",-0.25
160,160,Andrew Magee,91,63.45,"1,005","1,584",-0.27
161,161,Skip Kendall,103,63.42,"1,153","1,818",-0.28
162,162,Matt Gogel,79,63.30,866,"1,368",-0.26
163,163,Greg Chalmers,94,63.25,"1,036","1,638",-0.31
164,164,Tommy Tolles,64,63.19,728,"1,152",-0.28
165,165,Paul Stankowski,100,63.04,"1,112","1,764",-0.29
165,165,Edward Fryatt,94,63.04,"1,044","1,656",-0.25
167,167,David Morland IV,58,63.03,658,"1,044",-0.26
168,168,Brett Quigley,93,62.98,"1,043","1,656",-0.27
169,169,Greg Kraft,86,62.90,951,"1,512",-0.26
170,170,Mark Brooks,97,62.78,"1,051","1,674",-0.24
171,171,Ben Crane,91,62.73,"1,005","1,602",-0.33
172,172,Garrett Willis,80,62.68,880,"1,404",-0.26
173,173,Steve Elkington,82,62.67,846,"1,350",-0.26
174,174,David Frost,90,62.65,"1,015","1,620",-0.26
175,175,Gary Nicklaus,66,62.63,744,"1,188",-0.19
175,175,Lee Porter,91,62.63,992,"1,584",-0.23
177,177,Franklin Langham,72,62.56,777,"1,242",-0.23
178,178,Miguel Angel Jiménez,60,62.50,630,"1,008",-0.25
179,179,Robert Damron,85,62.40,921,"1,476",-0.27
180,180,Woody Austin,102,62.29,"1,110","1,782",-0.24
181,181,Fulton Allem,64,62.17,705,"1,134",-0.18
182,182,Pete Jordan,78,62.11,872,"1,404",-0.21
183,183,Steve Stricker,68,62.05,659,"1,062",-0.30
184,184,Michael Muehr,73,61.97,792,"1,278",-0.23
185,185,Paul Azinger,69,61.90,702,"1,134",-0.27
186,186,Craig Perks,91,61.85,924,"1,494",-0.25
187,187,Pat Perez,89,61.81,968,"1,566",-0.30
188,189,Deane Pappas,90,61.30,960,"1,566",-0.28
189,190,Brian Watts,58,61.21,595,972,-0.23
190,191,Jerry Smith,91,61.11,957,"1,566",-0.23
191,188,José María Olazábal,71,60.93,680,"1,116",-0.28
192,192,Michael Allen,76,60.81,810,"1,332",-0.24
193,193,Mike Hulbert,55,60.69,579,954,-0.24
194,194,Richard Zokol,53,60.46,555,918,-0.20
195,195,John Daly,62,60.36,641,"1,062",-0.32
196,196,Corey Pavin,78,60.19,780,"1,296",-0.27
197,197,Scott Simpson,61,59.93,658,"1,098",-0.21
198,198,José Coceres,51,59.86,528,882,-0.25
199,199,Kaname Yokoo,74,59.80,775,"1,296",-0.27
200,200,Joe Ogilvie,50,59.56,536,900,-0.24
201,201,Eduardo Herrera,59,59.42,631,"1,062",-0.23
202,202,Bob Heintz,68,57.03,698,"1,224",-0.36
