RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,EVENTS,MONEY,YTD VICTORIES
107,107,J.J. Henry,26,"$761,861",
108,108,Lucas Glover,23,"$747,812",
109,109,Jason Bohn,23,"$739,030",
110,110,Carl Pettersson,24,"$738,143",
111,111,Justin Hicks,25,"$732,742",
112,112,Jeff Overton,24,"$721,723",
113,113,Aaron Baddeley,24,"$721,024",
114,114,Nicolas Colsaerts,17,"$720,164",
115,115,Andres Romero,21,"$718,507",
116,116,Padraig Harrington,17,"$711,244",
117,117,Camilo Villegas,23,"$709,677",
118,118,Steven Bowditch,22,"$697,775",
119,119,Justin Leonard,24,"$694,139",
120,120,John Senden,25,"$667,027",
121,121,Charlie Wi,23,"$656,672",
122,122,Erik Compton,24,"$651,660",
123,123,David Toms,16,"$646,161",
124,124,Greg Chalmers,25,"$632,283",
125,125,Peter Hanson,15,"$610,178",
126,126,Chez Reavie,22,"$590,925",
127,127,Scott Langley,27,"$590,684",
128,128,Fabián Gómez,23,"$586,942",
129,129,Woody Austin,8,"$568,800",1
130,130,Ricky Barnes,26,"$553,878",
131,131,Justin Bolli,23,"$545,187",
132,132,Stuart Appleby,25,"$538,333",
133,133,Tommy Gainey,28,"$520,479",
134,134,Shawn Stefani,21,"$511,399",
135,135,Chad Campbell,25,"$510,661",
136,136,George McNeill,21,"$500,798",
137,137,Louis Oosthuizen,12,"$497,408",
138,138,Dicky Pride,23,"$495,390",
139,139,Jim Herman,19,"$490,756",
140,140,Brendon Todd,10,"$473,220",
141,141,Robert Streb,25,"$454,871",
142,142,Brad Fritsch,24,"$452,184",
143,143,Robert Karlsson,18,"$444,238",
144,144,Bud Cauley,24,"$443,698",
145,145,Greg Owen,24,"$442,198",
146,146,Jonathan Byrd,16,"$428,966",
147,147,Tag Ridings,24,"$428,922",
148,148,Casey Wittenberg,27,"$425,395",
149,149,Ryo Ishikawa,23,"$424,541",
150,150,Ben Kohles,25,"$419,416",
151,151,Henrik Norlander,22,"$401,958",
152,152,Vaughn Taylor,16,"$399,286",
153,153,Seung-Yul Noh,25,"$391,763",
154,154,Ben Curtis,20,"$372,543",
155,155,Trevor Immelman,24,"$360,549",
156,156,Tom Gillis,22,"$345,325",
157,157,Doug LaBelle II,23,"$338,921",
158,158,Steve LeBrun,21,"$337,157",
159,159,Bobby Gates,20,"$320,248",
160,160,Retief Goosen,9,"$315,702",
161,161,Ross Fisher,15,"$311,168",
162,162,Vijay Singh,19,"$309,351",
163,163,Brandt Jobe,19,"$309,105",
164,164,Russell Knox,11,"$305,973",
165,165,Davis Love III,15,"$303,470",
166,166,Tim Herron,15,"$302,570",
167,167,D.J. Trahan,16,"$284,249",
168,168,Nick O'Hern,10,"$282,464",
169,169,Cameron Percy,21,"$277,336",
170,170,Cameron Beckman,8,"$276,805",
171,171,David Mathis,24,"$274,477",
172,172,Sean O'Hair,22,"$268,614",
173,173,Luke List,24,"$264,401",
174,174,Y.E. Yang,19,"$259,118",
175,175,Troy Matteson,24,"$245,090",
176,176,Kevin Sutherland,13,"$223,098",
177,177,Scott Gardiner,23,"$219,645",
178,178,Fred Couples,4,"$218,398",
179,179,Aaron Watkins,19,"$217,495",
180,180,Will Claxton,24,"$206,722",
181,181,Bill Lunde,10,"$206,710",
182,182,Robert Allenby,24,"$204,272",
183,183,Tim Petrovic,12,"$196,565",
184,184,Mike Weir,22,"$194,510",
185,185,Stephen Ames,19,"$188,987",
186,186,Glen Day,6,"$186,610",
187,187,Darron Stiles,20,"$184,866",
188,188,Andres Gonzales,17,"$179,387",
189,189,Colt Knost,25,"$176,710",
190,190,Chris DiMarco,11,"$175,555",
191,191,Alistair Presnell,23,"$163,134",
192,192,Steve Marino,12,"$148,874",
193,193,Paul Casey,7,"$147,612",
194,194,John Mallinger,12,"$137,299",
195,195,Jin Park,20,"$136,457",
196,196,Lee Williams,22,"$133,755",
197,197,Billy Mayfair,14,"$123,860",
198,198,Billy Andrade,3,"$114,000",
199,199,Kevin Na,8,"$110,864",
200,200,Rod Pampling,16,"$110,451",
201,201,Matt Bettencourt,9,"$101,687",
202,202,Joey Snyder III,15,"$98,887",
203,203,Nathan Green,9,"$97,753",
204,204,Heath Slocum,9,"$90,796",
205,205,"Wes Short, Jr.",15,"$82,855",
206,206,Michael Bradley,21,"$79,107",
207,207,Andrew Svoboda,18,"$77,219",
208,208,Steve Flesch,6,"$76,654",
209,209,Gary Christian,10,"$75,332",
210,210,Paul Haley II,18,"$73,006",
211,211,Scott Verplank,14,"$62,905",
212,212,Eric Meierdierks,19,"$58,029",
213,213,Bernhard Langer,1,"$56,040",
214,214,Joe Ogilvie,15,"$54,173",
215,215,Jeff Gove,17,"$53,401",
216,216,Kenny Perry,3,"$52,616",
217,217,Joe Affrunti,5,"$49,615",
218,218,Jesper Parnevik,13,"$49,241",
219,219,Hank Kuehne,5,"$48,046",
220,220,Michael Letzig,17,"$45,626",
221,221,John Daly,12,"$43,543",
222,222,Neal Lancaster,6,"$36,979",
223,223,Paul Stankowski,1,"$36,667",
223,223,Peter Lonard,1,"$36,667",
225,225,Sandy Lyle,2,"$34,962",
226,226,Troy Kelly,10,"$32,350",
227,227,Joe Durant,7,"$32,290",
228,228,Ryuji Imada,7,"$30,820",
229,229,Tom Watson,4,"$28,980",
230,230,Duffy Waldorf,3,"$28,657",
231,231,Chris Riley,3,"$27,521",
232,232,Lee Janzen,11,"$25,482",
233,233,Arjun Atwal,8,"$22,122",
234,234,Alexandre Rocha,3,"$21,254",
235,235,Dean Wilson,2,"$20,836",
236,236,Tom Lehman,2,"$20,077",
236,236,Mark O'Meara,3,"$20,077",
238,238,José María Olazábal,2,"$19,480",
239,239,Bart Bryant,2,"$19,068",
239,239,Russ Cochran,1,"$19,068",
241,241,Robert Gamez,3,"$17,880",
242,242,Todd Hamilton,4,"$17,864",
243,243,David Frost,1,"$16,864",
244,244,J.B. Holmes,5,"$15,184",
245,245,Skip Kendall,2,"$13,590",
246,246,Marc Turnesa,2,"$12,900",
247,247,Ted Purdy,3,"$12,797",
248,248,Andre Stolz,1,"$7,905",
249,249,Kent Jones,1,"$6,630",
249,249,Marco Dawson,1,"$6,630",
251,251,David Duval,8,"$6,210",
252,252,Scott McCarron,8,"$6,060",
253,253,Frank Lickliter II,3,"$5,730",
