RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,GIR RANK
1,1,David Hearn,66,31.916666666666668,"28,561.333",895,Under
2,2,Dustin Johnson,77,32.666666666666664,"36,317.583","1,112",2 Under
3,3,Conrad Shindler,60,33.25,"26,115.000",786,Under
4,4,Cameron Percy,56,33.583333333333336,"24,572.833",731,1 Under
5,5,Chris Kirk,108,33.666666666666664,"57,795.667","1,717",1 Under
6,6,Andrew Landry,82,33.75,"43,881.833","1,300",Under
6,6,Chez Reavie,93,33.75,"36,156.167","1,072",1 Under
6,6,Blayne Barber,69,33.75,"36,034.750","1,067",1 Under
9,9,Ryan Armour,109,33.833333333333336,"58,195.000","1,719",1 Under
10,10,Henrik Stenson,60,33.916666666666664,"26,684.750",786,1 Under
10,10,Zach Johnson,94,33.916666666666664,"43,656.250","1,288",1 Under
10,10,Brian Stuard,103,33.916666666666664,"53,267.917","1,572",Under
10,10,Tom Hoge,101,33.916666666666664,"49,966.417","1,473",1 Under
14,14,Chesson Hadley,103,34.083333333333336,"54,245.417","1,593",1 Under
15,15,Keegan Bradley,98,34.166666666666664,"48,912.583","1,430",1 Under
16,16,J.J. Henry,81,34.333333333333336,"38,798.917","1,130",Under
16,16,Tiger Woods,68,34.333333333333336,"36,233.250","1,055",1 Under
16,16,Sam Ryder,82,34.333333333333336,"42,879.333","1,250",1 Under
19,20,J.J. Spaun,85,34.416666666666664,"43,684.333","1,269",1 Under
19,20,Wesley Bryan,69,34.416666666666664,"31,180.000",905,Under
19,20,Ian Poulter,73,34.416666666666664,"30,724.583",892,1 Under
19,16,Kevin Na,91,34.416666666666664,"42,805.083","1,245",1 Under
23,23,Louis Oosthuizen,62,34.5,"28,264.000",819,Under
23,23,Nick Watney,94,34.5,"49,112.333","1,422",1 Under
23,23,Chad Campbell,87,34.5,"41,215.500","1,195",Under
23,23,Russell Knox,94,34.5,"45,524.833","1,321",Under
23,23,Nate Lashley,51,34.5,"21,483.250",622,Under
28,28,Brett Stegmaier,67,34.583333333333336,"28,902.500",836,Under
28,35,Kyle Stanley,93,34.583333333333336,"41,419.000","1,198",1 Under
28,28,Rickie Fowler,74,34.583333333333336,"37,451.250","1,083",1 Under
28,28,Jim Furyk,50,34.583333333333336,"28,500.167",825,Under
28,43,Justin Rose,70,34.583333333333336,"32,722.750",947,1 Under
28,28,Vaughn Taylor,83,34.583333333333336,"43,102.333","1,246",1 Under
34,32,Brian Gay,103,34.666666666666664,"57,079.667","1,646",1 Under
34,32,Jordan Spieth,81,34.666666666666664,"40,785.333","1,177",1 Under
34,32,Corey Conners,97,34.666666666666664,"48,904.333","1,412",1 Under
37,46,Patton Kizzire,92,34.75,"48,218.667","1,388",1 Under
37,35,Shawn Stefani,76,34.75,"37,039.500","1,067",1 Under
37,35,Stewart Cink,87,34.75,"41,565.417","1,197",1 Under
37,35,Ryan Moore,78,34.75,"40,862.500","1,176",1 Under
37,35,Kevin Streelman,94,34.75,"50,896.167","1,465",1 Under
42,40,Kyle Thompson,50,34.833333333333336,"22,373.500",642,Over
42,40,Joel Dahmen,93,34.833333333333336,"44,179.500","1,269",1 Under
42,40,Whee Kim,93,34.833333333333336,"45,334.750","1,301",Under
42,43,Bryson DeChambeau,93,34.833333333333336,"48,458.417","1,390",1 Under
46,43,Russell Henley,77,34.916666666666664,"36,124.083","1,035",Under
47,46,Emiliano Grillo,94,35.0,"45,696.500","1,306",1 Under
47,46,Rafa Cabrera Bello,75,35.0,"30,068.083",859,1 Under
49,49,Rory McIlroy,64,35.083333333333336,"31,812.833",907,1 Under
49,49,Satoshi Kodaira,51,35.083333333333336,"25,126.750",717,1 Over
51,55,Paul Casey,74,35.166666666666664,"30,863.583",878,Under
52,52,Steve Wheatcroft,60,35.25,"28,962.667",822,Under
52,52,Matt Kuchar,88,35.25,"40,917.167","1,162",1 Under
52,52,David Lingmerth,82,35.25,"43,045.750","1,220",Under
52,51,Webb Simpson,95,35.25,"50,943.250","1,445",1 Under
52,55,Gary Woodland,96,35.25,"44,079.833","1,250",1 Under
57,55,C.T. Pan,104,35.416666666666664,"51,734.583","1,461",1 Under
57,99,Hideki Matsuyama,75,35.416666666666664,"35,981.500","1,017",1 Under
57,55,Ryan Palmer,69,35.416666666666664,"37,684.333","1,064",Under
57,55,Alex Cejka,77,35.416666666666664,"37,869.250","1,070",Under
57,55,Abraham Ancer,98,35.416666666666664,"52,338.000","1,478",1 Under
62,63,Tyler Duncan,97,35.5,"51,456.917","1,449",Under
62,63,"Ted Potter, Jr.",87,35.5,"48,516.250","1,366",Under
62,55,Justin Thomas,91,35.5,"43,218.083","1,217",1 Under
65,65,Kevin Chappell,77,35.583333333333336,"39,376.917","1,106",Under
65,65,Kiradech Aphibarnrat,51,35.583333333333336,"21,355.750",600,Under
65,65,Charley Hoffman,87,35.583333333333336,"43,145.250","1,212",Under
65,65,Pat Perez,82,35.583333333333336,"32,320.000",909,Under
65,65,Kelly Kraft,94,35.583333333333336,"46,751.833","1,315",Under
65,55,Brooks Koepka,64,35.583333333333336,"34,100.000",959,1 Under
65,65,Richy Werenski,98,35.583333333333336,"47,004.667","1,322",Under
72,71,Martin Laird,73,35.666666666666664,"38,916.667","1,090",1 Under
72,71,Johnson Wagner,75,35.666666666666664,"35,144.250",986,1 Under
72,71,Scott Piercy,84,35.666666666666664,"43,544.417","1,220",Under
72,71,Brice Garnett,99,35.666666666666664,"51,604.417","1,447",Under
76,75,Danny Lee,88,35.75,"44,411.083","1,243",1 Under
76,75,Fabián Gómez,88,35.75,"45,201.500","1,263",Under
76,75,Shane Lowry,64,35.75,"32,524.500",909,Under
76,75,Hudson Swafford,73,35.75,"33,005.083",923,Under
