RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,EVENTS,MONEY,YTD VICTORIES
1,1,Vijay Singh,27,"$7,573,907",4
2,2,Tiger Woods,18,"$6,673,413",5
3,3,Davis Love III,23,"$6,081,896",4
4,4,Jim Furyk,27,"$5,182,865",2
5,5,Mike Weir,21,"$4,918,910",3
6,6,Kenny Perry,26,"$4,400,122",3
7,9,Chad Campbell,27,"$3,912,064",1
8,7,David Toms,26,"$3,710,905",2
9,8,Ernie Els,17,"$3,371,237",2
10,10,Retief Goosen,19,"$3,166,373",1
11,11,Brad Faxon,27,"$2,718,445",
12,12,Stuart Appleby,27,"$2,662,538",1
13,14,Bob Tway,26,"$2,601,600",1
14,27,Charles Howell III,31,"$2,568,955",
15,13,Jay Haas,25,"$2,563,545",
16,16,Jonathan Kaye,27,"$2,474,837",1
17,15,Justin Leonard,23,"$2,450,525",1
18,17,Chris DiMarco,27,"$2,350,630",
19,19,Scott Verplank,26,"$2,306,714",
20,18,Nick Price,17,"$2,271,111",
21,20,Steve Flesch,33,"$2,269,630",1
22,22,Briny Baird,33,"$2,202,519",
23,29,Chris Riley,29,"$2,178,133",
24,23,Robert Allenby,24,"$2,176,452",
25,21,Tim Herron,29,"$2,176,390",
26,24,Jerry Kelly,30,"$2,158,342",
27,25,Fred Funk,33,"$2,144,653",
28,26,J.L. Lewis,31,"$2,039,259",1
29,28,Kirk Triplett,25,"$2,001,561",1
30,30,K.J. Choi,32,"$1,999,663",
31,31,Rocco Mediate,24,"$1,832,656",
32,32,Shaun Micheel,28,"$1,827,000",1
33,33,Bob Estes,25,"$1,824,414",
34,34,Fred Couples,18,"$1,820,495",1
35,35,Stewart Cink,28,"$1,781,885",
36,36,Tim Petrovic,32,"$1,739,349",
37,37,Shigeki Maruyama,28,"$1,669,292",1
38,38,Phil Mickelson,23,"$1,623,137",
39,39,John Rollins,27,"$1,612,314",
40,40,Jeff Sluman,31,"$1,609,748",
41,41,Rory Sabbatini,27,"$1,604,701",1
42,42,John Huston,23,"$1,565,119",1
43,43,Robert Gamez,31,"$1,519,804",
44,44,Woody Austin,31,"$1,518,707",
45,45,Geoff Ogilvy,26,"$1,477,246",
46,46,Ben Curtis,21,"$1,434,911",1
47,47,Jonathan Byrd,29,"$1,430,538",
48,48,Ben Crane,27,"$1,419,070",1
49,49,Frank Lickliter II,30,"$1,340,436",1
50,50,Peter Lonard,26,"$1,323,594",
51,51,Brenden Pappas,33,"$1,307,809",
52,52,Loren Roberts,24,"$1,297,739",
53,53,Tim Clark,25,"$1,253,690",
54,54,Scott McCarron,27,"$1,250,849",
55,55,Adam Scott,14,"$1,238,736",1
56,56,Len Mattiace,27,"$1,221,476",
57,57,Tom Pernice Jr.,31,"$1,210,541",
58,58,Duffy Waldorf,25,"$1,206,005",
59,59,Scott Hoch,17,"$1,198,250",1
60,60,Alex Cejka,30,"$1,182,883",
61,61,Tom Lehman,25,"$1,173,237",
62,62,Peter Jacobsen,22,"$1,162,726",1
63,63,Dan Forsman,27,"$1,140,209",
64,64,Lee Janzen,25,"$1,132,001",
65,65,Mark Calcavecchia,24,"$1,121,069",
66,66,Joe Durant,28,"$1,119,002",
67,67,Kevin Sutherland,27,"$1,092,918",
68,68,Rod Pampling,27,"$1,064,974",
69,69,Hidemichi Tanaka,30,"$1,024,678",
70,70,Skip Kendall,30,"$1,022,244",
71,71,Rich Beem,26,"$1,013,950",
72,72,Stephen Ames,27,"$1,005,959",
73,73,Aaron Baddeley,20,"$989,168",
74,74,Carl Pettersson,26,"$977,076",
75,75,Hal Sutton,24,"$939,719",
76,76,Tommy Armour III,23,"$932,984",1
77,77,Steve Lowery,29,"$932,293",
78,78,Matt Gogel,25,"$897,410",
79,79,Billy Mayfair,31,"$842,186",
80,80,Heath Slocum,32,"$815,812",
81,81,Glen Day,31,"$788,557",
82,82,Brett Quigley,27,"$786,294",
83,83,Harrison Frazar,27,"$776,876",
84,84,David Gossett,28,"$769,840",
85,99,Darren Clarke,16,"$763,931",1
86,85,Jeff Maggert,24,"$747,166",
87,86,Cliff Kresge,32,"$734,667",
88,87,Paul Goydos,25,"$734,284",
89,88,Paul Stankowski,21,"$719,436",
90,89,Luke Donald,27,"$705,121",
91,90,Brandt Jobe,22,"$691,604",
92,91,Joey Sindelar,29,"$691,328",
93,92,David Peoples,30,"$674,222",
94,93,Carlos Franco,30,"$672,022",
95,94,Sergio Garcia,20,"$666,386",
96,95,J.J. Henry,31,"$660,341",
97,96,Billy Andrade,29,"$659,694",
98,97,Dean Wilson,27,"$654,345",
99,98,Jeff Brehaut,32,"$650,019",
100,100,Craig Barlow,29,"$638,721",
101,101,Jay Williamson,31,"$627,132",
102,102,Todd Fischer,32,"$621,398",
103,103,Arron Oberholser,25,"$619,865",
104,104,Patrick Sheehan,32,"$618,019",
105,105,Steve Allan,18,"$616,325",
106,106,Cameron Beckman,26,"$608,981",
107,107,Marco Dawson,31,"$601,729",
108,108,John Senden,33,"$601,670",
109,109,Tom Byrum,31,"$590,720",
110,110,Neal Lancaster,35,"$590,627",
111,111,Brent Geiberger,16,"$588,533",
112,112,J.P. Hayes,25,"$585,331",
113,113,Craig Stadler,10,"$584,830",1
114,114,David Frost,26,"$583,177",
115,115,Robert Damron,32,"$580,087",
116,116,Andrew Magee,26,"$578,558",
117,117,Pat Perez,33,"$578,141",
118,118,Jesper Parnevik,31,"$570,587",
119,119,Notah Begay III,30,"$565,572",
120,120,Richard Johnson,28,"$559,021",
121,121,Bernhard Langer,21,"$555,981",
122,122,Kent Jones,23,"$539,737",
123,123,Pat Bates,35,"$496,978",
124,124,Glen Hnatiuk,29,"$488,429",
125,125,Esteban Toledo,35,"$487,495",
126,126,Per-Ulrik Johansson,31,"$484,577",
127,127,Dicky Pride,23,"$483,923",
128,128,Mark Wilson,30,"$482,502",
129,129,Spike McRoy,35,"$480,773",
130,130,Olin Browne,34,"$479,592",
131,131,Chris Smith,30,"$479,523",
132,132,José María Olazábal,16,"$479,155",
133,133,Thomas Levet,26,"$470,021",
134,134,Garrett Willis,32,"$467,213",
135,135,Dennis Paulson,15,"$452,648",
136,136,David Sutherland,25,"$451,442",
137,137,Brian Gay,34,"$447,647",
138,138,Mike Heinen,29,"$432,417",
139,139,Tom Gillis,25,"$432,100",
140,140,Aaron Barber,32,"$425,277",
141,141,John Morgan,29,"$422,917",
142,142,Greg Chalmers,32,"$403,254",
143,143,Mark O'Meara,25,"$388,349",
144,144,Dudley Hart,22,"$381,735",
145,145,Ángel Cabrera,14,"$372,252",
146,146,Craig Perks,28,"$368,163",
147,147,Carl Paulson,32,"$365,177",
148,148,Corey Pavin,26,"$358,911",
149,149,Phil Tataurangi,11,"$354,083",
150,150,Mike Grob,27,"$348,976",
151,151,Darron Stiles,29,"$346,694",
152,152,Chris Anderson,31,"$342,028",
153,153,José Coceres,21,"$337,682",
154,154,John Riegger,17,"$318,102",
155,155,John Maginnes,29,"$308,928",
156,156,Scott Laycock,25,"$300,342",
157,157,Mathew Goggin,28,"$299,238",
158,158,Bob Burns,28,"$293,974",
159,159,Gene Sauers,30,"$278,644",
160,160,Mike Sposa,25,"$276,447",
161,161,Ian Leggatt,26,"$271,014",
162,162,Paul Gow,21,"$264,927",
163,163,Steven Alker,30,"$261,359",
164,164,Kenichi Kuboya,31,"$257,282",
165,165,Craig Parry,16,"$257,281",
166,166,Donnie Hammond,27,"$255,414",
167,167,Mark Brooks,31,"$236,489",
168,168,Doug Barron,32,"$224,589",
169,169,Paul Azinger,26,"$222,643",
170,170,Anthony Painter,31,"$220,714",
171,171,John Daly,22,"$220,647",
172,172,Jim Carter,33,"$218,061",
173,173,Brian Bateman,26,"$217,150",
174,174,Brent Schwarzrock,20,"$216,561",
175,175,"Dave Stockton, Jr.",31,"$214,876",
176,176,Michael Clark II,21,"$210,177",
177,177,Jason Gore,30,"$208,801",
178,178,Jay Don Blake,27,"$194,293",
179,179,Bill Glasson,13,"$193,579",
180,180,Steve Pate,16,"$192,518",
181,181,Deane Pappas,24,"$189,955",
182,182,Matt Kuchar,23,"$176,047",
183,183,Jason Caron,29,"$172,292",
184,184,Brian Henninger,17,"$166,003",
185,185,Jay Delsing,9,"$159,654",
186,186,Todd Barranger,31,"$158,700",
187,187,Steve Elkington,14,"$154,124",
188,188,Grant Waite,18,"$150,999",
189,189,Steve Stricker,21,"$150,590",
190,190,Joel Edwards,23,"$143,382",
191,191,Andy Miller,25,"$134,930",
192,192,Brian Watts,13,"$134,905",
193,193,Bob May,7,"$134,308",
194,194,David Edwards,13,"$129,370",
195,195,Brandel Chamblee,15,"$126,092",
196,196,Ty Tryon,21,"$125,875",
197,197,"David Berganio, Jr.",15,"$124,065",
198,198,Tom Scherrer,16,"$122,431",
199,199,Greg Norman,7,"$119,799",
200,200,Willie Wood,11,"$118,280",
201,201,James McLean,19,"$117,182",
202,202,Jim McGovern,11,"$115,148",
203,203,Vance Veazey,26,"$111,157",
204,204,Tom Watson,4,"$108,017",
205,205,Michael Campbell,14,"$107,814",
206,206,Akio Sadakata,29,"$107,730",
207,,Tom Carter,8,"$105,143",
208,207,Russ Cochran,4,"$103,400",
209,208,Danny Ellis,10,"$101,443",
210,209,Guy Boros,6,"$95,612",
211,210,Larry Mize,19,"$93,713",
212,211,David Duval,20,"$84,708",
213,212,Kenneth Staton,22,"$83,386",
214,213,Stan Utley,11,"$79,046",
215,214,Bart Bryant,6,"$78,966",
216,215,John Cook,10,"$78,931",
217,216,Scott Simpson,18,"$78,153",
218,217,Brad Elder,20,"$74,341",
219,218,Jason Buha,25,"$72,833",
220,219,Greg Kraft,9,"$71,756",
221,220,Ken Green,7,"$70,633",
222,221,Steve Jones,11,"$68,756",
223,222,Blaine McCallister,8,"$65,820",
224,223,Mike Standly,9,"$62,991",
225,224,Kaname Yokoo,22,"$56,088",
226,225,Kelly Gibson,13,"$55,651",
227,226,Gavin Coles,28,"$55,350",
228,227,Robin Freeman,12,"$54,651",
229,228,Mike Springer,9,"$53,453",
230,229,Michael Bradley,4,"$49,500",
231,230,Cameron Yancey,23,"$43,810",
232,231,Jeff Klein,25,"$40,680",
233,232,Joel Kribel,16,"$39,120",
234,233,Tag Ridings,6,"$31,275",
235,234,Brad Bryant,4,"$29,536",
236,235,Gary Hallberg,8,"$24,417",
237,236,John Morse,8,"$22,361",
238,237,"Jim Gallagher, Jr.",9,"$22,245",
239,238,Keith Fergus,5,"$20,455",
240,239,Patrick Moore,3,"$19,411",
241,240,Richard Zokol,13,"$19,155",
242,241,Fulton Allem,15,"$19,091",
243,242,Brian Claar,2,"$17,500",
244,243,D.A. Weibring,2,"$17,289",
245,244,Brad Lardon,8,"$16,400",
246,245,Dave Rummells,7,"$14,280",
247,246,Nolan Henke,6,"$13,970",
248,247,Gabriel Hjertstedt,9,"$12,780",
249,248,Phil Blackmar,1,"$9,225",
250,249,Andy Bean,2,"$8,550",
251,250,Trevor Dodds,3,"$6,720",
252,251,Mike Hulbert,14,"$6,300",
253,252,David Ogrin,4,"$5,700",
254,253,Dan Halldorson,5,"$5,640",
