RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,EVENTS,MONEY,YTD VICTORIES
167,166,Jarrod Lyle,29,"$317,459",
168,175,Nathan Green,26,"$312,109",
169,164,Michael Connell,26,"$309,362",
170,165,Brett Wetterich,8,"$307,504",
171,167,Daniel Summerhays,29,"$301,899",
172,181,Derek Lamely,26,"$301,146",
173,178,Marc Turnesa,20,"$299,405",
174,169,Colt Knost,27,"$296,817",
175,171,Alex Prugh,29,"$292,070",
176,172,Cameron Percy,12,"$290,319",
177,177,Paul Stankowski,24,"$290,211",
178,173,Kevin Sutherland,11,"$289,693",
179,174,Justin Hicks,23,"$284,990",
180,176,Boo Weekley,23,"$279,531",
181,197,Kevin Kisner,24,"$270,170",
182,179,John Cook,1,"$251,600",
183,190,Scott Gutschewski,23,"$229,758",
184,193,Alexandre Rocha,22,"$225,026",
185,182,Lee Janzen,19,"$216,993",
186,183,Richard Johnson,23,"$212,106",
187,184,John Daly,18,"$207,963",
188,185,Shaun Micheel,27,"$206,450",
189,188,Jim Herman,22,"$196,845",
190,186,D.J. Brigman,23,"$191,491",
191,187,Will MacKenzie,14,"$188,394",
192,209,Andres Gonzales,21,"$186,847",
193,195,J.P. Hayes,19,"$186,769",
194,189,Chad Collins,16,"$183,510",
195,191,John Mallinger,15,"$179,498",
196,192,Joseph Bramlett,25,"$178,728",
197,199,Tom Lehman,5,"$178,062",
198,194,Shigeki Maruyama,2,"$177,375",
199,196,Steve Elkington,17,"$176,225",
200,198,Michael Letzig,13,"$169,973",
201,200,Nate Smith,24,"$154,814",
202,202,Troy Merritt,23,"$151,475",
203,201,Frank Lickliter II,12,"$144,160",
204,203,Martin Piller,23,"$140,958",
205,204,Jeff Quinney,14,"$139,582",
206,205,Rocco Mediate,23,"$136,299",
207,206,Rich Beem,21,"$135,225",
208,207,Chris Tidland,12,"$122,985",
209,208,Peter Tomasulo,12,"$115,817",
210,210,Todd Hamilton,11,"$112,083",
211,211,Kirk Triplett,8,"$111,081",
212,212,Kenny Perry,13,"$110,177",
213,217,Will Strickler,19,"$109,031",
214,213,Peter Lonard,2,"$106,305",
215,214,Marco Dawson,3,"$104,407",
216,216,Jeff Maggert,18,"$101,080",
217,215,Charles Warren,10,"$96,423",
218,218,Tom Watson,3,"$72,067",
219,219,Chris Baryla,20,"$68,000",
220,220,Dicky Pride,8,"$64,213",
221,221,Duffy Waldorf,14,"$61,234",
222,222,Brett Quigley,10,"$56,825",
223,223,Jason Gore,6,"$51,290",
224,224,Craig Barlow,5,"$49,688",
225,225,Michael Sim,19,"$47,403",
226,228,Fran Quinn,10,"$47,199",
227,226,Corey Pavin,4,"$42,376",
228,239,Michael Allen,5,"$42,343",
229,227,Jesper Parnevik,10,"$37,739",
230,236,Mark Calcavecchia,6,"$34,930",
231,229,Jamie Lovemark,9,"$34,693",
232,230,Jeff Klauk,8,"$34,364",
233,231,Mark Hensby,6,"$32,241",
234,232,Robert Damron,3,"$31,770",
235,233,Robert Gamez,9,"$31,522",
236,242,Carl Paulson,11,"$29,922",
237,234,Scott Gordon,19,"$28,311",
238,235,Jay Williamson,6,"$27,396",
239,237,Steve Lowery,2,"$23,526",
240,238,Mike Weir,15,"$23,312",
241,240,Andre Stolz,2,"$21,594",
242,241,Matt Weibring,5,"$20,148",
243,243,Joe Affrunti,6,"$18,837",
244,244,Omar Uresti,5,"$18,349",
245,245,Mark O'Meara,3,"$18,240",
246,246,Steve Pate,1,"$15,750",
247,247,Daniel Chopra,2,"$15,411",
248,248,Ted Purdy,6,"$14,820",
249,249,Nick Price,1,"$12,996",
250,250,Skip Kendall,6,"$11,940",
251,251,Fred Funk,7,"$11,880",
252,252,Jonathan Kaye,2,"$10,834",
253,253,Graham DeLaet,2,"$10,472",
254,254,Tom Byrum,1,"$10,404",
255,255,Guy Boros,1,"$8,172",
256,256,Mark Brooks,5,"$7,488",
257,257,Greg Kraft,1,"$7,350",
258,258,J.L. Lewis,1,"$7,056",
259,259,Brian Bateman,1,"$6,984",
260,260,Notah Begay III,4,"$6,690",
261,261,José María Olazábal,6,"$6,330",
