RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,EVENTS,MONEY,YTD VICTORIES
1,1,Tiger Woods,16,"$10,867,052",7
2,2,Phil Mickelson,22,"$5,819,988",3
3,3,Vijay Singh,27,"$4,728,376",2
4,4,Steve Stricker,23,"$4,663,077",1
5,5,K.J. Choi,25,"$4,587,859",2
6,6,Rory Sabbatini,23,"$4,550,040",1
7,7,Jim Furyk,23,"$4,154,046",1
8,8,Zach Johnson,23,"$3,922,338",2
9,9,Sergio Garcia,19,"$3,721,185",
10,10,Aaron Baddeley,23,"$3,441,119",1
11,11,Adam Scott,19,"$3,413,185",1
12,15,Scott Verplank,23,"$3,114,289",1
13,12,Mark Calcavecchia,28,"$2,993,332",1
14,13,Geoff Ogilvy,22,"$2,943,203",
15,14,Woody Austin,27,"$2,887,596",1
16,16,Hunter Mahan,27,"$2,858,995",1
17,17,Brandt Snedeker,29,"$2,836,643",1
18,18,Charles Howell III,26,"$2,832,091",1
19,19,Justin Rose,16,"$2,705,875",
20,20,Ernie Els,16,"$2,705,715",
21,21,Padraig Harrington,18,"$2,658,283",1
22,29,Tim Clark,19,"$2,615,152",
23,22,Boo Weekley,29,"$2,613,211",1
24,23,John Rollins,29,"$2,488,891",
25,24,Stewart Cink,25,"$2,483,146",
26,25,Steve Flesch,31,"$2,288,899",2
27,26,Robert Allenby,28,"$2,219,538",
28,28,Brett Wetterich,28,"$2,208,282",
29,27,Luke Donald,20,"$2,190,053",
30,31,Heath Slocum,28,"$2,184,379",
31,73,Stephen Ames,23,"$2,103,426",1
32,30,David Toms,22,"$2,095,837",
33,35,Justin Leonard,29,"$2,079,248",1
34,32,Carl Pettersson,31,"$2,040,938",
35,33,Mike Weir,23,"$1,986,053",1
36,34,Jerry Kelly,28,"$1,978,034",
37,36,Ken Duke,31,"$1,927,102",
38,41,Sean O'Hair,28,"$1,921,226",
39,37,John Senden,27,"$1,899,558",
40,38,Henrik Stenson,15,"$1,897,554",1
41,39,Camilo Villegas,24,"$1,866,961",
42,40,Jonathan Byrd,23,"$1,854,906",1
43,47,Nick Watney,26,"$1,838,629",1
44,45,Billy Mayfair,30,"$1,814,518",
45,42,Stuart Appleby,24,"$1,803,385",
46,43,Trevor Immelman,21,"$1,801,647",
47,44,Arron Oberholser,21,"$1,797,458",
48,46,Daniel Chopra,34,"$1,755,110",1
49,48,Chad Campbell,28,"$1,701,242",1
50,49,Charley Hoffman,30,"$1,689,366",1
51,51,John Mallinger,29,"$1,681,764",
52,50,Pat Perez,27,"$1,678,295",
53,53,Lucas Glover,29,"$1,664,167",
54,52,Ángel Cabrera,14,"$1,661,106",1
55,54,Bubba Watson,26,"$1,654,807",
56,55,Mark Wilson,25,"$1,637,112",1
57,56,Jeff Quinney,29,"$1,612,056",
58,57,Bo Van Pelt,30,"$1,559,181",
59,59,Ryan Moore,28,"$1,554,901",
60,58,Anthony Kim,26,"$1,545,195",
61,60,George McNeill,30,"$1,504,627",1
62,61,Rod Pampling,25,"$1,475,970",
63,62,Freddie Jacobson,20,"$1,469,541",
64,63,Ian Poulter,18,"$1,431,390",
65,67,Ryuji Imada,32,"$1,414,864",
66,64,Nathan Green,29,"$1,380,317",
67,65,Kevin Sutherland,25,"$1,351,942",
68,66,Nick O'Hern,22,"$1,342,391",
69,68,Joe Ogilvie,31,"$1,339,153",1
70,70,Vaughn Taylor,28,"$1,313,353",
71,72,Brian Davis,28,"$1,289,207",
72,69,José Coceres,17,"$1,287,843",
73,71,Troy Matteson,26,"$1,282,421",
74,74,Robert Garrigus,28,"$1,260,010",
75,75,Peter Lonard,27,"$1,259,881",
76,76,Dean Wilson,28,"$1,258,507",
77,77,Fred Funk,22,"$1,239,376",1
78,78,Paul Goydos,19,"$1,229,355",1
79,79,Kenny Perry,24,"$1,197,618",
80,83,Steve Marino,31,"$1,179,165",
81,84,Bart Bryant,25,"$1,167,874",
82,80,Rocco Mediate,22,"$1,166,294",
83,81,Bernhard Langer,14,"$1,153,603",
84,82,Charlie Wi,27,"$1,145,975",
85,85,Will MacKenzie,30,"$1,116,507",
86,94,Brian Gay,32,"$1,114,571",
87,86,D.J. Trahan,30,"$1,106,374",
88,87,Jason Gore,27,"$1,105,985",
89,88,J.J. Henry,26,"$1,088,660",
90,90,Jesper Parnevik,27,"$1,075,216",
91,89,Charles Warren,29,"$1,068,440",
92,92,Tim Petrovic,32,"$1,052,447",
93,91,Retief Goosen,14,"$1,044,386",
94,93,Brian Bateman,18,"$1,022,763",1
95,98,Michael Allen,22,"$1,016,952",
96,95,Davis Love III,21,"$1,016,489",
97,96,Stephen Leaney,26,"$1,015,200",
98,97,Johnson Wagner,33,"$1,013,024",
99,117,Jeff Overton,19,"$1,009,630",
100,100,Briny Baird,31,"$985,453",
101,99,José María Olazábal,16,"$979,249",
102,101,Mark Hensby,25,"$969,731",
103,107,Mathew Goggin,30,"$969,488",
104,102,Bill Haas,30,"$967,443",
105,103,Shigeki Maruyama,31,"$951,288",
106,104,Tim Herron,27,"$951,200",
107,105,Chris DiMarco,24,"$950,414",
108,106,Shaun Micheel,29,"$948,195",
109,109,Tom Pernice Jr.,31,"$927,408",
110,108,Tommy Armour III,24,"$919,134",
111,110,Steve Elkington,25,"$911,875",
112,118,Cameron Beckman,29,"$902,258",
113,111,Cliff Kresge,30,"$901,549",
114,123,J.P. Hayes,28,"$890,815",
115,114,Matt Kuchar,26,"$886,146",
116,112,Tom Lehman,19,"$880,824",
117,113,Bob Estes,28,"$878,051",
118,126,J.B. Holmes,24,"$874,216",
119,121,Rich Beem,29,"$868,658",
120,115,Alex Cejka,25,"$868,303",
121,119,Ryan Armour,32,"$862,979",
122,116,Kevin Na,27,"$856,669",
123,120,Jeff Maggert,26,"$845,585",
124,127,Kevin Stadler,31,"$810,876",
125,124,Mathias Grönberg,31,"$785,180",
126,122,Ben Curtis,25,"$772,321",
127,125,Ted Purdy,33,"$758,734",
128,129,Craig Kanada,34,"$743,305",
129,131,Joe Durant,28,"$723,599",
130,128,Brett Quigley,25,"$717,411",
131,130,Harrison Frazar,32,"$698,534",
132,152,Robert Gamez,30,"$693,464",
133,132,Chris Stroud,24,"$673,106",
134,134,Kent Jones,30,"$651,108",
135,133,John Merrick,29,"$649,438",
136,135,Bob Heintz,27,"$649,342",
137,136,Parker McLachlin,28,"$627,582",
138,137,Doug LaBelle II,33,"$604,633",
139,138,Frank Lickliter II,30,"$584,084",
140,140,Jason Dufner,32,"$574,992",
141,139,Steve Allan,18,"$568,059",
142,141,Jason Bohn,17,"$527,512",
143,153,Jeff Gove,30,"$526,644",
144,142,Ryan Palmer,30,"$524,988",
145,144,Marco Dawson,23,"$521,432",
146,143,Andrew Buckle,26,"$513,630",
147,145,Gavin Coles,28,"$511,353",
148,149,Steve Lowery,22,"$502,622",
149,146,Daisuke Maruyama,28,"$499,206",
150,148,Billy Andrade,27,"$499,197",
151,147,Corey Pavin,25,"$498,252",
152,151,Tripp Isenhour,32,"$471,980",
153,150,Anders Hansen,17,"$461,216",
154,154,Bob Tway,32,"$456,767",
155,156,Brendon de Jonge,26,"$447,172",
156,155,Eric Axley,36,"$440,911",
157,158,Greg Owen,29,"$426,601",
158,157,Michael Putnam,29,"$422,359",
159,159,Dicky Pride,25,"$415,792",
160,161,Lee Janzen,24,"$409,189",
161,160,Chris Riley,17,"$403,199",
162,162,Michael Sim,17,"$399,900",
163,163,Glen Day,27,"$397,491",
164,165,Jarrod Lyle,24,"$390,303",
165,164,Richard Johnson,32,"$377,951",
166,167,Duffy Waldorf,23,"$359,018",
167,166,Chris Couch,30,"$355,386",
168,210,Tag Ridings,18,"$351,590",
169,170,Chris Tidland,21,"$339,482",
170,168,Rich Barcelo,26,"$334,244",
171,169,Craig Bowden,25,"$333,970",
172,171,David Branshaw,30,"$323,407",
173,172,Kirk Triplett,25,"$316,034",
174,177,Joey Sindelar,25,"$310,717",
175,173,Olin Browne,15,"$304,605",
176,174,Dudley Hart,12,"$299,249",
177,175,Lee Westwood,8,"$288,280",
178,176,Paul Stankowski,18,"$282,389",
179,179,Greg Kraft,10,"$278,590",
180,180,Ben Crane,9,"$278,252",
181,182,Kyle Reifers,27,"$276,369",
182,178,Jeff Sluman,21,"$273,192",
183,189,D.J. Brigman,22,"$268,205",
184,181,Paul Gow,26,"$264,149",
185,216,Bryce Molder,21,"$257,593",
186,185,Craig Lile,24,"$255,659",
187,183,Scott Gutschewski,22,"$252,179",
188,184,John Daly,24,"$248,501",
189,186,Bob May,16,"$244,970",
190,187,Garrett Willis,13,"$233,569",
191,188,Neal Lancaster,13,"$229,053",
192,190,Darron Stiles,24,"$215,379",
193,191,David Howell,10,"$213,583",
194,193,Jeff Brehaut,21,"$202,389",
195,192,Tom Byrum,20,"$201,508",
196,194,Tom Johnson,27,"$190,926",
197,195,Dan Forsman,12,"$185,522",
198,196,Vance Veazey,9,"$185,208",
199,197,Jay Delsing,12,"$181,809",
200,198,B.J. Staten,7,"$175,505",
201,199,Paul Azinger,13,"$174,069",
202,200,John Huston,16,"$170,570",
203,202,Jason Schultz,22,"$163,244",
204,201,Mark Brooks,18,"$162,839",
205,204,Craig Barlow,16,"$154,214",
206,203,Steve Wheatcroft,25,"$153,246",
207,205,Arjun Atwal,12,"$135,015",
208,208,Michael Boyd,21,"$126,839",
209,206,Nick Flanagan,4,"$122,029",
210,207,John Cook,13,"$119,756",
211,209,Skip Kendall,5,"$116,346",
212,211,Todd Hamilton,28,"$109,776",
213,212,Matt Hendrix,24,"$108,269",
214,213,Carlos Franco,12,"$108,021",
215,214,Darren Clarke,10,"$107,981",
216,215,Larry Mize,12,"$105,740",
217,217,Brent Geiberger,17,"$91,750",
218,218,Bubba Dickerson,19,"$87,430",
219,219,Brad Faxon,18,"$84,645",
220,220,Phil Tataurangi,8,"$77,102",
221,221,Grant Waite,12,"$75,347",
222,222,David Duval,7,"$71,945",
223,223,Tom Watson,2,"$64,350",
223,223,Omar Uresti,4,"$64,350",
225,225,Jerry Smith,19,"$63,335",
226,226,Jim Rutledge,23,"$62,242",
227,227,Jaco Van Zyl,21,"$53,763",
228,228,Chris Smith,8,"$50,381",
229,229,Sandy Lyle,2,"$47,494",
230,230,Fred Couples,3,"$43,085",
231,231,Mark O'Meara,4,"$42,914",
232,232,"Wes Short, Jr.",12,"$42,119",
233,233,Shane Bertsch,4,"$39,760",
234,234,"Jim Gallagher, Jr.",9,"$38,635",
235,235,Kris Cox,8,"$36,729",
236,236,Steve Jones,9,"$34,922",
237,237,Michael Bradley,8,"$31,889",
238,238,Russ Cochran,1,"$31,275",
239,239,Danny Ellis,2,"$28,771",
240,240,Jim McGovern,5,"$27,333",
241,241,Notah Begay III,7,"$19,245",
242,242,Craig Stadler,1,"$18,560",
243,243,Spike McRoy,6,"$18,280",
244,244,Bob Burns,5,"$18,153",
245,245,Robert Damron,10,"$18,060",
246,246,Ben Crenshaw,1,"$16,530",
247,247,Fuzzy Zoeller,1,"$15,950",
248,248,J.L. Lewis,4,"$12,915",
249,249,Loren Roberts,3,"$12,660",
250,250,Blaine McCallister,8,"$11,330",
251,251,"David Berganio, Jr.",3,"$11,025",
252,252,Brandt Jobe,5,"$11,016",
253,253,Paul Sheehan,11,"$10,143",
254,254,Willie Wood,6,"$8,700",
255,255,Scott Gump,12,"$7,805",
256,256,Guy Boros,4,"$7,269",
