RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,EVENTS,MONEY,YTD VICTORIES
1,1,Vijay Singh,29,"$10,905,166",9
2,3,Ernie Els,16,"$5,787,225",3
3,2,Phil Mickelson,22,"$5,784,823",2
4,4,Tiger Woods,19,"$5,365,472",1
5,5,Stewart Cink,28,"$4,450,270",2
6,13,Retief Goosen,16,"$3,885,573",2
7,6,Adam Scott,16,"$3,724,984",2
8,9,Stephen Ames,27,"$3,303,205",1
9,7,Sergio Garcia,18,"$3,239,215",2
10,8,Davis Love III,24,"$3,075,092",
11,10,Todd Hamilton,27,"$3,063,778",2
12,11,Chris DiMarco,27,"$2,971,842",
13,12,Stuart Appleby,25,"$2,949,235",1
14,14,Mike Weir,22,"$2,761,536",1
15,15,Mark Hensby,29,"$2,718,766",1
16,17,Rory Sabbatini,26,"$2,500,397",
17,24,Jerry Kelly,29,"$2,496,222",
18,16,Steve Flesch,31,"$2,461,787",1
19,18,Zach Johnson,30,"$2,417,685",1
20,23,Scott Verplank,24,"$2,365,592",
21,20,John Daly,22,"$2,359,507",1
22,21,David Toms,24,"$2,357,531",1
23,22,Shigeki Maruyama,26,"$2,301,692",
24,19,Chad Campbell,28,"$2,264,985",1
25,25,Fred Funk,29,"$2,103,731",1
26,26,K.J. Choi,24,"$2,077,775",
27,28,Jay Haas,23,"$2,071,626",
28,27,Darren Clarke,16,"$2,009,819",
29,30,Carlos Franco,27,"$1,955,395",1
30,29,Kenny Perry,23,"$1,952,043",
31,31,Rod Pampling,26,"$1,737,725",1
32,32,Tim Herron,26,"$1,727,577",
33,33,Charles Howell III,30,"$1,703,485",
34,34,Jonathan Kaye,25,"$1,695,332",1
35,35,Luke Donald,21,"$1,646,268",
36,36,Ted Purdy,35,"$1,636,876",
37,37,Ryan Palmer,33,"$1,592,344",1
38,38,Kirk Triplett,24,"$1,566,426",
39,39,Bo Van Pelt,30,"$1,553,825",
40,40,Jesper Parnevik,24,"$1,550,135",
41,41,Joey Sindelar,31,"$1,536,881",1
42,42,Justin Leonard,25,"$1,531,023",
43,43,Jeff Maggert,20,"$1,527,884",
44,44,Robert Allenby,26,"$1,513,537",
45,45,Woody Austin,29,"$1,495,980",1
46,46,Duffy Waldorf,26,"$1,487,912",
47,47,Tom Pernice Jr.,31,"$1,475,274",
48,48,Harrison Frazar,25,"$1,446,764",
49,49,Joe Ogilvie,32,"$1,443,363",
50,50,Fred Couples,16,"$1,396,109",
51,51,Carl Pettersson,28,"$1,367,962",
52,52,Arron Oberholser,23,"$1,355,433",
53,53,Tom Lehman,19,"$1,343,277",
54,54,Alex Cejka,24,"$1,313,483",
55,55,Craig Parry,16,"$1,308,586",1
56,56,Chris Riley,23,"$1,292,732",
57,57,Brent Geiberger,31,"$1,259,779",1
58,58,Frank Lickliter II,27,"$1,259,234",
59,59,Freddie Jacobson,24,"$1,259,048",
