RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,EVENTS,MONEY,YTD VICTORIES
60,60,Scott Hoch,17,"$1,239,360",
61,61,Geoff Ogilvy,26,"$1,236,910",
62,62,Justin Rose,22,"$1,236,764",
63,63,Patrick Sheehan,33,"$1,234,344",
64,64,Skip Kendall,29,"$1,206,438",
65,65,Tim Petrovic,32,"$1,193,354",
66,66,Steve Lowery,28,"$1,191,245",
67,67,Vaughn Taylor,27,"$1,176,434",1
68,68,Stephen Leaney,24,"$1,166,560",
69,69,Briny Baird,30,"$1,156,517",
70,70,Jonathan Byrd,27,"$1,133,165",1
71,71,Tim Clark,26,"$1,108,190",
72,72,Heath Slocum,31,"$1,066,837",1
73,73,Thomas Bjørn,12,"$1,050,803",
74,74,Bob Estes,23,"$1,046,064",
75,75,Ben Crane,27,"$1,036,958",
76,76,Brad Faxon,28,"$1,016,898",
77,77,Jeff Sluman,28,"$1,007,635",
78,78,Loren Roberts,22,"$998,677",
79,79,Bob Tway,26,"$966,553",
80,80,Bart Bryant,23,"$962,167",1
81,81,Joe Durant,26,"$952,547",
82,82,Shaun Micheel,27,"$949,919",
83,83,Bernhard Langer,15,"$943,589",
84,84,Robert Damron,28,"$933,388",
85,85,Kevin Sutherland,27,"$928,760",
86,86,Brian Bateman,24,"$919,255",
87,87,Kevin Na,32,"$901,158",
88,88,Michael Allen,28,"$882,872",
89,89,Corey Pavin,23,"$881,938",
90,90,John Huston,20,"$874,280",
91,91,Tom Byrum,25,"$873,139",
92,92,Dudley Hart,23,"$854,638",
93,93,J.J. Henry,30,"$848,823",
94,94,Todd Fischer,33,"$847,996",
95,95,Tommy Armour III,28,"$844,634",
96,96,Lee Janzen,25,"$837,482",
97,97,Brett Quigley,31,"$836,380",
98,98,Matt Gogel,25,"$817,117",
99,99,Hank Kuehne,30,"$816,889",
100,100,Hunter Mahan,30,"$813,089",
101,101,Andre Stolz,20,"$808,373",1
102,102,J.L. Lewis,32,"$807,345",
103,103,Nick Price,15,"$796,086",
104,104,Hidemichi Tanaka,27,"$795,206",
105,105,Scott McCarron,27,"$790,720",
106,106,José Coceres,20,"$779,196",
107,107,Cameron Beckman,30,"$779,189",
108,108,Daniel Chopra,33,"$763,253",
109,109,John Rollins,29,"$737,957",
110,110,Robert Gamez,31,"$725,368",
111,111,Pat Perez,32,"$723,724",
112,112,Mark Calcavecchia,24,"$717,876",
113,113,Neal Lancaster,33,"$701,239",
114,114,John Senden,28,"$698,203",
115,115,Chris Smith,33,"$692,785",
116,116,Jim Furyk,14,"$691,675",
117,117,Dennis Paulson,21,"$677,035",
118,118,Peter Lonard,23,"$675,189",
119,119,Kent Jones,32,"$674,909",
120,120,Jay Williamson,33,"$660,038",
121,121,Steve Allan,33,"$648,480",
122,122,Brian Gay,32,"$645,194",
123,123,Aaron Baddeley,27,"$632,876",
124,124,Billy Andrade,31,"$631,143",
125,125,Tag Ridings,18,"$623,262",
126,126,Paul Azinger,23,"$601,438",
127,127,Olin Browne,30,"$597,034",
128,128,Craig Barlow,25,"$595,820",
129,129,Notah Begay III,23,"$583,537",
130,130,Bob Burns,30,"$581,421",
131,131,Jason Bohn,29,"$567,930",
132,132,Mathias Grönberg,32,"$565,014",
133,133,Dean Wilson,33,"$561,340",
134,134,Lucas Glover,30,"$557,454",
135,135,Mark O'Meara,17,"$543,866",
136,136,Scott Hend,29,"$531,263",
137,137,Brenden Pappas,34,"$524,905",
138,138,Glen Day,33,"$519,935",
139,139,Matt Kuchar,28,"$509,257",
140,140,Billy Mayfair,32,"$503,251",
141,141,Ben Curtis,20,"$500,818",
142,142,José María Olazábal,17,"$495,050",
143,143,Craig Bowden,30,"$494,568",
144,144,Danny Ellis,26,"$490,413",
145,145,John Morgan,16,"$487,032",
146,146,Arjun Atwal,30,"$486,052",
147,147,David Peoples,26,"$479,464",
148,148,Richard Johnson,32,"$461,183",
149,149,Jeff Brehaut,34,"$448,914",
150,150,Paul Stankowski,14,"$442,872",
151,151,Steve Stricker,27,"$440,906",
152,152,Craig Perks,27,"$423,748",
153,153,John Riegger,17,"$423,263",
154,154,Thomas Levet,5,"$404,305",
155,155,David Frost,26,"$402,589",
156,156,Greg Chalmers,22,"$402,380",
157,157,Danny Briggs,28,"$397,606",
158,158,Tom Carter,35,"$395,780",
159,159,Spike McRoy,33,"$374,187",
160,160,D.J. Brigman,27,"$356,943",
161,161,Deane Pappas,22,"$346,633",
162,162,Bill Glasson,17,"$346,030",
163,163,Omar Uresti,28,"$345,797",
164,164,Jason Dufner,28,"$317,770",
165,165,Dan Forsman,28,"$315,540",
166,166,Ken Duke,30,"$301,309",
167,167,Mark Wilson,19,"$300,317",
168,168,Pat Bates,32,"$299,384",
169,169,David Branshaw,30,"$293,617",
170,170,Gene Sauers,30,"$287,151",
171,171,Joel Kribel,13,"$276,862",
172,172,Niclas Fasth,22,"$265,423",
173,173,Mark Brooks,31,"$264,076",
174,174,J.P. Hayes,27,"$260,816",
175,175,Cliff Kresge,33,"$258,062",
176,176,Rocco Mediate,19,"$257,692",
177,177,Roland Thatcher,23,"$247,987",
178,178,Brandt Jobe,9,"$247,911",
179,179,Steve Elkington,20,"$243,238",
180,180,Grant Waite,29,"$239,318",
181,181,Roger Tambellini,28,"$234,164",
182,182,Peter Jacobsen,10,"$232,851",
183,183,Rich Beem,28,"$230,499",
184,184,Dicky Pride,23,"$230,329",
185,185,Aaron Barber,17,"$229,915",
186,186,Rich Barcelo,26,"$223,597",
187,187,David Sutherland,16,"$216,419",
188,188,Len Mattiace,25,"$213,707",
189,189,John Cook,19,"$210,448",
190,190,Kris Cox,26,"$205,171",
191,191,Steve Pate,24,"$199,569",
192,192,Scott Simpson,18,"$190,986",
193,193,Jay Delsing,26,"$190,184",
194,194,Russ Cochran,25,"$185,108",
195,195,Mike Heinen,17,"$166,185",
196,196,Garrett Willis,17,"$165,210",
197,197,David Morland IV,27,"$164,435",
198,198,Blaine McCallister,27,"$162,700",
199,199,Hirofumi Miyase,27,"$162,120",
200,200,Brian Kortan,24,"$159,939",
201,201,Tommy Tolles,25,"$151,852",
202,202,Per-Ulrik Johansson,12,"$146,733",
203,203,Robin Freeman,13,"$144,000",
204,204,Tjaart van der Walt,12,"$138,785",
205,205,Craig Stadler,6,"$137,475",
206,206,Larry Mize,13,"$136,020",
207,207,Dan Olsen,31,"$135,731",
208,208,Guy Boros,24,"$130,783",
209,209,David Edwards,13,"$123,681",
210,210,David Duval,9,"$121,044",
211,211,Esteban Toledo,36,"$115,185",
212,212,Jim Carter,18,"$111,105",
213,213,Michael Bradley,9,"$106,336",
214,214,Hal Sutton,16,"$103,698",
215,215,Glen Hnatiuk,9,"$103,500",
216,216,Michael Clark II,14,"$101,639",
217,217,Chris Couch,24,"$100,283",
218,218,Tripp Isenhour,22,"$90,699",
219,219,Joel Edwards,11,"$83,572",
220,220,"Jim Gallagher, Jr.",9,"$82,385",
221,221,Willie Wood,9,"$78,937",
222,222,"Wes Short, Jr.",12,"$75,536",
223,223,Jim McGovern,11,"$72,377",
224,224,Carl Paulson,13,"$70,088",
225,225,Donnie Hammond,13,"$65,024",
226,226,Mike Grob,13,"$60,103",
227,227,Marco Dawson,6,"$59,550",
228,228,James McLean,1,"$57,324",
229,229,Sandy Lyle,2,"$49,142",
230,230,Stan Utley,8,"$45,610",
231,231,Trevor Dodds,20,"$45,015",
232,232,Mike Springer,10,"$44,616",
233,233,Ken Green,18,"$43,356",
234,234,Jay Don Blake,14,"$41,555",
235,235,Brad Lardon,17,"$40,253",
236,236,Boyd Summerhays,8,"$37,127",
237,237,Kelly Gibson,10,"$34,511",
238,238,Brad Bryant,4,"$32,210",
239,239,Wayne Levi,1,"$28,163",
240,240,John Maginnes,12,"$26,420",
241,241,Mark Wiebe,6,"$25,435",
242,242,Brian Watts,9,"$23,770",
243,243,Gabriel Hjertstedt,5,"$22,870",
244,244,Kevin Muncrief,21,"$21,660",
245,245,David Gossett,25,"$21,250",
246,246,Paul Goydos,2,"$19,366",
247,,David Howell,3,"$18,500",
248,247,Tom Kite,1,"$17,304",
249,248,Patrick Moore,14,"$15,448",
250,249,Greg Norman,7,"$14,160",
251,250,Jim Benepe,2,"$13,900",
252,251,Jack Nicklaus,2,"$11,130",
253,252,Dan Pohl,3,"$10,706",
254,253,Tom Watson,2,"$10,350",
255,254,Phil Blackmar,1,"$10,100",
256,255,Fulton Allem,13,"$9,792",
257,256,Ian Leggatt,5,"$8,280",
258,257,Brandel Chamblee,1,"$6,580",
259,258,Phil Tataurangi,8,"$6,540",
260,259,David Ogrin,2,"$6,420",
260,259,John Morse,3,"$6,420",
262,261,Brian Henninger,9,"$6,240",
263,262,Mike Standly,9,"$6,000",
264,263,Mike Sullivan,1,"$5,520",
