RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,EVENTS,MONEY,YTD VICTORIES
1,1,Tiger Woods,17,"$10,508,163",6
2,2,Steve Stricker,22,"$6,332,636",3
3,3,Phil Mickelson,18,"$5,332,755",3
4,4,Zach Johnson,26,"$4,714,813",2
5,5,Kenny Perry,24,"$4,445,562",2
6,6,Sean O'Hair,23,"$4,316,493",1
7,7,Jim Furyk,23,"$3,946,515",
8,8,Geoff Ogilvy,20,"$3,866,270",2
9,9,Lucas Glover,26,"$3,692,580",1
10,10,Y.E. Yang,23,"$3,489,516",2
11,11,Retief Goosen,20,"$3,232,650",1
12,12,Nick Watney,24,"$3,221,421",1
13,13,Brian Gay,27,"$3,201,295",2
14,14,David Toms,27,"$3,047,198",
15,15,Dustin Johnson,25,"$2,977,901",1
16,16,Hunter Mahan,25,"$2,941,349",
17,17,Stewart Cink,22,"$2,821,030",1
18,18,Rory Sabbatini,25,"$2,752,291",1
19,19,Kevin Na,26,"$2,724,825",
20,20,Padraig Harrington,20,"$2,628,377",
21,21,Ángel Cabrera,17,"$2,625,472",1
22,22,Paul Casey,12,"$2,582,181",1
23,23,Jerry Kelly,26,"$2,562,648",1
24,24,Matt Kuchar,24,"$2,489,193",1
25,25,Ian Poulter,17,"$2,431,001",
26,26,Mike Weir,24,"$2,379,422",
27,27,John Senden,29,"$2,305,492",
28,29,John Rollins,27,"$2,269,475",1
29,28,Tim Clark,23,"$2,235,105",
30,42,Justin Leonard,26,"$2,232,378",
31,30,Ryan Moore,27,"$2,222,871",1
32,31,Heath Slocum,30,"$2,195,565",1
33,32,Jason Dufner,26,"$2,190,792",
34,33,Luke Donald,21,"$2,174,947",
35,34,Steve Marino,29,"$2,161,539",
36,35,Ernie Els,19,"$2,147,157",
37,64,Stephen Ames,23,"$2,131,538",1
38,36,Scott Verplank,24,"$2,092,114",
39,37,Anthony Kim,22,"$1,972,155",
40,38,Bo Van Pelt,30,"$1,945,307",1
41,39,Charley Hoffman,27,"$1,894,925",
42,40,Robert Allenby,21,"$1,890,946",
43,47,Brian Davis,32,"$1,874,318",
44,41,Mark Wilson,28,"$1,838,414",1
45,43,Camilo Villegas,21,"$1,804,981",
46,44,Charles Howell III,29,"$1,804,460",
47,45,Marc Leishman,28,"$1,742,243",
48,46,Chad Campbell,26,"$1,725,237",
49,48,Pat Perez,22,"$1,720,360",1
50,49,John Mallinger,27,"$1,717,140",
51,50,Ben Crane,27,"$1,667,085",
52,51,Davis Love III,27,"$1,622,401",
53,52,Paul Goydos,25,"$1,619,918",
54,53,Tim Petrovic,31,"$1,551,866",
55,54,Brandt Snedeker,26,"$1,483,557",
56,55,Troy Matteson,30,"$1,466,070",1
57,88,George McNeill,26,"$1,439,220",
58,56,John Merrick,28,"$1,438,892",
59,57,Nathan Green,30,"$1,436,342",1
60,58,Bubba Watson,24,"$1,430,244",
61,63,Bill Haas,29,"$1,425,418",
62,59,Brett Quigley,28,"$1,412,780",
63,60,Bryce Molder,21,"$1,381,211",
