RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:PUTTING,MEASURED ROUNDS
45,35,Kevin Kisner,104,.240,22.516,94
46,49,Jason Bohn,95,.239,20.775,87
47,50,Brian Harman,90,.236,18.390,78
48,51,Adam Hadwin,95,.235,19.029,81
49,44,Kevin Na,98,.233,16.544,71
50,52,Morgan Hoffmann,85,.232,15.981,69
51,53,Justin Leonard,61,.231,12.475,54
52,54,Ian Poulter,68,.225,10.820,48
53,55,George McNeill,93,.212,18.879,89
53,61,Bubba Watson,71,.212,11.875,56
55,57,Johnson Wagner,68,.203,11.571,57
56,58,Ben Crane,62,.201,10.452,52
57,59,Camilo Villegas,83,.195,14.447,74
58,60,Andres Romero,69,.190,10.244,54
59,62,Andres Gonzales,90,.177,13.481,76
60,63,Carlos Ortiz,100,.172,14.293,83
61,64,Sean O'Hair,86,.169,13.657,81
62,65,Kevin Chappell,86,.168,12.628,75
62,65,Chesson Hadley,101,.168,14.951,89
64,67,Ryan Moore,81,.160,9.741,61
65,68,Ricky Barnes,82,.159,10.048,63
66,69,Michael Thompson,83,.153,11.506,75
67,70,Eric Axley,57,.150,6.438,43
68,71,Ryan Palmer,80,.147,7.937,54
69,83,Steven Bowditch,103,.144,12.687,88
70,73,Jonathan Randolph,72,.132,7.408,56
71,72,Dustin Johnson,75,.128,6.932,54
72,74,Ben Martin,93,.127,9.748,77
73,75,Cameron Tringale,96,.125,9.874,79
74,76,Jonas Blixt,78,.122,6.345,52
75,77,Bo Van Pelt,81,.118,7.687,65
76,78,Brian Stuard,97,.116,9.144,79
77,79,Nick Taylor,91,.112,9.329,83
78,80,Luke Guthrie,84,.110,7.472,68
79,81,Jeff Overton,94,.105,7.851,75
80,82,Stewart Cink,77,.102,6.712,66
81,83,Martin Laird,77,.100,7.320,73
82,86,Jhonattan Vegas,90,.086,6.165,72
83,87,Jonathan Byrd,69,.084,4.295,51
84,90,Brian Davis,86,.081,5.724,71
85,91,Gary Woodland,81,.077,4.173,54
86,89,Hideki Matsuyama,95,.076,5.340,70
87,92,Matt Every,73,.075,4.198,56
88,93,Shawn Stefani,94,.074,6.539,88
89,94,Seung-Yul Noh,65,.066,3.552,54
90,95,Chris Kirk,76,.065,3.632,56
90,85,Charley Hoffman,97,.065,4.973,76
92,96,Fabián Gómez,83,.062,4.288,69
93,97,William McGirt,103,.060,5.816,97
94,98,James Hahn,94,.048,3.736,78
95,99,Justin Thomas,106,.042,4.012,96
96,100,Zach Johnson,90,.040,2.778,70
97,101,David Lingmerth,90,.039,2.899,74
98,102,Kyle Reifers,96,.036,2.855,80
99,103,Retief Goosen,81,.027,1.602,60
100,88,Justin Rose,69,.023,1.123,49
101,105,Scott Langley,94,.018,1.424,79
102,122,Paul Casey,87,.014,.911,63
103,106,Chad Collins,79,.012,.778,63
104,104,Scott Piercy,90,.006,.534,83
105,107,Tom Hoge,83,.005,.296,65
106,108,Patrick Rodgers,57,-.003,-.153,46
107,113,J.B. Holmes,89,-.004,-.296,66
108,109,Tony Finau,106,-.006,-.533,92
109,110,Brendon de Jonge,106,-.007,-.684,92
110,111,Jason Kokrak,88,-.012,-.993,80
110,111,Graham DeLaet,65,-.012,-.636,54
112,114,Marc Leishman,74,-.020,-1.093,54
113,115,Russell Knox,96,-.021,-1.826,87
114,116,Sergio Garcia,59,-.022,-.784,36
115,117,Jim Furyk,71,-.024,-1.252,52
116,118,Andrew Svoboda,80,-.026,-1.792,70
117,119,Jon Curran,83,-.028,-1.848,65
118,120,Jim Herman,88,-.030,-2.341,77
119,121,Scott Brown,97,-.031,-2.495,81
120,123,Chad Campbell,97,-.045,-4.074,91
121,124,Brendan Steele,88,-.047,-3.547,76
122,125,D.A. Points,72,-.054,-3.154,58
123,126,Alex Prugh,84,-.055,-3.925,72
124,127,John Senden,80,-.061,-3.103,51
125,128,Mark Wilson,89,-.065,-5.295,81
125,128,Spencer Levin,99,-.065,-5.408,83
127,130,Jason Gore,76,-.067,-3.911,58
128,131,Keegan Bradley,87,-.070,-4.473,64
129,132,Brice Garnett,81,-.089,-5.727,64
130,133,Whee Kim,71,-.093,-5.235,56
131,134,Mark Hubbard,79,-.102,-6.226,61
131,134,David Toms,62,-.102,-5.604,55
133,136,Ryo Ishikawa,90,-.103,-7.760,75
134,137,Rory Sabbatini,81,-.106,-6.993,66
135,138,Max Homa,78,-.110,-6.816,62
136,140,Sam Saunders,83,-.136,-8.589,63
137,141,Cameron Percy,72,-.142,-8.262,58
138,142,Steven Alker,62,-.146,-7.294,50
139,143,Tyrone Van Aswegen,58,-.152,-6.379,42
140,144,Chris Stroud,84,-.176,-11.950,68
141,145,John Peterson,84,-.184,-14.163,77
142,139,Daniel Berger,97,-.193,-16.030,83
143,147,Martin Flores,95,-.216,-17.069,79
143,147,Charles Howell III,105,-.216,-21.395,99
145,149,Kevin Streelman,95,-.219,-15.978,73
146,150,Louis Oosthuizen,68,-.220,-10.341,47
147,151,Ken Duke,93,-.222,-17.294,78
148,146,Bill Haas,89,-.229,-16.243,71
149,152,Alex Cejka,94,-.232,-18.331,79
150,153,Boo Weekley,79,-.246,-16.467,67
151,154,Francesco Molinari,56,-.255,-10.948,43
152,155,Chez Reavie,56,-.262,-13.090,50
153,156,Tim Wilkinson,73,-.278,-16.123,58
154,157,Oscar Fraustro,58,-.283,-11.308,40
155,158,Davis Love III,51,-.347,-14.555,42
156,159,Scott Stallings,60,-.392,-19.208,49
157,160,Adam Scott,51,-.396,-12.662,32
158,161,Nick Watney,91,-.403,-32.658,81
159,162,J.J. Henry,94,-.414,-31.432,76
160,163,Sung Joon Park,79,-.421,-26.539,63
161,165,Padraig Harrington,60,-.493,-24.148,49
161,165,Nicholas Thompson,90,-.493,-34.513,70
163,167,Roger Sloan,56,-.502,-20.070,40
164,168,Vijay Singh,78,-.511,-35.238,69
165,169,Derek Ernst,75,-.516,-32.531,63
166,170,Bill Lunde,50,-.520,-18.731,36
167,171,Gonzalo Fernandez-Castaño,81,-.522,-32.867,63
168,172,Michael Putnam,87,-.526,-35.781,68
169,173,Charl Schwartzel,67,-.555,-22.769,41
170,174,Ángel Cabrera,53,-.572,-24.020,42
171,175,Heath Slocum,57,-.594,-23.184,39
172,176,Byron Smith,59,-.597,-25.660,43
173,177,Ernie Els,57,-.609,-23.764,39
174,180,Webb Simpson,81,-.646,-41.374,64
175,181,Geoff Ogilvy,50,-.692,-24.221,35
176,182,Robert Garrigus,70,-.697,-38.341,55
177,183,Jason Dufner,76,-.700,-33.598,48
178,184,Roberto Castro,54,-.732,-26.348,36
179,185,Robert Allenby,63,-.754,-38.465,51
180,186,John Merrick,78,-.775,-44.970,58
181,187,Greg Owen,58,-.798,-31.917,40
182,188,Charlie Beljan,76,-.799,-45.536,57
183,189,Jim Renner,68,-.995,-55.698,56
184,190,Lucas Glover,79,-1.351,-97.258,72
