RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,EVENTS,MONEY,YTD VICTORIES
1,1,Rory McIlroy,17,"$8,280,096",3
2,2,Bubba Watson,21,"$6,336,978",2
3,4,Jim Furyk,21,"$5,987,395",
4,3,Jimmy Walker,27,"$5,787,016",3
5,5,Sergio Garcia,16,"$4,939,606",
6,7,Chris Kirk,28,"$4,854,777",2
7,17,Billy Horschel,27,"$4,814,787",2
8,6,Rickie Fowler,26,"$4,806,117",
9,8,Matt Kuchar,24,"$4,695,515",1
10,9,Martin Kaymer,19,"$4,532,537",2
11,11,Jordan Spieth,27,"$4,342,748",
12,10,Dustin Johnson,17,"$4,249,180",1
13,12,Adam Scott,17,"$4,098,588",1
14,13,Patrick Reed,28,"$4,026,076",2
15,14,Justin Rose,19,"$3,926,768",1
16,15,Jason Day,15,"$3,789,574",1
17,16,Webb Simpson,25,"$3,539,601",1
18,18,Brendon Todd,29,"$3,396,747",1
19,19,Zach Johnson,26,"$3,353,417",1
20,21,Kevin Na,27,"$3,153,107",
21,20,Ryan Moore,24,"$3,098,263",1
22,22,Hunter Mahan,25,"$3,097,983",1
23,23,Harris English,28,"$2,947,322",1
24,28,Ryan Palmer,23,"$2,924,300",
25,25,John Senden,27,"$2,856,685",1
26,27,Bill Haas,28,"$2,841,521",
27,26,Hideki Matsuyama,24,"$2,837,477",1
28,24,Keegan Bradley,26,"$2,828,638",
29,32,Gary Woodland,25,"$2,734,153",
30,29,Graham DeLaet,24,"$2,616,518",
31,34,Russell Henley,29,"$2,590,493",1
32,30,Marc Leishman,24,"$2,558,657",
33,31,Matt Every,26,"$2,540,370",1
34,33,Brian Harman,32,"$2,414,334",1
35,35,J.B. Holmes,24,"$2,365,204",1
36,36,Kevin Stadler,26,"$2,300,307",1
37,45,Cameron Tringale,31,"$2,169,723",
38,37,Phil Mickelson,21,"$2,158,019",
39,38,Seung-Yul Noh,27,"$2,115,234",1
40,39,Kevin Streelman,24,"$2,107,994",1
41,40,Graeme McDowell,17,"$2,077,387",
42,41,Tim Clark,26,"$2,066,344",1
43,42,George McNeill,24,"$2,014,357",
44,43,Charl Schwartzel,18,"$1,997,482",
45,44,Charles Howell III,29,"$1,997,044",
46,46,Charley Hoffman,25,"$1,977,296",
47,47,Matt Jones,25,"$1,928,154",1
48,48,Freddie Jacobson,27,"$1,901,789",
49,49,Henrik Stenson,15,"$1,894,235",
50,50,Ángel Cabrera,23,"$1,868,559",1
51,51,Will MacKenzie,27,"$1,853,822",
52,52,Brian Stuard,29,"$1,852,531",
53,53,Chris Stroud,25,"$1,826,399",
54,59,Geoff Ogilvy,26,"$1,809,632",1
55,54,Ernie Els,24,"$1,799,569",
56,55,Erik Compton,28,"$1,796,143",
57,56,Steven Bowditch,30,"$1,734,693",1
58,57,Chesson Hadley,29,"$1,703,316",1
59,58,K.J. Choi,23,"$1,677,848",
60,60,Brandt Snedeker,25,"$1,652,380",
61,61,Jason Dufner,17,"$1,651,491",
62,62,Camilo Villegas,29,"$1,642,124",1
63,63,Ian Poulter,17,"$1,616,693",
64,71,Morgan Hoffmann,32,"$1,595,922",
65,64,Jason Bohn,25,"$1,585,189",
66,65,Justin Hicks,30,"$1,544,061",
67,66,Ben Crane,25,"$1,534,634",1
68,67,Russell Knox,26,"$1,513,630",
69,68,Daniel Summerhays,27,"$1,509,543",
70,69,Ben Martin,26,"$1,482,836",
71,70,Stuart Appleby,29,"$1,477,971",
72,72,Luke Donald,17,"$1,451,440",
73,73,Jerry Kelly,23,"$1,451,059",
74,74,Scott Brown,30,"$1,441,725",
75,75,Scott Stallings,28,"$1,385,689",1
76,76,Ryo Ishikawa,24,"$1,380,579",
77,77,Shawn Stefani,17,"$1,369,259",
78,78,Brendan Steele,26,"$1,359,890",
79,79,Carl Pettersson,28,"$1,348,393",
80,80,Kevin Chappell,28,"$1,343,412",
81,81,Jonas Blixt,21,"$1,342,198",
82,82,Pat Perez,25,"$1,315,080",
83,83,Robert Streb,21,"$1,300,075",
84,84,William McGirt,29,"$1,275,738",
85,85,Lee Westwood,18,"$1,223,104",
86,86,Jason Kokrak,19,"$1,200,381",
87,87,Brendon de Jonge,31,"$1,171,395",
88,88,Andrew Svoboda,24,"$1,168,073",
89,89,Steve Stricker,11,"$1,154,747",
90,90,Scott Langley,29,"$1,151,496",
91,91,Billy Hurley III,26,"$1,145,299",
92,92,David Hearn,28,"$1,138,324",
93,93,Jeff Overton,24,"$1,115,467",
94,94,Robert Garrigus,25,"$1,095,474",
95,95,Martin Flores,26,"$1,035,447",
96,96,Rory Sabbatini,26,"$1,024,736",
97,97,Vijay Singh,25,"$989,028",
98,98,Bo Van Pelt,25,"$982,218",
99,99,John Huh,28,"$974,043",
100,100,Kevin Kisner,26,"$954,497",
101,101,Louis Oosthuizen,16,"$946,134",
102,102,Aaron Baddeley,24,"$942,559",
103,103,Michael Thompson,22,"$932,300",
104,104,Stewart Cink,25,"$929,166",
105,105,Gonzalo Fernandez-Castaño,25,"$926,493",
106,106,Nick Watney,25,"$913,398",
107,107,Troy Merritt,20,"$882,864",
108,108,Paul Casey,16,"$877,968",
109,109,Mike Weir,25,"$854,413",
110,110,Brian Davis,28,"$842,539",
111,111,Luke Guthrie,26,"$840,555",
112,112,Boo Weekley,24,"$832,673",
113,113,Bryce Molder,25,"$828,605",
114,114,Retief Goosen,26,"$826,073",
115,115,Tim Wilkinson,25,"$824,179",
116,116,Michael Putnam,30,"$818,799",
117,117,Justin Leonard,22,"$807,949",
118,118,David Toms,20,"$801,355",
119,119,Andres Romero,26,"$782,184",
120,120,Danny Lee,28,"$781,295",
121,121,Jim Renner,25,"$763,978",
122,122,Jhonattan Vegas,23,"$751,763",
123,123,James Hahn,27,"$735,259",
124,124,Sangmoon Bae,24,"$718,111",
125,125,Nicholas Thompson,30,"$713,377",
126,126,Charlie Beljan,26,"$712,652",
127,127,Ricky Barnes,27,"$706,855",
128,128,David Lingmerth,26,"$676,661",
129,129,Bud Cauley,19,"$647,886",
130,130,Ben Curtis,24,"$625,515",
131,131,Richard Lee,27,"$618,443",
132,132,Brice Garnett,28,"$617,805",
133,133,Jonathan Byrd,24,"$617,014",
134,134,Briny Baird,17,"$616,316",
135,135,Roberto Castro,27,"$615,933",
136,136,Brian Gay,26,"$605,368",
137,137,Will Wilcox,16,"$586,159",
138,138,Martin Laird,20,"$583,663",
139,139,Greg Chalmers,27,"$578,979",
140,140,Brad Fritsch,18,"$568,391",
141,141,Heath Slocum,23,"$566,167",
142,142,Andrew Loupe,22,"$563,121",
143,143,J.J. Henry,28,"$554,615",
144,144,John Merrick,25,"$516,148",
145,145,Robert Allenby,29,"$514,288",
146,146,Hudson Swafford,26,"$513,883",
147,147,Tommy Gainey,26,"$490,590",
148,148,Kyle Stanley,28,"$473,581",
149,149,Chad Campbell,18,"$470,798",
150,150,Ken Duke,25,"$455,589",
151,151,Tyrone Van Aswegen,25,"$454,856",
152,152,Wes Roach,22,"$453,616",
153,153,Trevor Immelman,28,"$447,516",
154,154,Peter Hanson,13,"$415,531",
155,155,Scott Piercy,12,"$411,635",
156,156,Sean O'Hair,25,"$408,793",
157,157,Chad Collins,28,"$408,434",
158,158,Johnson Wagner,24,"$393,729",
159,159,Troy Matteson,23,"$387,796",
160,160,"Ted Potter, Jr.",24,"$386,341",
161,161,Charlie Wi,25,"$384,796",
162,162,James Driscoll,25,"$371,404",
163,163,Joe Durant,15,"$369,268",
164,164,Josh Teater,28,"$366,241",
165,165,D.A. Points,27,"$364,653",
166,166,Jeff Maggert,19,"$360,157",
167,167,Thorbjørn Olesen,14,"$335,222",
168,168,Jamie Lovemark,20,"$305,944",
169,169,Derek Ernst,28,"$305,654",
170,170,Steve Marino,13,"$294,565",
171,171,Woody Austin,22,"$292,824",
172,172,John Rollins,28,"$289,757",
173,173,Davis Love III,22,"$284,800",
174,174,Spencer Levin,20,"$277,780",
175,175,Jason Gore,7,"$273,857",
176,176,Peter Malnati,18,"$271,326",
177,177,Y.E. Yang,28,"$254,525",
178,178,Dicky Pride,13,"$243,592",
179,179,John Peterson,25,"$238,230",
180,180,Bernhard Langer,1,"$234,000",
181,181,Tim Herron,15,"$212,771",
182,182,Lucas Glover,26,"$210,166",
183,183,Scott Gardiner,18,"$209,270",
184,184,David Lynn,11,"$207,414",
185,185,Jim Herman,21,"$187,337",
186,186,Eric Axley,10,"$180,734",
187,187,Padraig Harrington,16,"$169,175",
188,188,Kevin Tway,23,"$167,278",
189,189,Miguel Angel Carballo,15,"$161,491",
190,190,Bronson La'Cassie,18,"$160,632",
191,191,Bob Estes,2,"$156,000",
192,192,Mark Wilson,25,"$155,313",
193,193,Rod Pampling,7,"$154,051",
194,194,Stephen Ames,18,"$141,143",
195,195,D.H. Lee,20,"$138,642",
196,196,Kenny Perry,5,"$130,588",
197,197,Darren Clarke,15,"$128,293",
198,198,Nicolas Colsaerts,12,"$123,367",
199,199,Mark Anderson,8,"$122,598",
200,200,Tim Petrovic,10,"$109,299",
201,201,Tiger Woods,7,"$108,275",
202,202,Fred Couples,3,"$101,160",
203,203,Blake Adams,8,"$98,439",
204,204,Ryuji Imada,9,"$98,186",
205,205,Matt Bettencourt,14,"$96,825",
206,206,Greg Owen,8,"$95,117",
207,207,David Duval,15,"$94,709",
208,208,Alex Prugh,16,"$90,606",
209,209,Kevin Foley,15,"$87,738",
210,210,Doug LaBelle II,12,"$84,209",
211,211,John Daly,15,"$76,635",
212,212,Patrick Cantlay,5,"$76,131",
213,213,Cameron Beckman,12,"$72,835",
214,214,Mark Calcavecchia,8,"$68,608",
215,215,Lee Williams,13,"$66,075",
216,216,Lee Janzen,8,"$63,946",
217,217,José Coceres,6,"$57,620",
218,218,Alex Cejka,6,"$57,059",
219,219,Will Claxton,8,"$56,886",
220,220,Tom Watson,5,"$53,727",
221,221,Tag Ridings,12,"$53,647",
222,222,Joe Ogilvie,13,"$52,035",
223,223,José María Olazábal,1,"$48,600",
224,224,Harrison Frazar,15,"$47,247",
225,225,Steve Flesch,5,"$46,352",
226,226,Paul Goydos,19,"$43,441",
227,227,Dudley Hart,4,"$40,217",
228,228,Chris Smith,7,"$33,620",
229,229,Fred Funk,8,"$32,417",
230,230,Billy Mayfair,4,"$32,118",
231,231,Marc Turnesa,6,"$30,959",
232,232,Glen Day,5,"$30,628",
233,233,Edward Loar,19,"$29,958",
234,234,Justin Bolli,6,"$29,327",
235,235,Sandy Lyle,2,"$27,972",
236,236,Fabián Gómez,4,"$27,616",
237,237,Scott McCarron,12,"$22,794",
238,238,Larry Mize,1,"$22,680",
239,239,Alex Aragon,18,"$21,526",
240,240,Daniel Chopra,16,"$20,775",
241,241,Len Mattiace,4,"$20,660",
242,242,Vaughn Taylor,3,"$20,451",
243,243,Kris Blanks,8,"$17,327",
244,244,Kent Jones,2,"$15,480",
245,245,Ben Kohles,3,"$14,784",
246,246,Benjamín Alvarado,6,"$13,241",
247,247,Nathan Green,4,"$13,034",
248,248,D.J. Trahan,5,"$12,900",
249,249,Chez Reavie,2,"$11,767",
250,250,Bobby Gates,14,"$10,919",
251,251,Scott Verplank,12,"$10,696",
252,252,Todd Hamilton,4,"$10,387",
253,253,Brett Quigley,1,"$10,260",
254,254,Jesper Parnevik,3,"$7,245",
254,254,Marco Dawson,1,"$7,245",
256,256,Arjun Atwal,4,"$6,980",
257,257,Paul Stankowski,3,"$6,720",
258,258,Chris DiMarco,7,"$6,370",
