RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,EVENTS,MONEY,YTD VICTORIES
79,79,Harrison Frazar,31,"$999,083",
80,80,Brett Quigley,31,"$998,155",
81,81,Scott McCarron,24,"$977,517",
82,82,Arjun Atwal,17,"$963,768",
83,83,Stephen Ames,24,"$959,665",
84,84,Bernhard Langer,19,"$952,451",
85,85,Steve Lowery,32,"$950,274",
86,86,Ian Poulter,20,"$946,890",
87,87,J.J. Henry,32,"$942,347",
88,88,Arron Oberholser,21,"$921,796",
89,89,Rory Sabbatini,26,"$920,988",
90,90,Daniel Chopra,34,"$893,368",
91,91,Tag Ridings,31,"$891,812",
92,92,Bob Estes,25,"$891,477",
93,93,Loren Roberts,18,"$874,330",
94,94,Jason Gore,8,"$871,135",1
95,95,Steve Flesch,30,"$869,106",
96,96,Freddie Jacobson,23,"$868,525",
97,97,John Senden,29,"$855,325",
98,98,Brian Davis,23,"$854,460",
99,99,John Rollins,30,"$852,147",
100,100,James Driscoll,26,"$849,891",
101,101,Kevin Sutherland,26,"$845,875",
102,102,Dean Wilson,27,"$821,903",
103,103,D.J. Trahan,28,"$806,304",
104,104,Hank Kuehne,30,"$786,817",
105,105,Stephen Leaney,29,"$758,057",
106,106,Jeff Maggert,25,"$743,780",
107,107,Robert Damron,28,"$739,836",
108,108,Corey Pavin,23,"$736,506",
109,109,Jesper Parnevik,24,"$732,845",
110,110,Doug Barron,24,"$731,990",
111,111,Jonathan Byrd,31,"$726,023",
112,112,Craig Barlow,26,"$720,362",
113,113,Rich Beem,26,"$701,242",
114,114,Rocco Mediate,24,"$696,250",
115,115,Brian Gay,33,"$689,862",
116,116,Richard Johnson,16,"$689,364",
117,117,Hidemichi Tanaka,34,"$686,113",
118,118,Patrick Sheehan,35,"$675,038",
119,119,Todd Fischer,35,"$664,098",
120,120,John Huston,31,"$657,970",
121,121,Ryuji Imada,25,"$650,221",
122,122,Tommy Armour III,29,"$636,643",
123,123,Kent Jones,32,"$629,944",
124,124,Craig Parry,15,"$629,887",
125,125,Nick Price,16,"$626,736",
126,126,Briny Baird,33,"$624,191",
127,127,Nick Watney,31,"$605,369",
128,128,Kirk Triplett,18,"$598,145",
129,129,Ben Curtis,24,"$594,670",
130,130,Michael Allen,30,"$591,829",
131,131,Hunter Mahan,34,"$589,567",
132,132,Brett Wetterich,28,"$576,029",
133,133,Mark Wilson,25,"$573,218",
134,134,Todd Hamilton,31,"$559,495",
135,135,Tjaart van der Walt,19,"$544,058",
136,136,Omar Uresti,27,"$538,238",
137,137,Neal Lancaster,31,"$532,185",
138,138,J.P. Hayes,22,"$531,704",
139,139,Marco Dawson,23,"$526,264",
140,140,Alex Cejka,31,"$510,082",
141,141,Brian Bateman,32,"$505,517",
142,142,Lee Westwood,15,"$501,267",
143,143,Darron Stiles,26,"$499,827",
144,144,Brendan Jones,28,"$498,817",
145,145,Andrew Magee,29,"$488,779",
146,146,Shaun Micheel,29,"$487,402",
147,147,Frank Lickliter II,33,"$486,581",
148,148,Paul Goydos,15,"$486,362",
149,149,Scott Gutschewski,27,"$485,487",
150,150,Thomas Levet,20,"$485,343",
151,151,Jay Haas,16,"$485,109",
152,152,Cameron Beckman,31,"$474,107",
153,153,Duffy Waldorf,28,"$462,725",
154,154,Chris Smith,32,"$454,375",
155,155,Lee Janzen,26,"$422,748",
156,156,Tom Gillis,28,"$421,050",
157,157,Phillip Price,25,"$419,415",
158,158,Steve Allan,32,"$418,428",
159,159,Matt Kuchar,21,"$402,786",
160,160,Mathias Grönberg,19,"$401,140",
161,161,D.A. Points,33,"$400,540",
162,162,Steve Stricker,21,"$397,640",
163,163,Jay Williamson,16,"$382,653",
164,164,Franklin Langham,31,"$380,436",
165,165,John Cook,26,"$374,185",
166,166,Hunter Haas,28,"$371,925",
167,167,Glen Day,27,"$370,221",
168,168,Kevin Stadler,33,"$367,775",
169,169,Gavin Coles,22,"$359,523",
170,170,Scott Hend,28,"$356,247",
171,171,Bob Heintz,24,"$355,488",
172,172,Matt Gogel,28,"$344,151",
173,173,Roland Thatcher,26,"$326,299",
174,174,Paul Gow,27,"$324,459",
175,175,Tom Byrum,27,"$323,953",
176,176,Brent Geiberger,21,"$309,559",
177,177,D.J. Brigman,26,"$294,849",
178,178,Brenden Pappas,15,"$279,340",
179,179,Will MacKenzie,25,"$275,529",
180,180,Mark Brooks,28,"$273,668",
181,181,Chris Anderson,25,"$270,347",
182,182,José Coceres,22,"$269,705",
183,183,Paul Claxton,29,"$269,701",
184,184,Chris Riley,25,"$268,735",
185,185,Craig Stadler,6,"$256,110",
186,186,Charlie Wi,23,"$250,081",
187,187,Paul Azinger,22,"$246,489",
188,188,Dennis Paulson,24,"$232,147",
189,189,Jay Delsing,11,"$230,851",
190,190,Dan Forsman,17,"$214,135",
191,191,Len Mattiace,34,"$209,638",
192,192,Justin Bolli,24,"$207,400",
193,193,Larry Mize,18,"$206,969",
194,194,Craig Bowden,15,"$199,911",
195,195,Carl Paulson,13,"$198,214",
196,196,David Hearn,24,"$197,453",
197,197,Paul Casey,10,"$195,193",
198,198,Mark O'Meara,21,"$190,970",
199,199,Glen Hnatiuk,21,"$185,162",
200,200,Mario Tiziani,23,"$181,618",
201,201,Peter Jacobsen,11,"$180,583",
202,202,Skip Kendall,32,"$180,561",
203,203,Michael Long,26,"$180,418",
204,204,Jason Allred,29,"$176,436",
205,205,Spike McRoy,12,"$173,919",
206,206,Craig Perks,27,"$171,379",
207,207,Jimmy Walker,9,"$155,850",
208,208,Danny Briggs,29,"$148,836",
209,209,Jeff Hart,23,"$135,165",
210,210,David Peoples,12,"$127,907",
211,211,Per-Ulrik Johansson,7,"$126,640",
212,212,Steve Jones,20,"$124,144",
213,213,David Frost,10,"$111,258",
214,214,Bill Glasson,21,"$108,426",
215,215,Andre Stolz,12,"$104,775",
216,216,Jim Carter,25,"$104,138",
217,217,Tom Kite,12,"$103,429",
218,218,Matt Davidson,20,"$98,906",
219,219,Rob Rashell,25,"$84,391",
220,220,Bradley Hughes,20,"$76,819",
221,221,John Elliott,25,"$67,819",
222,222,Blaine McCallister,9,"$64,253",
223,223,Ian Leggatt,12,"$63,283",
224,224,Hideto Tanihara,20,"$62,832",
225,225,David Edwards,9,"$62,459",
226,226,Mike Springer,5,"$59,269",
227,227,Tom Purtzer,1,"$58,240",
228,228,Garrett Willis,7,"$52,251",
229,229,Sandy Lyle,4,"$46,433",
230,230,Euan Walters,18,"$46,365",
231,231,Bob Burns,15,"$44,407",
232,232,Grant Waite,6,"$38,855",
233,233,Danny Ellis,7,"$36,956",
234,234,Dicky Pride,5,"$36,931",
235,235,Scott Simpson,9,"$35,556",
236,236,Notah Begay III,11,"$34,545",
237,237,Scott Hoch,2,"$31,130",
238,238,Gene Sauers,7,"$29,091",
239,239,Guy Boros,5,"$27,765",
240,240,Tom Scherrer,2,"$27,333",
241,241,Tom Watson,2,"$26,243",
242,242,Brad Lardon,4,"$25,332",
243,243,Michael Bradley,4,"$25,254",
244,244,John Riegger,4,"$23,328",
245,245,John Morgan,11,"$21,030",
246,246,Donnie Hammond,3,"$20,150",
247,247,Brian Watts,7,"$18,520",
248,248,Hal Sutton,10,"$18,320",
249,249,James McLean,5,"$18,000",
250,250,Greg Norman,2,"$17,522",
251,251,Robin Freeman,8,"$17,258",
252,252,Tripp Isenhour,7,"$14,448",
253,253,Steve Pate,9,"$12,402",
254,254,Dick Mast,3,"$12,053",
255,255,Ted Tryba,2,"$10,437",
256,256,Doug Tewell,1,"$10,088",
257,257,John Maginnes,17,"$10,080",
258,258,Mike Standly,2,"$8,904",
259,259,Jim McGovern,2,"$7,932",
260,260,David Duval,20,"$7,630",
261,261,Brian Henninger,2,"$7,236",
262,262,Gary Hallberg,1,"$7,160",
263,263,Brad Fabel,1,"$6,926",
263,263,Wayne Levi,1,"$6,926",
265,265,Mike Heinen,7,"$6,300",
266,266,Mike Hulbert,4,"$6,030",
267,267,Trevor Dodds,2,"$5,820",
268,268,Dave Rummells,2,"$5,640",
