RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,GIR RANK
1,1,Steve Stricker,73,32.166666666666664,"31,015.250",965,Under
2,2,Roland Thatcher,55,32.5,"25,454.500",783,Over
3,3,Jim Furyk,85,32.833333333333336,"38,354.250","1,167",Under
4,4,Jason Dufner,83,33.0,"37,629.917","1,141",1 Under
5,5,Graeme McDowell,55,33.083333333333336,"22,346.500",676,Under
5,7,Boo Weekley,74,33.083333333333336,"34,298.167","1,038",Over
5,5,Rory McIlroy,60,33.083333333333336,"23,694.667",717,Under
8,7,Heath Slocum,93,33.25,"44,679.250","1,344",Under
8,9,Tim Clark,60,33.25,"29,816.917",897,Under
10,10,Vaughn Taylor,81,33.333333333333336,"38,076.833","1,142",Under
11,11,Tiger Woods,69,33.583333333333336,"28,978.167",863,Under
11,13,Chez Reavie,83,33.583333333333336,"39,830.833","1,185",Under
13,12,Charl Schwartzel,56,33.666666666666664,"24,029.250",713,Under
13,15,Russell Knox,72,33.666666666666664,"33,784.167","1,004",Under
15,13,Kyle Thompson,51,33.75,"22,368.417",662,Over
16,15,Bo Van Pelt,84,33.833333333333336,"39,337.917","1,163",Under
17,17,Dustin Johnson,70,33.916666666666664,"32,163.333",949,Under
18,22,Charlie Beljan,61,34.0,"26,124.167",768,Under
18,20,Ben Curtis,62,34.0,"29,358.917",863,Under
20,17,John Mallinger,74,34.083333333333336,"38,521.583","1,130",Over
21,22,Robert Garrigus,89,34.166666666666664,"45,272.500","1,324",Under
21,21,Gavin Coles,72,34.166666666666664,"34,953.083","1,022",Under
23,24,Matt Kuchar,86,34.25,"40,581.833","1,185",Under
24,24,Cameron Beckman,81,34.333333333333336,"42,356.000","1,234",Over
24,17,Davis Love III,64,34.333333333333336,"32,031.500",933,Under
26,26,Kevin Stadler,85,34.416666666666664,"43,135.500","1,252",Under
27,26,Brian Harman,101,34.5,"54,174.833","1,572",Under
27,28,Brendon de Jonge,115,34.5,"62,965.833","1,827",1 Under
29,30,Justin Rose,69,34.583333333333336,"32,912.917",951,Under
29,30,Ryan Moore,89,34.583333333333336,"50,079.667","1,449",Under
29,30,David Toms,60,34.583333333333336,"27,236.833",788,Under
29,28,Jason Bohn,81,34.583333333333336,"40,870.083","1,181",Under
29,30,Matt Every,80,34.583333333333336,"39,652.250","1,147",Under
34,34,Kyle Stanley,86,34.666666666666664,"43,454.833","1,254",Under
34,34,Luke Donald,63,34.666666666666664,"29,866.833",862,Under
36,36,Scott Dunlap,57,34.75,"28,668.167",824,Over
36,36,Jeff Maggert,83,34.75,"48,526.333","1,398",Under
36,36,Nick Watney,97,34.75,"47,173.167","1,359",Under
36,36,Billy Horschel,63,34.75,"29,874.500",860,Under
36,36,Bud Cauley,99,34.75,"56,643.167","1,630",Under
41,46,Kyle Reifers,86,34.833333333333336,"45,997.667","1,321",Under
41,43,Louis Oosthuizen,65,34.833333333333336,"30,610.417",878,Under
41,36,Chad Campbell,84,34.833333333333336,"45,625.333","1,311",Under
44,36,Marco Dawson,60,34.916666666666664,"28,720.500",823,Over
44,46,Stephen Ames,54,34.916666666666664,"24,383.333",698,Over
44,46,Vijay Singh,99,34.916666666666664,"50,516.750","1,448",Under
47,43,Alexandre Rocha,62,35.0,"31,165.333",891,Over
47,43,Brian Gay,91,35.0,"48,727.667","1,392",Under
47,46,Bill Lunde,83,35.0,"41,992.917","1,201",Under
50,50,Padraig Harrington,67,35.083333333333336,"28,292.333",806,Under
50,50,Bryce Molder,83,35.083333333333336,"44,491.250","1,269",Under
50,50,Lee Westwood,60,35.083333333333336,"25,180.917",718,Under
50,50,Zach Johnson,95,35.083333333333336,"46,543.833","1,327",Under
50,50,Camilo Villegas,79,35.083333333333336,"45,935.917","1,310",Under
50,50,Graham DeLaet,79,35.083333333333336,"44,741.417","1,276",Under
50,50,Michael Thompson,80,35.083333333333336,"40,902.583","1,165",Over
57,60,Keegan Bradley,90,35.166666666666664,"44,697.917","1,271",Under
57,60,William McGirt,96,35.166666666666664,"49,670.083","1,414",Under
57,60,Bob Estes,78,35.166666666666664,"40,931.333","1,165",Under
57,60,Carl Pettersson,92,35.166666666666664,"50,358.083","1,433",Under
57,50,Robert Allenby,76,35.166666666666664,"41,622.917","1,184",Over
62,50,Dicky Pride,62,35.25,"30,977.000",878,Under
62,65,Ken Duke,104,35.25,"56,843.500","1,614",Under
62,65,Greg Owen,90,35.25,"48,630.083","1,380",Under
62,65,Brian Davis,91,35.25,"49,840.833","1,415",Under
62,50,Gary Christian,91,35.25,"47,528.417","1,348",Under
62,65,Geoff Ogilvy,73,35.25,"34,760.917",987,Under
62,65,John Merrick,83,35.25,"45,373.833","1,288",Under
