RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,GIR RANK
158,160,Sangmoon Bae,76,37.416666666666664,"43,428.083","1,161",Under
159,161,Jonas Blixt,64,37.583333333333336,"28,880.917",769,Over
160,162,J.B. Holmes,86,37.75,"52,065.750","1,380",Under
161,163,Kevin Tway,64,37.833333333333336,"31,790.083",841,Over
161,163,Mike Weir,69,37.833333333333336,"35,887.417",948,Over
163,165,Andrew Loupe,65,37.916666666666664,"33,952.833",895,Over
164,166,Jhonattan Vegas,77,38.0,"43,600.250","1,147",Under
164,166,Trevor Immelman,84,38.0,"45,632.250","1,202",Over
166,168,Ernie Els,85,38.083333333333336,"42,908.083","1,127",Under
166,168,D.H. Lee,54,38.083333333333336,"30,656.833",805,Over
168,171,Ben Curtis,77,38.166666666666664,"43,924.667","1,150",Over
169,172,Chad Collins,78,38.25,"41,753.750","1,091",Over
170,173,Andres Romero,81,38.333333333333336,"49,397.750","1,289",Under
170,173,Greg Chalmers,85,38.333333333333336,"50,123.917","1,308",Over
172,175,James Driscoll,71,38.5,"40,039.083","1,041",Over
173,176,Derek Ernst,80,38.583333333333336,"43,548.500","1,129",Over
173,176,Lee Westwood,57,38.583333333333336,"29,666.917",769,Under
173,176,Matt Jones,83,38.583333333333336,"41,505.250","1,075",Under
176,179,Richard Lee,80,38.666666666666664,"41,898.250","1,084",Over
177,180,Aaron Baddeley,74,39.083333333333336,"41,249.417","1,056",Over
