RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS
121,122,Chesson Hadley,103,60.07,832,"1,385"
122,123,Mackenzie Hughes,80,60.04,637,"1,061"
123,124,William McGirt,84,59.89,651,"1,087"
124,112,Xander Schauffele,96,59.77,783,"1,310"
125,125,Dustin Johnson,77,59.46,619,"1,041"
126,126,Matt Jones,70,59.38,516,869
127,132,Tiger Woods,68,59.35,565,952
128,129,Billy Hurley III,70,59.24,529,893
129,128,Jon Rahm,71,59.20,550,929
130,131,Ryan Palmer,69,59.11,519,878
131,133,Harold Varner III,91,59.02,733,"1,242"
132,134,Harris English,84,58.99,643,"1,090"
133,135,Greg Chalmers,56,58.90,427,725
134,136,Stephan Jaeger,81,58.76,614,"1,045"
135,137,Keith Mitchell,99,58.59,795,"1,357"
135,137,Jonathan Byrd,70,58.59,508,867
137,140,Martin Piller,79,58.51,629,"1,075"
138,139,Justin Thomas,91,58.41,674,"1,154"
139,141,Brett Stegmaier,67,58.38,498,853
140,142,Charley Hoffman,87,58.34,654,"1,121"
141,130,Jason Day,75,58.32,557,955
142,127,Bubba Watson,90,58.27,645,"1,107"
143,143,Jason Kokrak,99,58.06,803,"1,383"
144,145,Jhonattan Vegas,92,57.91,725,"1,252"
145,146,Adam Schenk,86,57.67,643,"1,115"
146,147,Stewart Cink,87,57.60,701,"1,217"
147,148,Matt Atkins,56,57.50,418,727
148,150,Talor Gooch,78,57.31,576,"1,005"
149,151,Bill Haas,76,57.27,591,"1,032"
150,152,J.B. Holmes,77,57.13,597,"1,045"
151,148,Cameron Smith,85,57.03,625,"1,096"
152,153,Tyrone Van Aswegen,101,56.98,739,"1,297"
153,155,Jamie Lovemark,92,56.92,699,"1,228"
154,156,Peter Malnati,87,56.86,659,"1,159"
155,144,Brooks Koepka,64,56.85,498,876
156,157,Sung Kang,89,56.72,675,"1,190"
157,158,Scott Stallings,96,56.57,710,"1,255"
158,159,Shawn Stefani,76,56.52,585,"1,035"
159,160,Robert Garrigus,80,56.37,597,"1,059"
160,161,Nick Watney,94,56.33,707,"1,255"
161,162,Rob Oppenheim,74,56.26,535,951
162,163,Grayson Murray,72,56.00,565,"1,009"
163,154,Rory McIlroy,64,55.79,477,855
164,165,Dominic Bozzelli,65,55.69,504,905
165,170,Patton Kizzire,92,55.59,696,"1,252"
166,166,Matt Every,79,55.50,580,"1,045"
167,167,Cody Gribble,71,55.45,504,909
168,168,Wesley Bryan,69,55.41,522,942
169,171,Lanto Griffin,80,55.27,572,"1,035"
170,172,Retief Goosen,60,55.22,402,728
171,173,Seamus Power,86,55.19,601,"1,089"
171,173,Charl Schwartzel,65,55.19,447,810
173,164,Patrick Reed,94,55.11,663,"1,203"
174,169,Tony Finau,105,55.09,757,"1,374"
175,175,Trey Mullinax,75,54.94,528,961
176,176,Martin Flores,92,54.92,659,"1,200"
177,177,Michael Kim,74,54.89,539,982
178,178,Brandon Harkins,101,54.79,727,"1,327"
179,179,Zecheng Dou,53,54.76,374,683
180,180,Tom Lovelady,87,54.73,619,"1,131"
181,181,Daniel Summerhays,51,54.69,344,629
182,182,Luke List,98,54.66,727,"1,330"
183,183,Robert Streb,78,54.11,559,"1,033"
184,184,Andrew Yun,51,53.58,337,629
185,185,Jimmy Walker,81,53.49,575,"1,075"
186,187,Aaron Baddeley,84,53.27,579,"1,087"
186,187,Derek Fathauer,84,53.27,595,"1,117"
188,189,Peter Uihlein,83,52.93,579,"1,094"
189,186,Phil Mickelson,90,52.91,646,"1,221"
190,190,Kevin Tway,110,52.61,765,"1,454"
191,191,Ollie Schniederjans,91,52.22,634,"1,214"
192,192,Cameron Tringale,67,51.99,458,881
193,193,Ricky Barnes,65,47.15,389,825
