RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,GIR RANK
143,143,Gene Sauers,83,36.916666666666664,"47,924.417","1,299",Over
143,143,Guy Boros,64,36.916666666666664,"37,908.833","1,026",Over
143,143,Ken Duke,89,36.916666666666664,"51,856.917","1,404",Over
143,143,Rich Beem,81,36.916666666666664,"40,399.667","1,095",Over
147,148,John Senden,99,37.0,"56,579.000","1,528",Under
147,148,J.J. Henry,103,37.0,"59,806.500","1,618",Under
147,148,Jonathan Kaye,79,37.0,"40,545.250","1,096",Under
147,148,Dicky Pride,66,37.0,"38,603.250","1,043",Over
151,152,Mike Heinen,53,37.083333333333336,"33,358.833",899,Over
151,152,Mark Brooks,72,37.083333333333336,"37,448.667","1,010",Over
151,152,Rocco Mediate,53,37.083333333333336,"23,370.750",630,Over
151,152,Brenden Pappas,111,37.083333333333336,"65,009.917","1,755",Under
155,156,Hunter Mahan,94,37.166666666666664,"54,535.500","1,467",Under
156,157,Tim Petrovic,111,37.25,"57,267.417","1,539",Under
156,157,Hirofumi Miyase,65,37.25,"37,325.167","1,001",Over
158,159,Jeff Brehaut,106,37.333333333333336,"61,604.750","1,650",Even
158,159,Tommy Tolles,67,37.333333333333336,"40,085.500","1,073",Over
158,159,Paul Azinger,75,37.333333333333336,"43,163.500","1,157",Under
158,159,Dennis Paulson,71,37.333333333333336,"43,663.167","1,170",Under
158,159,Davis Love III,85,37.333333333333336,"39,729.917","1,065",Under
158,159,Craig Parry,52,37.333333333333336,"24,201.583",648,Under
158,159,Ben Curtis,56,37.333333333333336,"26,505.500",710,Under
165,166,Charles Howell III,104,37.416666666666664,"50,462.083","1,350",Under
166,167,Scott McCarron,88,37.5,"50,188.250","1,338",Under
166,167,David Morland IV,73,37.5,"41,279.917","1,100",Over
166,167,Niclas Fasth,61,37.5,"34,063.667",909,Over
169,170,Kris Cox,73,37.583333333333336,"40,652.500","1,082",Over
169,170,Chris Smith,105,37.583333333333336,"61,580.833","1,637",Under
169,170,Tag Ridings,53,37.583333333333336,"29,703.167",790,Under
169,170,D.J. Brigman,79,37.583333333333336,"45,295.167","1,206",Under
173,174,Richard Johnson,102,37.666666666666664,"61,876.917","1,642",Under
174,175,Brian Kortan,65,37.75,"38,099.417","1,010",Over
174,175,Greg Chalmers,70,37.75,"43,641.250","1,155",Under
176,177,Matt Kuchar,83,37.833333333333336,"51,057.250","1,351",Under
176,177,Hank Kuehne,91,37.833333333333336,"56,043.833","1,481",Under
178,179,Brett Quigley,102,37.916666666666664,"59,162.583","1,559",Under
178,179,Jay Delsing,76,37.916666666666664,"42,752.333","1,127",Over
180,181,Dan Forsman,79,38.083333333333336,"44,385.083","1,165",Over
180,181,Jesper Parnevik,86,38.083333333333336,"50,010.667","1,313",Under
182,183,Grant Waite,79,38.166666666666664,"45,976.000","1,205",Over
183,184,Ben Crane,92,38.25,"54,251.750","1,418",Under
184,185,Tom Carter,113,38.333333333333336,"65,270.000","1,702",Over
185,190,Darren Clarke,54,38.416666666666664,"23,475.750",611,Under
185,186,Scott Hend,81,38.416666666666664,"47,289.250","1,232",Over
187,187,Mathias Grönberg,91,38.5,"50,236.583","1,304",Over
188,188,Esteban Toledo,92,38.666666666666664,"54,503.917","1,411",Over
189,189,Notah Begay III,71,38.833333333333336,"43,820.250","1,129",Under
190,191,Dan Olsen,75,39.0,"44,295.167","1,136",Over
191,192,Aaron Baddeley,87,39.333333333333336,"53,491.417","1,359",Over
192,193,Len Mattiace,75,39.5,"48,930.250","1,240",Over
193,194,Roger Tambellini,81,39.583333333333336,"49,162.417","1,241",Over
194,195,Steve Pate,71,39.666666666666664,"42,392.083","1,068",Over
195,196,Chris Couch,55,39.833333333333336,"32,263.750",810,Over
196,197,David Gossett,57,41.666666666666664,"37,279.167",895,1 Over
