RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,GIR RANK
1,1,Corey Conners,90,32.5,"40,129.750","1,234",1 Under
2,3,Chez Reavie,99,33.0,"41,287.750","1,252",1 Under
3,2,Jim Furyk,73,33.083333333333336,"33,628.417","1,017",1 Under
4,4,Ryan Armour,92,33.25,"44,606.500","1,340",1 Under
4,4,Vaughn Taylor,93,33.25,"48,500.083","1,459",1 Under
4,4,Jason Dufner,74,33.25,"33,799.917","1,017",Under
7,7,Russell Knox,79,33.416666666666664,"35,225.167","1,055",1 Under
8,8,Chesson Hadley,76,33.583333333333336,"35,827.833","1,068",Under
9,9,Adam Svensson,73,33.666666666666664,"33,080.083",983,1 Under
10,10,Joaquin Niemann,98,34.0,"48,576.917","1,429",1 Under
10,10,Keegan Bradley,89,34.0,"40,658.667","1,196",Under
10,13,Louis Oosthuizen,71,34.0,"29,090.250",855,Under
13,13,Nate Lashley,70,34.166666666666664,"33,602.917",984,1 Under
14,15,Brian Stuard,98,34.25,"47,183.000","1,379",1 Under
15,16,Charley Hoffman,74,34.333333333333336,"28,631.083",833,Under
15,16,Talor Gooch,54,34.333333333333336,"29,324.333",855,1 Under
17,18,Paul Casey,79,34.416666666666664,"33,851.917",984,1 Under
17,18,Josh Teater,73,34.416666666666664,"32,680.750",949,1 Under
17,18,Adam Hadwin,86,34.416666666666664,"37,812.167","1,098",1 Under
17,18,Hideki Matsuyama,91,34.416666666666664,"44,956.500","1,305",1 Under
21,22,Russell Henley,78,34.5,"37,678.333","1,092",1 Under
21,22,Brady Schnell,53,34.5,"24,070.750",697,Under
21,10,Lucas Glover,94,34.5,"49,959.417","1,448",1 Under
24,24,Kyle Stanley,81,34.583333333333336,"34,006.917",983,Under
24,24,Andrew Landry,80,34.583333333333336,"39,951.417","1,156",1 Under
24,24,Troy Merritt,69,34.583333333333336,"34,485.333",998,1 Under
24,27,Brooks Koepka,81,34.583333333333336,"35,579.250","1,029",1 Under
24,27,Abraham Ancer,93,34.583333333333336,"44,001.500","1,272",1 Under
29,27,Roberto Castro,76,34.666666666666664,"38,462.583","1,109",1 Under
29,27,Bronson Burgoon,59,34.666666666666664,"28,941.083",835,Under
29,31,Rory McIlroy,72,34.666666666666664,"35,297.917","1,018",2 Under
32,31,Emiliano Grillo,85,34.75,"34,187.750",984,Under
32,31,Alex Prugh,77,34.75,"35,363.250","1,017",Under
34,34,Alex Cejka,58,34.833333333333336,"24,855.667",714,Over
35,35,Kevin Streelman,83,34.916666666666664,"42,941.083","1,231",1 Under
35,35,Ryan Moore,74,34.916666666666664,"39,154.333","1,122",1 Under
35,35,Tom Hoge,98,34.916666666666664,"44,726.167","1,281",Under
35,35,Justin Thomas,75,34.916666666666664,"34,844.000",997,1 Under
39,39,Shawn Stefani,80,35.0,"38,687.833","1,105",1 Under
39,39,Nick Watney,87,35.0,"43,026.667","1,229",1 Under
39,39,Tyler Duncan,89,35.0,"40,553.917","1,159",Under
42,44,Zach Johnson,64,35.083333333333336,"33,179.250",946,Under
42,50,Gary Woodland,87,35.083333333333336,"40,548.167","1,155",1 Under
42,44,Adam Long,76,35.083333333333336,"42,370.000","1,209",Under
45,46,Joel Dahmen,100,35.166666666666664,"47,644.583","1,355",Under
45,46,Tyrrell Hatton,62,35.166666666666664,"26,313.583",748,Under
45,50,Justin Rose,66,35.166666666666664,"30,320.917",862,1 Under
45,46,Austin Cook,68,35.166666666666664,"33,190.000",943,Under
49,50,Roger Sloan,88,35.25,"44,045.667","1,249",1 Under
50,64,Jason Kokrak,94,35.416666666666664,"47,415.667","1,338",1 Under
50,74,Adam Scott,63,35.416666666666664,"27,896.000",788,1 Under
50,55,Whee Kim,73,35.416666666666664,"29,522.917",834,Over
50,55,Sepp Straka,78,35.416666666666664,"36,794.083","1,038",1 Under
54,57,Scott Piercy,90,35.5,"44,307.167","1,249",1 Under
54,39,Matt Kuchar,87,35.5,"41,881.667","1,180",1 Under
54,46,Marc Leishman,76,35.5,"36,056.583","1,016",1 Under
54,53,Kevin Kisner,97,35.5,"45,070.917","1,269",1 Under
54,53,Patrick Cantlay,77,35.5,"36,125.083","1,018",1 Under
59,60,Jim Herman,52,35.583333333333336,"24,187.833",679,Under
59,60,Brendan Steele,68,35.583333333333336,"32,413.583",911,Under
59,60,Ben Silverman,70,35.583333333333336,"35,354.500",994,Under
59,60,Matthew Fitzpatrick,54,35.583333333333336,"23,536.833",662,Under
63,64,Max Homa,82,35.666666666666664,"44,033.500","1,234",Under
63,64,Hank Lebioda,76,35.666666666666664,"37,022.000","1,038",1 Under
63,64,Harold Varner III,84,35.666666666666664,"47,170.083","1,324",1 Under
63,57,Webb Simpson,81,35.666666666666664,"43,850.917","1,230",1 Under
63,64,"Ted Potter, Jr.",73,35.666666666666664,"38,116.750","1,069",Under
63,64,Sergio Garcia,53,35.666666666666664,"24,093.583",676,Under
69,70,Ryan Palmer,74,35.75,"32,523.500",909,1 Under
69,70,David Hearn,55,35.75,"21,781.500",609,Under
69,57,Rickie Fowler,76,35.75,"39,977.000","1,117",1 Under
69,70,Chase Wright,75,35.75,"36,477.000","1,020",1 Under
