RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG,TOTAL DISTANCE,TOTAL DRIVES
76,73,Jeff Brehaut,59,291.2,"33,193",114
76,68,Bryce Molder,56,291.2,"31,446",108
78,68,Michael Sim,52,291.1,"30,279",104
79,77,Rich Beem,89,291.0,"51,790",178
80,84,Peter Lonard,85,290.9,"47,123",162
80,84,Stuart Appleby,74,290.9,"42,466",146
82,86,Brett Quigley,79,290.7,"45,356",156
82,78,Ryan Moore,92,290.7,"53,492",184
84,80,Jeff Gove,103,290.5,"59,834",206
85,88,John Rollins,102,290.4,"58,658",202
86,87,Mark Calcavecchia,93,290.2,"51,652",178
87,79,Chris Stroud,66,290.0,"37,118",128
88,92,Rory Sabbatini,81,289.9,"45,800",158
89,82,Marco Dawson,73,289.8,"41,151",142
90,90,Jason Dufner,100,289.7,"57,933",200
91,91,Joe Ogilvie,102,289.5,"56,744",196
92,95,Mike Weir,82,289.3,"46,872",162
93,88,David Branshaw,83,289.2,"48,012",166
94,101,Alex Cejka,80,288.9,"45,061",156
94,93,D.J. Brigman,67,288.9,"36,401",126
96,105,Justin Rose,63,288.7,"34,061",118
96,105,Todd Hamilton,76,288.7,"43,887",152
98,101,Daisuke Maruyama,86,288.6,"47,323",164
99,98,Jim Rutledge,59,288.5,"31,738",110
99,95,Jesper Parnevik,88,288.5,"48,466",168
99,98,Parker McLachlin,83,288.5,"45,587",158
99,101,Carl Pettersson,111,288.5,"63,471",220
103,104,Tom Johnson,74,288.4,"41,531",144
103,95,Ken Duke,112,288.4,"64,602",224
105,94,Lee Janzen,66,288.0,"36,858",128
106,107,Eric Axley,107,287.8,"61,588",214
107,100,Duffy Waldorf,69,287.5,"39,670",138
107,112,Steve Flesch,100,287.5,"57,503",200
109,110,Kevin Na,84,287.4,"48,276",168
110,114,Tim Herron,98,287.3,"54,014",188
111,108,Kent Jones,97,287.1,"55,703",194
111,109,Tripp Isenhour,86,287.1,"47,091",164
111,111,Joey Sindelar,75,287.1,"43,061",150
111,117,Jason Bohn,57,287.1,"32,734",114
115,119,Chad Campbell,96,287.0,"51,657",180
115,119,Mark Hensby,81,287.0,"46,488",162
117,114,Billy Mayfair,98,286.8,"56,204",196
118,122,Trevor Immelman,74,286.6,"38,974",136
119,125,Rod Pampling,92,286.4,"51,559",180
119,116,Tim Petrovic,106,286.4,"60,712",212
121,117,Billy Andrade,88,286.2,"50,372",176
122,123,Woody Austin,95,286.1,"54,361",190
122,112,Steve Wheatcroft,73,286.1,"39,476",138
124,121,Charlie Wi,90,286.0,"50,334",176
124,125,Rich Barcelo,80,286.0,"44,622",156
126,131,Tommy Armour III,81,285.7,"43,992",154
127,129,Cliff Kresge,107,285.6,"61,117",214
127,132,Brandt Snedeker,105,285.6,"57,683",202
129,127,Johnson Wagner,97,285.5,"55,396",194
129,133,Arron Oberholser,69,285.5,"38,824",136
131,135,Mark Wilson,87,285.3,"47,365",166
131,123,Jaco Van Zyl,51,285.3,"27,956",98
133,129,Bob Heintz,85,285.2,"46,198",162
134,135,Darron Stiles,65,284.8,"34,743",122
135,128,Freddie Jacobson,70,284.7,"39,863",140
135,135,Ryan Armour,107,284.7,"58,651",206
137,135,Tom Lehman,62,284.6,"35,296",124
138,143,Shaun Micheel,91,284.4,"50,052",176
139,140,Joe Durant,88,284.3,"49,466",174
139,134,Bob Tway,103,284.3,"56,286",198
139,145,Nathan Green,103,284.3,"56,292",198
142,135,Jeff Maggert,79,284.2,"44,905",158
142,140,Frank Lickliter II,95,284.2,"54,003",190
144,146,K.J. Choi,87,284.1,"48,297",170
145,143,Craig Lile,77,283.9,"42,579",150
146,147,Steve Stricker,81,283.7,"45,399",160
147,142,Vaughn Taylor,91,283.6,"49,351",174
148,148,Justin Leonard,95,282.7,"53,721",190
149,149,Bob Estes,88,282.6,"49,740",176
149,149,Ryuji Imada,104,282.6,"56,512",200
151,151,David Toms,80,282.5,"43,512",154
151,151,Ian Poulter,63,282.5,"33,896",120
153,154,Chris DiMarco,79,282.4,"43,490",154
154,151,Stephen Ames,81,282.2,"43,453",154
155,158,Jeff Quinney,95,281.5,"53,490",190
156,158,Tom Pernice Jr.,104,281.4,"58,528",208
156,163,Tom Byrum,50,281.4,"27,019",96
156,156,Dicky Pride,71,281.4,"37,710",134
159,154,Robert Gamez,88,281.2,"47,246",168
160,160,Bart Bryant,87,281.1,"48,342",172
160,161,Richard Johnson,93,281.1,"51,168",182
162,163,Jerry Kelly,101,281.0,"54,517",194
163,161,John Mallinger,96,280.9,"53,938",192
164,157,Glen Day,85,280.7,"45,468",162
164,165,Steve Elkington,87,280.7,"46,598",166
164,165,Anders Hansen,55,280.7,"28,636",102
167,167,Chris Riley,59,280.6,"30,866",110
168,169,Jeff Sluman,60,280.5,"31,412",112
169,172,Zach Johnson,76,280.4,"42,059",150
170,167,Paul Gow,70,280.1,"36,979",132
171,175,Jim Furyk,84,279.7,"45,864",164
172,169,Scott Verplank,82,279.6,"45,296",162
172,169,Brian Davis,101,279.6,"56,482",202
172,172,Heath Slocum,101,279.6,"56,488",202
175,176,Nick O'Hern,72,279.3,"37,985",136
176,172,Michael Boyd,61,278.7,"31,767",114
177,179,Luke Donald,69,278.4,"37,308",134
178,177,Tim Clark,66,278.1,"35,594",128
178,177,Rocco Mediate,72,278.1,"40,052",144
180,183,Shigeki Maruyama,84,277.7,"46,091",166
181,179,Kirk Triplett,77,277.5,"42,728",154
182,186,Stephen Leaney,82,277.4,"45,499",164
183,187,Dean Wilson,92,277.2,"51,010",184
183,181,Craig Kanada,109,277.2,"58,222",210
185,184,Ben Curtis,80,277.1,"44,334",160
185,182,Matt Kuchar,85,277.1,"44,888",162
187,185,Doug LaBelle II,104,276.6,"55,311",200
188,188,José María Olazábal,52,276.0,"27,600",100
189,189,Mark Brooks,53,275.2,"26,972",98
190,190,Craig Bowden,78,273.1,"41,518",152
191,191,José Coceres,50,273.0,"25,117",92
192,192,Paul Goydos,60,272.4,"32,147",118
193,193,Fred Funk,65,271.8,"33,165",122
194,194,Brian Gay,107,270.0,"55,610",206
195,195,Gavin Coles,87,268.3,"44,538",166
196,196,Corey Pavin,81,265.3,"42,971",162
