RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG,TOTAL DISTANCE,TOTAL DRIVES
1,1,Bubba Watson,80,315.2,"50,435",160
2,2,John Daly,59,312.9,"36,921",118
3,3,J.B. Holmes,71,312.6,"43,132",138
4,4,Robert Garrigus,95,310.5,"58,995",190
5,5,Scott Gutschewski,67,306.1,"38,569",126
6,6,Tag Ridings,52,303.9,"30,386",100
7,7,Brett Wetterich,88,303.3,"52,772",174
8,10,Jason Gore,86,303.0,"52,120",172
9,8,Charles Warren,101,302.8,"61,158",202
9,9,Harrison Frazar,88,302.8,"52,075",172
11,11,Bill Haas,93,302.7,"53,882",178
12,14,Anthony Kim,93,302.4,"56,242",186
12,14,Steve Allan,63,302.4,"35,679",118
12,14,Tiger Woods,63,302.4,"36,292",120
15,12,Matt Hendrix,63,301.7,"36,809",122
16,13,Mathias Grönberg,95,301.5,"57,285",190
17,17,Nick Watney,87,301.4,"52,438",174
18,18,Adam Scott,69,300.9,"40,924",136
19,22,Charley Hoffman,97,299.9,"58,172",194
20,23,Charles Howell III,89,299.8,"51,557",172
20,19,Chris Couch,76,299.8,"45,574",152
22,21,Robert Allenby,90,299.6,"53,337",178
22,25,Kenny Perry,83,299.6,"49,729",166
24,19,Jeff Overton,60,299.3,"34,719",116
25,23,Bubba Dickerson,51,298.9,"28,094",94
26,26,Mathew Goggin,97,298.7,"57,939",194
27,29,Camilo Villegas,82,298.3,"48,929",164
28,28,George McNeill,95,298.2,"54,268",182
29,27,Steve Marino,106,298.1,"60,805",204
29,30,Phil Mickelson,73,298.1,"42,337",142
31,32,Ernie Els,59,297.9,"34,556",116
32,31,Daniel Chopra,106,297.6,"63,084",212
33,34,John Merrick,92,297.1,"52,285",176
34,36,Sean O'Hair,98,296.8,"58,180",196
34,40,Davis Love III,66,296.8,"38,584",130
36,41,Hunter Mahan,91,296.7,"53,997",182
37,34,Boo Weekley,101,296.6,"57,543",194
37,42,Pat Perez,84,296.6,"47,454",160
37,42,Troy Matteson,87,296.6,"51,608",174
40,37,Greg Owen,81,296.5,"46,840",158
41,44,Henrik Stenson,52,296.3,"27,256",92
41,39,Kyle Reifers,71,296.3,"40,893",138
43,33,Jason Schultz,63,295.7,"34,889",118
43,46,Paul Stankowski,52,295.7,"28,386",96
45,38,Craig Barlow,52,295.5,"30,737",104
46,45,Lucas Glover,98,295.4,"57,305",194
47,48,Geoff Ogilvy,84,295.3,"46,067",156
48,51,D.J. Trahan,99,295.1,"58,428",198
49,47,Ryan Palmer,91,294.9,"53,669",182
50,48,Stewart Cink,91,294.7,"51,871",176
50,53,Bo Van Pelt,104,294.7,"61,300",208
50,53,Andrew Buckle,77,294.7,"44,205",150
53,52,Michael Putnam,96,294.5,"54,195",184
54,57,J.J. Henry,86,294.4,"50,050",170
55,58,Sergio Garcia,68,294.2,"38,840",132
55,58,John Senden,97,294.2,"57,084",194
57,55,Ted Purdy,102,294.1,"57,651",196
58,61,Vijay Singh,102,293.8,"58,768",200
58,56,Brendon de Jonge,76,293.8,"42,301",144
60,64,Padraig Harrington,64,293.2,"36,355",124
61,60,Michael Allen,74,293.0,"41,013",140
62,66,Retief Goosen,50,292.9,"28,119",96
62,48,Chris Tidland,59,292.9,"32,218",110
62,62,Kevin Stadler,95,292.9,"53,308",182
65,63,Jarrod Lyle,77,292.6,"42,723",146
66,65,Briny Baird,115,292.1,"64,853",222
67,66,Steve Lowery,74,292.0,"43,222",148
67,74,Jonathan Byrd,73,292.0,"42,636",146
69,72,J.P. Hayes,89,291.9,"51,962",178
69,71,Cameron Beckman,96,291.9,"53,714",184
69,76,Aaron Baddeley,83,291.9,"46,711",160
72,68,Jay Williamson,50,291.6,"29,155",100
72,74,Brian Bateman,55,291.6,"29,743",102
74,80,Will MacKenzie,100,291.4,"58,286",200
75,82,Kevin Sutherland,85,291.3,"49,521",170
