RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,GIR RANK
112,117,Scott Gutschewski,67,35.833333333333336,"35,335.667",985,Over
112,104,Hunter Haas,96,35.833333333333336,"54,590.833","1,522",Under
112,115,William McGirt,103,35.833333333333336,"58,898.083","1,644",Under
115,125,Trevor Immelman,84,35.916666666666664,"43,057.917","1,200",Under
116,117,Garrett Willis,71,36.0,"41,179.000","1,144",Over
116,117,Shaun Micheel,77,36.0,"41,734.667","1,160",Over
116,117,Bubba Watson,85,36.0,"37,973.000","1,055",Under
119,117,Paul Stankowski,78,36.083333333333336,"41,941.083","1,162",Under
119,122,Robert Karlsson,61,36.083333333333336,"29,136.000",807,Under
119,122,Kevin Na,84,36.083333333333336,"44,065.250","1,221",Under
122,125,Stuart Appleby,65,36.166666666666664,"38,857.250","1,074",Over
122,125,Roland Thatcher,67,36.166666666666664,"39,565.667","1,093",Over
122,125,Josh Teater,104,36.166666666666664,"59,615.583","1,647",Under
122,122,Richard Johnson,64,36.166666666666664,"35,007.583",967,Over
126,129,Johnson Wagner,81,36.25,"45,460.250","1,253",Under
126,115,Fabián Gómez,84,36.25,"44,648.167","1,233",Over
126,129,Billy Horschel,75,36.25,"40,212.917","1,110",Under
129,129,J.B. Holmes,57,36.333333333333336,"30,715.917",846,Under
129,129,Padraig Harrington,60,36.333333333333336,"29,322.083",807,Under
131,135,Nate Smith,66,36.416666666666664,"34,548.917",948,Over
132,135,Martin Laird,77,36.5,"40,297.333","1,105",Under
132,135,Arjun Atwal,91,36.5,"54,313.083","1,489",Over
132,135,Marc Leishman,87,36.5,"52,086.083","1,427",Under
135,133,Joe Ogilvie,75,36.583333333333336,"39,943.250","1,093",Under
135,139,Rocco Mediate,53,36.583333333333336,"31,350.833",857,Over
135,139,D.A. Points,89,36.583333333333336,"48,371.583","1,321",Under
135,139,Steve Marino,76,36.583333333333336,"40,673.417","1,113",Under
135,133,Blake Adams,116,36.583333333333336,"68,677.917","1,878",Under
135,151,Ben Martin,74,36.583333333333336,"42,435.417","1,161",Over
135,145,Bobby Gates,82,36.583333333333336,"43,952.333","1,201",Over
142,139,Tim Petrovic,88,36.666666666666664,"50,628.833","1,381",Under
142,139,Tim Herron,85,36.666666666666664,"50,514.583","1,379",Under
142,145,Ángel Cabrera,50,36.666666666666664,"22,761.083",621,Under
142,145,Rod Pampling,72,36.666666666666664,"39,458.083","1,075",Under
146,149,Jimmy Walker,79,36.75,"50,090.667","1,364",Under
147,151,Hunter Mahan,92,36.833333333333336,"50,236.167","1,363",1 Under
147,139,Joseph Bramlett,73,36.833333333333336,"40,302.083","1,094",Over
147,145,Colt Knost,80,36.833333333333336,"44,116.667","1,197",Over
147,149,Zack Miller,86,36.833333333333336,"49,375.167","1,340",Over
151,154,Charles Howell III,108,36.916666666666664,"60,188.417","1,630",1 Under
152,154,Greg Chalmers,88,37.0,"52,313.500","1,415",Under
152,157,Andres Romero,77,37.0,"45,123.167","1,219",Under
152,151,Troy Merritt,63,37.0,"37,673.667","1,019",Over
155,160,Bill Haas,93,37.083333333333336,"47,841.500","1,291",Under
155,154,Ryuji Imada,83,37.083333333333336,"50,511.833","1,363",Under
155,161,Matt Bettencourt,84,37.083333333333336,"50,890.750","1,373",Over
158,157,Daniel Summerhays,75,37.166666666666664,"43,887.000","1,181",Over
158,164,Alexandre Rocha,65,37.166666666666664,"32,609.583",878,Over
160,157,Rich Beem,53,37.25,"30,682.250",824,Over
160,161,Steve Flesch,88,37.25,"52,016.500","1,395",Over
160,171,Jeff Overton,92,37.25,"48,763.333","1,308",Under
163,167,Michael Putnam,67,37.416666666666664,"35,336.083",944,Over
163,170,Kevin Kisner,70,37.416666666666664,"38,182.000","1,021",Over
163,167,Aaron Baddeley,77,37.416666666666664,"41,516.167","1,110",Under
163,161,Steve Elkington,50,37.416666666666664,"28,146.333",753,Under
167,164,Tag Ridings,87,37.5,"49,627.500","1,322",Over
167,167,Ryan Palmer,82,37.5,"40,355.583","1,076",Under
167,166,Martin Piller,63,37.5,"34,885.583",930,Over
170,171,Charl Schwartzel,58,37.583333333333336,"26,915.583",716,Under
171,173,J.J. Henry,96,37.666666666666664,"53,437.750","1,418",Under
171,174,D.J. Brigman,67,37.666666666666664,"37,018.417",983,Over
171,174,Nathan Green,81,37.666666666666664,"47,154.667","1,253",Over
174,176,Jarrod Lyle,83,37.75,"48,606.917","1,287",Over
174,178,Charlie Wi,83,37.75,"51,993.500","1,376",Under
176,176,Jason Day,76,37.833333333333336,"40,009.083","1,058",Under
177,178,Derek Lamely,65,38.0,"39,342.667","1,035",Over
177,178,Matt Jones,71,38.0,"43,477.000","1,144",Over
179,182,Steven Bowditch,86,38.083333333333336,"53,020.417","1,392",Over
179,181,Anthony Kim,72,38.083333333333336,"39,716.833","1,042",Over
181,184,Cameron Tringale,110,38.166666666666664,"66,299.750","1,739",Under
182,183,Jhonattan Vegas,84,38.25,"47,916.583","1,253",Under
183,185,James Driscoll,71,38.5,"41,975.917","1,091",Even
184,,Will Strickler,51,38.916666666666664,"29,928.917",769,Over
185,186,Bio Kim,71,39.75,"41,438.667","1,042",Over
186,187,Scott McCarron,65,39.916666666666664,"38,420.833",962,Over
