RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,EVENTS,MONEY,YTD VICTORIES
1,1,Matt Kuchar,26,"$4,910,477",1
2,2,Jim Furyk,21,"$4,809,622",3
3,3,Ernie Els,20,"$4,558,861",2
4,4,Dustin Johnson,23,"$4,473,122",2
5,5,Steve Stricker,19,"$4,190,235",2
6,6,Phil Mickelson,20,"$3,821,733",1
7,7,Luke Donald,20,"$3,665,234",
8,8,Paul Casey,17,"$3,613,194",
9,9,Justin Rose,22,"$3,603,331",2
10,10,Hunter Mahan,25,"$3,574,550",2
11,11,Tim Clark,24,"$3,530,002",1
12,12,Jeff Overton,26,"$3,456,356",
13,13,Bo Van Pelt,28,"$3,336,258",
14,14,Retief Goosen,19,"$3,218,089",
15,15,Bubba Watson,22,"$3,198,998",1
16,16,Camilo Villegas,20,"$3,035,523",1
17,18,Ryan Palmer,27,"$2,985,296",1
18,17,Robert Allenby,22,"$2,974,997",
19,19,Zach Johnson,25,"$2,916,993",1
20,20,Bill Haas,25,"$2,905,136",2
21,21,Jason Day,24,"$2,904,327",1
22,23,Rickie Fowler,28,"$2,857,108",
23,22,Ben Crane,24,"$2,841,500",1
24,24,Anthony Kim,14,"$2,574,921",1
25,25,Charley Hoffman,24,"$2,559,646",1
26,26,Rory McIlroy,16,"$2,554,280",1
27,27,Nick Watney,24,"$2,536,714",
28,28,Adam Scott,20,"$2,489,402",1
29,29,Geoff Ogilvy,19,"$2,393,045",1
30,30,Heath Slocum,25,"$2,387,687",1
31,32,J.B. Holmes,26,"$2,386,248",
32,31,Ryan Moore,24,"$2,374,823",
33,33,K.J. Choi,22,"$2,199,962",
34,34,Brendon de Jonge,32,"$2,167,978",
35,35,Martin Laird,26,"$2,137,928",
36,36,Ian Poulter,15,"$2,079,664",1
37,37,Kevin Na,26,"$2,021,815",
38,38,Stuart Appleby,31,"$1,965,825",1
39,39,Carl Pettersson,29,"$1,934,465",1
40,40,Jason Bohn,25,"$1,904,763",1
41,43,Sean O'Hair,25,"$1,859,040",
42,41,Vaughn Taylor,26,"$1,838,861",
43,42,Ricky Barnes,28,"$1,835,195",
44,44,Freddie Jacobson,24,"$1,666,252",
45,45,Scott Verplank,22,"$1,653,190",
46,46,Brian Davis,32,"$1,640,516",
47,47,D.J. Trahan,27,"$1,619,693",
48,48,Brandt Snedeker,26,"$1,602,690",
49,49,David Toms,25,"$1,590,998",
50,50,Graeme McDowell,10,"$1,589,337",1
51,122,Robert Garrigus,22,"$1,583,275",1
52,53,Stewart Cink,23,"$1,573,636",
53,51,Charlie Wi,27,"$1,568,492",
54,58,Rory Sabbatini,26,"$1,546,808",
55,52,Jonathan Byrd,26,"$1,534,981",1
56,59,Brian Gay,30,"$1,521,663",
57,54,Lucas Glover,23,"$1,511,275",
58,55,Arjun Atwal,13,"$1,507,143",1
59,56,Marc Leishman,26,"$1,488,837",
60,62,Charles Howell III,28,"$1,482,211",
61,63,Steve Marino,24,"$1,479,239",
62,57,Kevin Streelman,28,"$1,472,349",
63,60,Bryce Molder,26,"$1,428,438",
64,61,Padraig Harrington,18,"$1,381,453",
65,64,Michael Sim,20,"$1,338,926",
66,69,Vijay Singh,24,"$1,334,262",
67,65,Y.E. Yang,21,"$1,301,726",
68,66,Tiger Woods,12,"$1,294,765",
69,72,John Senden,30,"$1,274,058",
70,67,Alex Prugh,28,"$1,272,606",
71,68,Ángel Cabrera,19,"$1,266,440",
72,70,Matt Jones,27,"$1,215,743",
73,74,Davis Love III,24,"$1,214,472",
74,95,Spencer Levin,31,"$1,199,672",
75,71,John Rollins,26,"$1,182,736",
76,75,Tom Gillis,27,"$1,166,146",
77,73,Cameron Beckman,25,"$1,158,485",1
78,76,Rocco Mediate,25,"$1,138,067",1
79,81,Jerry Kelly,29,"$1,136,898",
80,77,Jason Dufner,25,"$1,121,695",
81,78,Paul Goydos,25,"$1,121,250",
82,79,Kris Blanks,30,"$1,109,178",
83,80,Bill Lunde,28,"$1,075,874",1
84,82,J.J. Henry,27,"$1,035,688",
85,88,Tim Petrovic,32,"$1,028,960",
