RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,EVENTS,MONEY,YTD VICTORIES
86,83,Ryuji Imada,28,"$1,028,869",
87,84,Justin Leonard,27,"$1,026,445",
88,85,Shaun Micheel,21,"$1,025,500",
89,86,Josh Teater,31,"$1,005,323",
90,87,Chris Riley,24,"$1,001,582",
91,89,Greg Chalmers,27,"$989,415",
92,90,Andres Romero,21,"$979,170",
93,91,D.A. Points,29,"$975,433",
94,97,Webb Simpson,31,"$972,962",
95,94,Derek Lamely,28,"$972,961",1
96,92,Chad Campbell,28,"$971,154",
97,93,Kenny Perry,20,"$968,811",
98,99,Blake Adams,26,"$963,593",
99,96,Steve Elkington,22,"$955,084",
100,98,Graham DeLaet,28,"$954,011",
101,103,Pat Perez,27,"$947,588",
102,119,Chris Stroud,27,"$942,082",
103,100,Jimmy Walker,27,"$937,987",
104,101,Sergio Garcia,15,"$936,845",
105,102,Kevin Stadler,28,"$931,720",
106,104,David Duval,24,"$919,584",
107,105,Stephen Ames,23,"$916,527",
108,106,Alex Cejka,28,"$904,253",
109,107,Chris Couch,23,"$888,146",
110,110,Aaron Baddeley,26,"$879,317",
111,108,Boo Weekley,27,"$872,729",
112,109,Garrett Willis,24,"$871,763",
113,111,J.P. Hayes,25,"$862,523",
114,112,Matt Bettencourt,32,"$855,901",1
115,129,Michael Connell,25,"$846,459",
116,113,Corey Pavin,8,"$839,193",
117,114,Dean Wilson,18,"$832,640",
118,115,Kevin Sutherland,25,"$818,682",
119,116,Chad Collins,26,"$815,961",
120,117,Ben Curtis,24,"$812,136",
121,118,Jeff Maggert,28,"$801,579",
122,179,Roland Thatcher,26,"$796,157",
123,140,Mark Wilson,28,"$789,681",
124,120,Joe Durant,19,"$788,755",
125,121,Troy Merritt,29,"$786,977",
126,153,Johnson Wagner,28,"$753,802",
127,126,Briny Baird,28,"$753,577",
128,125,Troy Matteson,28,"$736,060",
129,123,Woody Austin,29,"$727,352",
130,124,Michael Allen,17,"$726,631",
131,127,Aron Price,22,"$713,737",
132,128,Bob Estes,26,"$701,158",
133,134,John Mallinger,29,"$684,687",
134,130,Henrik Stenson,15,"$683,070",
135,131,Richard Johnson,27,"$678,515",
136,132,Scott Piercy,28,"$676,432",
137,142,Paul Stankowski,18,"$666,591",
138,133,George McNeill,28,"$664,854",
139,137,Tom Pernice Jr.,22,"$662,730",
140,141,John Merrick,31,"$658,815",
141,135,Scott McCarron,29,"$642,543",
142,136,Billy Mayfair,26,"$642,231",
143,139,Joe Ogilvie,32,"$641,797",
144,138,Nathan Green,27,"$636,180",
145,144,Cameron Percy,25,"$620,262",
146,145,Jeff Quinney,29,"$605,866",
147,143,Lee Janzen,26,"$603,195",
148,146,Chris Tidland,24,"$588,291",
149,157,Charles Warren,21,"$574,616",
150,149,Michael Letzig,27,"$563,729",
151,147,Mike Weir,19,"$559,092",
152,148,Will MacKenzie,23,"$557,504",
153,150,Nicholas Thompson,29,"$546,476",
154,151,Brian Stuard,28,"$536,497",
155,152,James Nitties,30,"$525,034",
156,159,Brett Wetterich,16,"$510,672",
157,154,James Driscoll,26,"$500,625",
158,155,Brett Quigley,29,"$497,296",
159,156,Mathew Goggin,28,"$483,537",
160,158,Matt Every,18,"$456,847",
161,160,Steve Flesch,25,"$440,374",
162,161,Jarrod Lyle,18,"$422,760",
163,162,Trevor Immelman,19,"$422,171",
164,163,Jeev Milkha Singh,19,"$420,245",
165,165,Chris DiMarco,25,"$409,205",
166,164,Steve Wheatcroft,27,"$408,595",
167,168,Jay Williamson,24,"$404,498",
168,166,Nick O'Hern,11,"$398,633",
169,167,Fred Couples,7,"$397,406",
170,169,Tim Herron,24,"$391,502",
171,171,Roger Tambellini,26,"$370,736",
172,170,Michael Bradley,24,"$360,845",
173,178,Tom Lehman,9,"$356,785",
174,172,Mathias Grönberg,22,"$322,130",
175,174,Martin Flores,26,"$318,673",
176,173,Daniel Chopra,28,"$311,405",
177,182,Ted Purdy,30,"$307,677",
178,175,Skip Kendall,18,"$304,439",
179,176,Cameron Tringale,22,"$302,618",
180,177,Rod Pampling,26,"$299,264",
181,180,Garth Mulroy,19,"$287,118",
182,181,Omar Uresti,27,"$283,455",
183,184,Greg Owen,27,"$268,835",
184,183,Kirk Triplett,11,"$258,873",
185,185,Mark Hensby,12,"$228,384",
186,186,Henrik Bjornstad,26,"$215,913",
187,187,Harrison Frazar,17,"$201,280",
188,193,Cliff Kresge,17,"$199,584",
189,188,Rich Barcelo,25,"$188,892",
190,189,Kent Jones,9,"$188,746",
191,190,Craig Barlow,10,"$184,622",
192,191,Jeff Klauk,13,"$173,676",
193,192,John Daly,20,"$158,587",
194,194,Tom Watson,3,"$149,371",
195,195,Glen Day,13,"$147,777",
196,196,Craig Bowden,20,"$140,935",
197,206,Brenden Pappas,24,"$133,584",
198,197,Rich Beem,11,"$128,877",
199,198,Matt Weibring,10,"$128,328",
200,199,Carlos Franco,11,"$123,232",
201,204,David Lutterus,25,"$123,170",
202,200,Mark Calcavecchia,16,"$119,980",
203,201,Steve Lowery,25,"$118,602",
204,202,Chez Reavie,15,"$112,994",
205,203,Vance Veazey,23,"$111,370",
206,205,Marco Dawson,10,"$108,160",
207,207,Robert Gamez,8,"$101,700",
208,208,Jeff Gove,22,"$92,155",
209,209,Jerod Turner,21,"$91,343",
210,216,Fred Funk,6,"$77,803",
211,210,Todd Hamilton,20,"$77,608",
212,211,Jason Gore,10,"$77,213",
213,212,Chris Wilson,26,"$76,481",
214,213,Frank Lickliter II,6,"$74,721",
215,228,Justin Bolli,23,"$73,990",
216,214,Kevin Johnson,26,"$69,806",
217,215,Brent Delahoussaye,21,"$69,708",
218,223,John Huston,13,"$69,249",
219,217,Shane Bertsch,4,"$57,108",
220,218,Brad Faxon,23,"$55,482",
221,219,Guy Boros,6,"$54,833",
222,220,Parker McLachlin,20,"$53,291",
223,221,Andrew McLardy,21,"$53,106",
224,222,Greg Kraft,22,"$52,176",
225,224,Mark Brooks,14,"$46,360",
226,225,Fran Quinn,7,"$45,096",
227,226,Dicky Pride,5,"$40,120",
228,227,Jonathan Kaye,6,"$38,989",
229,229,Jim Carter,5,"$29,285",
230,230,John Morse,5,"$28,998",
231,231,Chris Baryla,7,"$24,254",
232,232,Eric Axley,6,"$24,124",
233,233,Chris Smith,10,"$23,400",
234,234,Shigeki Maruyama,4,"$22,440",
235,235,Len Mattiace,6,"$22,200",
236,236,Michael Clark II,6,"$21,045",
237,237,Phil Tataurangi,4,"$19,449",
238,238,Robert Damron,4,"$17,446",
239,239,Tom Byrum,3,"$13,420",
240,240,Robin Freeman,4,"$13,062",
241,241,J.L. Lewis,4,"$12,960",
242,242,Tommy Armour III,5,"$11,130",
243,243,Marc Turnesa,7,"$10,159",
244,244,Paul Azinger,1,"$9,486",
245,,Jesper Parnevik,5,"$9,165",
246,245,Spike McRoy,4,"$6,840",
247,246,"Jim Gallagher, Jr.",3,"$6,552",
248,247,Willie Wood,2,"$6,540",
