RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG,TOTAL DISTANCE,TOTAL DRIVES
56,56,Mark Calcavecchia,79,291.3,"45,441",156
56,56,Brent Geiberger,94,291.3,"53,021",182
56,56,Woody Austin,94,291.3,"54,755",188
59,59,Cameron Beckman,99,291.2,"55,914",192
60,60,Michael Allen,87,291.1,"49,484",170
61,61,Craig Barlow,80,291.0,"45,401",156
62,63,Jonathan Kaye,79,290.9,"44,212",152
62,63,Jeff Brehaut,106,290.9,"60,509",208
64,65,Carl Pettersson,100,290.8,"56,417",194
65,66,D.J. Brigman,79,290.7,"44,188",152
65,66,Kevin Muncrief,50,290.7,"29,065",100
65,66,Jason Dufner,79,290.7,"45,931",158
65,66,Justin Rose,77,290.7,"41,866",144
69,61,Carlos Franco,99,290.6,"57,539",198
70,66,Stewart Cink,103,290.5,"56,361",194
70,71,Tommy Armour III,87,290.5,"50,540",174
72,72,Patrick Sheehan,113,290.3,"64,444",222
73,73,Arjun Atwal,85,289.4,"48,033",166
73,73,Briny Baird,100,289.4,"56,153",194
73,73,Craig Perks,75,289.4,"41,677",144
76,76,Ted Purdy,114,289.2,"64,778",224
77,77,Niclas Fasth,61,289.1,"34,694",120
78,78,Darren Clarke,54,289.0,"27,740",96
79,79,Jay Delsing,76,288.8,"42,170",146
79,79,Steve Lowery,91,288.8,"51,411",178
79,79,Joe Ogilvie,104,288.8,"58,908",204
82,82,Charles Howell III,104,288.5,"58,273",202
83,84,J.L. Lewis,106,288.3,"61,122",212
83,84,Grant Waite,79,288.3,"44,394",154
85,86,Robert Gamez,103,288.1,"59,348",206
85,86,Jay Williamson,100,288.1,"56,176",195
87,82,Chad Campbell,100,288.0,"53,573",186
87,88,Aaron Baddeley,87,288.0,"48,967",170
89,90,Freddie Jacobson,83,287.9,"46,060",160
89,90,Jesper Parnevik,86,287.9,"49,520",172
89,88,Stephen Ames,97,287.9,"54,694",190
92,92,Tommy Tolles,67,287.8,"38,563",134
93,93,Shaun Micheel,93,287.5,"52,323",182
94,94,Frank Lickliter II,89,287.3,"49,423",172
94,94,Greg Chalmers,70,287.3,"40,227",140
94,94,Matt Kuchar,83,287.3,"47,699",166
97,97,Joe Durant,85,287.2,"48,829",170
97,97,Tim Petrovic,111,287.2,"61,455",214
97,97,Tom Lehman,70,287.2,"37,906",132
100,100,Steve Elkington,64,287.1,"35,025",122
101,102,Danny Ellis,81,286.7,"44,158",154
101,102,John Rollins,90,286.7,"48,740",170
103,104,Kent Jones,99,286.4,"55,560",194
103,104,John Huston,62,286.4,"32,081",112
105,106,Kevin Sutherland,86,286.3,"46,383",162
106,107,Tripp Isenhour,55,286.2,"30,332",106
107,108,Glen Day,101,286.1,"56,654",198
107,108,Lee Janzen,84,286.1,"46,627",163
109,110,Tom Pernice Jr.,103,286.0,"56,626",198
110,111,Notah Begay III,71,285.8,"38,293",134
110,111,Alex Cejka,76,285.8,"40,009",140
110,111,David Branshaw,84,285.8,"46,878",164
113,111,Zach Johnson,109,285.6,"61,115",214
113,115,Matt Gogel,86,285.6,"47,977",168
113,115,Dudley Hart,60,285.6,"33,135",116
116,118,Duffy Waldorf,79,285.4,"41,668",146
117,117,David Toms,80,285.3,"42,218",148
118,119,Billy Mayfair,109,285.2,"59,887",210
119,120,Paul Azinger,75,285.1,"42,764",150
120,121,John Riegger,53,285.0,"30,211",106
120,121,K.J. Choi,83,285.0,"46,738",164
122,123,Mark Hensby,97,284.6,"52,929",186
122,123,Arron Oberholser,77,284.6,"41,549",146
124,125,Ken Duke,89,284.3,"49,466",174
125,127,Danny Briggs,85,283.8,"45,980",162
125,127,David Gossett,57,283.8,"32,350",114
125,127,Ben Crane,92,283.8,"52,224",184
128,126,Todd Hamilton,92,283.5,"49,897",176
128,130,Steve Pate,71,283.5,"39,124",138
128,130,Billy Andrade,104,283.5,"58,678",207
131,132,Rocco Mediate,53,283.4,"27,202",96
131,132,Cliff Kresge,89,283.4,"49,312",174
131,132,Richard Johnson,102,283.4,"57,809",204
134,135,Justin Leonard,90,282.9,"48,098",170
135,137,Stephen Leaney,84,282.3,"42,338",150
136,138,Dean Wilson,99,282.2,"55,870",198
136,138,Bernhard Langer,59,282.2,"31,041",110
138,140,Bart Bryant,73,282.1,"38,935",138
138,136,Mike Weir,75,282.1,"41,186",146
138,140,Ben Curtis,56,282.1,"29,338",104
138,140,Mark Wilson,62,282.1,"34,983",124
142,143,Olin Browne,92,281.9,"49,614",176
142,143,Dan Forsman,79,281.9,"43,417",154
144,145,Steve Stricker,81,281.8,"43,957",156
145,146,Spike McRoy,93,281.5,"51,227",182
146,147,David Peoples,82,281.3,"45,001",160
146,147,Skip Kendall,99,281.3,"55,692",198
148,149,Jeff Maggert,60,281.2,"33,738",120
149,150,Guy Boros,64,281.1,"35,977",128
150,151,Hidemichi Tanaka,89,281.0,"50,014",178
151,152,Blaine McCallister,68,280.9,"38,202",136
152,153,J.P. Hayes,79,280.7,"42,107",150
153,155,Dicky Pride,66,280.5,"35,338",126
154,156,Scott Hoch,52,280.4,"28,601",102
155,157,Russ Cochran,61,280.3,"34,193",122
156,159,Gene Sauers,83,280.2,"45,385",162
157,160,Todd Fischer,104,280.1,"57,134",204
157,154,Shigeki Maruyama,93,280.1,"51,534",184
157,160,Heath Slocum,92,280.1,"50,420",180
157,160,Kevin Na,100,280.1,"53,784",192
161,157,Steve Flesch,109,279.9,"58,507",209
162,163,Luke Donald,72,279.8,"40,297",144
163,164,Hirofumi Miyase,65,279.7,"34,962",125
163,164,Brian Gay,96,279.7,"52,589",188
165,166,Jeff Sluman,98,279.6,"54,236",194
166,167,José Coceres,68,279.4,"35,479",127
167,168,Kirk Triplett,88,279.1,"46,884",168
168,169,Tim Clark,84,278.8,"46,839",168
169,170,Scott Simpson,55,278.7,"30,653",110
170,173,Bob Tway,90,278.2,"47,291",170
170,173,Bob Estes,73,278.2,"39,230",141
172,172,Jerry Kelly,113,278.1,"60,618",218
173,175,Len Mattiace,75,278.0,"41,694",150
173,171,Scott Verplank,92,278.0,"50,314",181
175,176,José María Olazábal,56,277.7,"28,877",104
176,177,Chris DiMarco,105,277.3,"54,076",195
176,178,Chris Riley,78,277.3,"41,042",148
178,179,Robert Damron,92,277.2,"51,012",184
179,180,Craig Parry,52,276.9,"27,689",100
180,181,Bob Burns,88,276.1,"47,212",171
181,182,Pat Bates,99,275.5,"53,446",194
182,183,Esteban Toledo,92,275.2,"49,265",179
183,184,Jay Haas,84,274.5,"43,376",158
184,185,Mark Brooks,72,273.8,"38,057",139
185,186,Brad Faxon,94,273.7,"48,717",178
186,187,David Frost,78,273.6,"42,414",155
187,188,Mark O'Meara,58,272.9,"31,652",116
188,189,Nick Price,51,272.8,"27,280",100
188,189,David Morland IV,73,272.8,"39,831",146
190,191,Tom Byrum,83,272.6,"45,246",166
191,193,Omar Uresti,85,272.2,"46,280",170
192,192,Fred Funk,97,271.9,"52,198",192
193,194,Craig Bowden,83,270.8,"44,959",166
194,195,John Cook,57,270.2,"28,645",106
195,196,Loren Roberts,81,269.1,"42,515",158
196,197,Corey Pavin,83,268.2,"42,381",158
