RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,EVENTS,MONEY,YTD VICTORIES
80,80,Chesson Hadley,26,"$1,405,632",
81,81,Henrik Stenson,15,"$1,397,370",
82,82,Luke List,22,"$1,391,408",
83,83,Matthew Wolff,8,"$1,390,433",1
84,84,Branden Grace,22,"$1,373,185",
85,85,Brian Harman,29,"$1,342,778",
86,86,Brian Stuard,29,"$1,320,637",
87,87,Michael Thompson,22,"$1,307,816",
88,88,Danny Willett,19,"$1,286,737",
89,89,Wyndham Clark,27,"$1,278,721",
90,90,Adam Schenk,31,"$1,257,158",
91,91,J.J. Spaun,26,"$1,205,977",
92,92,Russell Henley,25,"$1,133,773",
93,93,Russell Knox,22,"$1,132,825",
94,94,Kyle Stanley,25,"$1,117,604",
95,95,Sam Burns,26,"$1,117,312",
96,96,Pat Perez,21,"$1,103,241",
97,97,Bud Cauley,25,"$1,090,018",
98,98,Scott Stallings,26,"$1,080,451",
99,99,Chris Stroud,26,"$1,075,552",
100,100,Carlos Ortiz,28,"$1,073,962",
101,101,Talor Gooch,17,"$1,067,089",
102,102,Kyoung-Hoon Lee,30,"$1,061,457",
103,103,Sam Ryder,23,"$1,060,735",
104,104,Aaron Wise,21,"$1,052,507",
105,105,Cameron Tringale,21,"$1,049,106",
106,106,Patrick Rodgers,18,"$1,046,838",
107,107,Brian Gay,28,"$1,029,440",
108,108,Matt Jones,27,"$1,024,852",
109,109,Mackenzie Hughes,25,"$1,022,081",
110,110,Brice Garnett,28,"$1,019,594",
111,111,Roger Sloan,27,"$1,015,661",
112,112,Nick Watney,26,"$1,008,964",
113,113,Scott Brown,27,"$999,457",
114,114,Patton Kizzire,25,"$995,341",
115,115,Ryan Armour,28,"$955,468",
116,116,Sebastián Muñoz,26,"$946,666",
117,117,Sepp Straka,25,"$934,894",
118,118,Jason Dufner,25,"$926,365",
119,119,Denny McCarthy,28,"$925,156",
120,120,Alex Noren,18,"$913,446",
121,121,Kelly Kraft,31,"$905,681",
122,122,Aaron Baddeley,18,"$904,982",
123,123,Nick Taylor,28,"$892,663",
124,124,Andrew Landry,25,"$887,405",
125,125,Martin Kaymer,14,"$877,761",
126,126,Peter Malnati,26,"$864,496",
127,127,Martin Laird,26,"$863,054",
128,128,Wes Roach,21,"$860,264",
129,129,Richy Werenski,27,"$851,329",
130,130,Peter Uihlein,29,"$842,991",
131,131,Jonas Blixt,26,"$838,271",
132,132,Austin Cook,23,"$837,788",
133,133,Bronson Burgoon,20,"$814,673",
134,134,Shawn Stefani,25,"$798,831",
135,135,Robert Streb,28,"$796,525",
136,136,Seamus Power,27,"$773,976",
137,137,"Ted Potter, Jr.",23,"$757,721",
138,138,Ryan Blaum,28,"$755,802",
139,139,Zack Sucher,10,"$753,782",
140,140,Daniel Berger,20,"$742,340",
141,141,Bill Haas,23,"$730,806",
142,142,Martin Trainer,25,"$692,155",1
143,143,Jim Herman,21,"$678,185",1
144,144,Roberto Castro,22,"$674,250",
145,145,Dominic Bozzelli,24,"$668,449",
146,146,Josh Teater,24,"$663,570",
147,147,Hank Lebioda,23,"$656,802",
148,148,Beau Hossler,27,"$645,795",
149,149,Scott Langley,27,"$635,883",
150,150,Harris English,28,"$628,922",
151,151,Stephan Jaeger,26,"$623,145",
152,152,Roberto Díaz,23,"$620,178",
153,153,Zach Johnson,19,"$603,160",
154,154,Johnson Wagner,19,"$597,792",
155,155,Tyler Duncan,29,"$596,502",
156,156,Jimmy Walker,22,"$590,437",
157,157,Tom Hoge,32,"$573,464",
158,158,Chase Wright,26,"$571,575",
159,159,Jonathan Byrd,17,"$550,547",
160,160,Hudson Swafford,20,"$545,191",
161,161,Trey Mullinax,25,"$536,694",
162,162,Brendan Steele,22,"$515,139",
163,163,D.J. Trahan,14,"$507,919",
164,164,Brandon Harkins,28,"$494,795",
165,165,Kramer Hickok,26,"$494,424",
166,166,Jim Knous,18,"$490,976",
167,167,Cameron Davis,25,"$477,467",
168,168,Alex Prugh,26,"$467,732",
169,169,Joey Garber,22,"$454,296",
170,170,Anders Albertson,25,"$449,226",
171,171,Fabián Gómez,20,"$433,027",
172,172,Curtis Luck,23,"$432,569",
173,173,Satoshi Kodaira,22,"$421,457",
174,174,Anirban Lahiri,23,"$419,620",
175,175,Sam Saunders,26,"$413,887",
176,176,Ollie Schniederjans,28,"$411,682",
177,177,Adam Svensson,25,"$405,730",
178,178,David Hearn,18,"$397,677",
179,179,José de Jesús Rodríguez,23,"$394,402",
180,180,Stewart Cink,16,"$368,008",
181,181,Julián Etulain,24,"$360,653",
182,182,Seth Reeves,25,"$309,588",
183,183,Ernie Els,18,"$304,590",
184,184,Ben Silverman,24,"$298,497",
185,185,John Chin,21,"$294,536",
186,186,Whee Kim,27,"$292,773",
187,187,Hunter Mahan,21,"$287,579",
188,188,Luke Donald,12,"$285,630",
189,189,Kyle Jones,26,"$277,762",
190,190,Davis Love III,9,"$271,216",
191,191,Chris Kirk,17,"$261,401",
192,192,Kevin Chappell,3,"$257,024",
193,193,Brendon Todd,11,"$252,546",
194,194,Cody Gribble,26,"$248,317",
195,195,Vijay Singh,6,"$244,800",
196,196,Billy Hurley III,13,"$239,396",
197,197,Charl Schwartzel,13,"$232,725",
198,198,Nicholas Lindheim,17,"$227,124",
199,199,Brady Schnell,21,"$210,914",
200,200,Sean O'Hair,9,"$201,352",
201,201,Ben Crane,14,"$193,074",
202,202,George McNeill,9,"$187,950",
203,203,K.J. Choi,7,"$185,952",
204,204,Alex Cejka,22,"$181,155",
205,205,J.J. Henry,22,"$177,232",
206,206,Sangmoon Bae,22,"$172,472",
207,207,Padraig Harrington,11,"$169,390",
208,208,James Hahn,10,"$159,343",
209,209,Jamie Lovemark,7,"$145,999",
210,210,Tom Lovelady,14,"$145,647",
211,211,Freddie Jacobson,19,"$144,500",
212,212,Steve Stricker,7,"$135,670",
213,213,Martin Piller,15,"$134,029",
214,214,Grayson Murray,14,"$125,511",
215,215,Tyrone Van Aswegen,15,"$114,780",
216,216,Boo Weekley,9,"$107,981",
217,217,Michael Kim,26,"$104,936",
218,218,Rod Pampling,22,"$102,127",
219,219,John Senden,16,"$99,419",
220,220,John Huh,13,"$97,255",
221,221,Jason Gore,4,"$92,960",
222,222,Morgan Hoffmann,11,"$92,212",
223,223,Robert Garrigus,11,"$84,191",
224,224,Chris Thompson,19,"$81,635",
225,225,Derek Fathauer,14,"$76,850",
226,226,Andres Romero,9,"$74,786",
227,227,David Lingmerth,13,"$71,644",
228,228,Colt Knost,10,"$66,493",
229,229,Arjun Atwal,6,"$62,095",
230,230,David Toms,3,"$61,438",
231,231,Chad Collins,15,"$59,164",
232,232,Tim Herron,10,"$43,281",
233,233,D.A. Points,13,"$43,246",
234,234,Chad Campbell,13,"$42,130",
235,235,Daniel Chopra,6,"$40,401",
236,236,Y.E. Yang,4,"$39,055",
237,237,Trevor Immelman,4,"$35,353",
238,238,Stuart Appleby,3,"$33,336",
239,239,John Rollins,5,"$32,424",
240,240,Parker McLachlin,8,"$29,674",
241,241,Mike Weir,9,"$27,643",
242,242,Chris Couch,4,"$27,166",
243,243,Bernhard Langer,1,"$25,415",
244,244,Fred Couples,3,"$23,680",
245,245,Ricky Barnes,11,"$22,370",
246,246,Tommy Gainey,5,"$21,560",
247,247,Rich Beem,1,"$18,550",
248,248,Charlie Beljan,5,"$18,304",
249,249,Derek Ernst,3,"$15,172",
250,250,Robert Allenby,5,"$14,715",
251,251,Brandon Hagy,13,"$14,555",
252,252,Smylie Kaufman,5,"$14,454",
253,253,Tom Lehman,2,"$13,952",
254,254,John Merrick,5,"$13,611",
255,255,Charlie Wi,3,"$12,735",
256,256,Omar Uresti,4,"$12,690",
257,257,Brendon de Jonge,6,"$11,904",
258,258,Dicky Pride,3,"$11,280",
259,259,Brian Davis,9,"$10,500",
260,260,John Daly,3,"$7,070",
261,261,Heath Slocum,4,"$6,685",
262,262,Will MacKenzie,8,"$6,510",
263,263,Ken Duke,1,"$6,450",
264,264,Jason Bohn,5,"$5,970",
265,265,Jonathan Kaye,4,"$5,910",
