RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,EVENTS,MONEY,YTD VICTORIES
1,1,Brooks Koepka,21,"$9,684,006",3
2,2,Rory McIlroy,19,"$7,785,286",3
3,3,Matt Kuchar,22,"$6,294,690",2
4,4,Patrick Cantlay,21,"$6,121,488",1
5,5,Gary Woodland,24,"$5,690,965",1
6,6,Xander Schauffele,21,"$5,609,456",2
7,7,Dustin Johnson,19,"$5,534,619",1
8,8,Justin Thomas,20,"$5,013,084",1
9,9,Jon Rahm,20,"$4,990,110",1
10,10,Webb Simpson,21,"$4,690,572",
11,11,Justin Rose,17,"$4,358,849",1
12,12,Tony Finau,25,"$4,344,380",
13,13,Paul Casey,22,"$4,257,040",1
14,14,Adam Scott,18,"$4,084,541",
15,15,Rickie Fowler,20,"$3,945,810",1
16,16,Marc Leishman,21,"$3,886,577",1
17,17,Tommy Fleetwood,18,"$3,853,651",
18,18,Chez Reavie,28,"$3,660,909",1
19,19,Patrick Reed,25,"$3,593,844",1
20,20,Shane Lowry,14,"$3,490,098",1
21,21,Kevin Kisner,25,"$3,489,144",1
22,22,Francesco Molinari,15,"$3,467,143",1
23,23,Hideki Matsuyama,24,"$3,335,137",
24,24,Tiger Woods,12,"$3,199,615",1
25,25,Bryson DeChambeau,21,"$3,186,232",1
26,26,Brandt Snedeker,27,"$3,122,936",
27,27,Charles Howell III,27,"$3,039,049",1
28,28,Corey Conners,28,"$2,919,864",1
29,29,Ryan Palmer,21,"$2,873,316",1
30,30,Sungjae Im,35,"$2,851,134",
31,31,Sung Kang,27,"$2,801,650",1
32,32,Abraham Ancer,27,"$2,688,625",
33,33,Scott Piercy,24,"$2,679,915",
34,34,Jim Furyk,21,"$2,669,938",
35,35,Jason Day,21,"$2,637,480",
36,36,Lucas Glover,26,"$2,613,965",
37,37,Louis Oosthuizen,19,"$2,539,183",
38,38,J.T. Poston,29,"$2,461,215",1
39,39,Phil Mickelson,20,"$2,440,221",1
40,40,Andrew Putnam,23,"$2,439,137",
41,41,Keith Mitchell,26,"$2,405,360",1
42,42,Rory Sabbatini,26,"$2,382,298",
43,43,C.T. Pan,25,"$2,362,399",1
44,44,Jason Kokrak,24,"$2,330,212",
45,45,Kevin Tway,26,"$2,300,050",1
46,46,Kevin Na,19,"$2,257,309",1
47,47,Si Woo Kim,28,"$2,191,808",
48,48,Billy Horschel,26,"$2,187,249",
49,49,Ian Poulter,18,"$2,162,306",
50,50,J.B. Holmes,25,"$2,147,065",1
51,51,Jordan Spieth,23,"$2,124,192",
52,52,Max Homa,25,"$2,063,606",1
53,53,Adam Hadwin,24,"$2,039,012",
54,54,Nate Lashley,21,"$2,030,287",1
55,55,Byeong Hun An,22,"$1,990,033",
56,56,Joel Dahmen,29,"$1,949,958",
57,57,Rafa Cabrera Bello,19,"$1,926,935",
58,58,Keegan Bradley,25,"$1,902,797",
59,59,Ryan Moore,22,"$1,838,788",
60,60,Sergio Garcia,15,"$1,793,027",
61,61,Collin Morikawa,9,"$1,754,890",1
62,62,Emiliano Grillo,23,"$1,752,114",
63,63,Vaughn Taylor,27,"$1,723,910",
64,64,Cameron Champ,26,"$1,695,748",1
65,65,Graeme McDowell,20,"$1,671,523",1
66,66,Adam Long,27,"$1,648,007",1
67,67,Kiradech Aphibarnrat,20,"$1,630,073",
68,68,Kevin Streelman,26,"$1,588,881",
69,69,Dylan Frittelli,24,"$1,576,974",1
70,70,Jhonattan Vegas,23,"$1,566,910",
71,71,Bubba Watson,19,"$1,558,014",
72,72,Harold Varner III,26,"$1,553,149",
73,73,Troy Merritt,21,"$1,531,143",
74,74,Danny Lee,27,"$1,524,126",
75,75,Tyrrell Hatton,17,"$1,517,396",
76,76,Cameron Smith,23,"$1,504,820",
77,77,Charley Hoffman,24,"$1,468,855",
78,78,Joaquin Niemann,28,"$1,434,519",
79,79,Matt Every,16,"$1,413,149",
