RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:PUTTING,MEASURED ROUNDS
1,1,Brandt Snedeker,81,.860,55.901,65
2,2,Luke Donald,63,.818,39.258,48
3,3,Jonas Blixt,72,.804,51.477,64
4,6,Brian Gay,91,.704,54.888,78
5,5,Bryce Molder,83,.666,47.290,71
6,7,Martin Flores,95,.656,53.826,82
7,4,Derek Lamely,64,.636,35.620,56
8,8,Aaron Baddeley,73,.604,33.197,55
9,11,Gavin Coles,72,.591,33.670,57
10,9,Zach Johnson,95,.568,42.000,74
11,10,Phil Mickelson,79,.562,33.707,60
12,12,Bo Van Pelt,84,.542,35.208,65
13,14,Jason Day,57,.526,24.741,47
14,15,Y.E. Yang,64,.516,24.781,48
15,16,Greg Chalmers,88,.506,37.934,75
16,13,Ben Curtis,62,.505,24.238,48
17,17,Matt Kuchar,86,.472,31.151,66
18,19,Ryan Palmer,81,.453,32.168,71
19,18,Carl Pettersson,92,.444,35.496,80
20,20,James Driscoll,83,.434,30.362,70
21,21,Ben Crane,73,.432,26.762,62
22,22,Jimmy Walker,101,.427,38.829,91
22,25,Brendon Todd,78,.427,26.891,63
24,23,Ryan Moore,89,.424,34.312,81
25,24,Jim Furyk,85,.423,27.493,65
26,26,Sergio Garcia,57,.400,17.601,44
27,32,Brian Davis,91,.370,29.211,79
28,28,Michael Thompson,80,.355,23.097,65
29,37,Ryuji Imada,78,.351,24.242,69
30,29,Ken Duke,104,.349,31.447,90
31,31,Johnson Wagner,88,.346,26.284,76
32,33,Tiger Woods,69,.339,16.282,48
33,30,David Mathis,83,.338,23.324,69
34,27,Daniel Chopra,55,.331,14.231,43
35,35,Spencer Levin,81,.330,21.790,66
35,35,Keegan Bradley,90,.330,23.445,71
37,38,Kevin Kisner,69,.303,16.053,53
38,42,Stewart Cink,71,.301,16.239,54
39,39,Jeff Overton,101,.293,26.961,92
40,47,William McGirt,96,.282,22.289,79
41,34,Charlie Wi,86,.279,20.398,73
42,41,Billy Hurley III,70,.276,15.721,57
43,43,Jonathan Byrd,69,.262,14.686,56
44,44,David Hearn,95,.261,23.003,88
45,46,Brandt Jobe,57,.257,11.553,45
46,40,Nathan Green,73,.248,14.162,57
47,48,Geoff Ogilvy,73,.238,13.063,55
47,45,George McNeill,85,.238,16.899,71
49,50,Blake Adams,107,.232,20.406,88
50,55,Tommy Biershenk,74,.224,12.972,58
51,51,Scott Piercy,95,.221,19.034,86
52,49,Tom Gillis,75,.217,14.940,69
53,52,Webb Simpson,77,.211,13.911,66
54,54,Ryo Ishikawa,54,.196,7.249,37
55,56,Kevin Na,80,.193,12.574,65
56,57,John Daly,50,.192,7.294,38
57,61,Richard Lee,71,.189,10.775,57
58,59,Dustin Johnson,70,.185,9.800,53
59,53,Colt Knost,79,.184,12.305,67
60,58,Harris English,98,.175,15.234,87
61,62,John Huh,99,.167,14.226,85
62,63,Pat Perez,81,.160,11.008,69
63,74,Stuart Appleby,75,.154,9.991,65
64,64,Jason Dufner,83,.153,9.777,64
65,96,Edward Loar,59,.145,6.217,43
66,73,Brendon de Jonge,115,.144,14.688,102
67,65,Seung-Yul Noh,105,.142,12.086,85
68,70,Troy Matteson,100,.136,11.303,83
69,68,Steve Stricker,73,.134,7.240,54
70,70,Brian Harman,101,.132,11.582,88
71,66,Dicky Pride,62,.130,6.391,49
72,72,Sangmoon Bae,81,.128,7.288,57
73,69,Tommy Gainey,98,.113,10.183,90
74,,Henrik Stenson,51,.105,4.416,42
75,75,Ian Poulter,57,.103,3.932,38
75,75,Bill Haas,79,.103,6.304,61
77,60,Cameron Tringale,88,.102,7.855,77
78,77,Martin Laird,77,.099,5.356,54
79,80,Matt Every,80,.096,6.173,64
80,67,Erik Compton,81,.092,5.862,64
81,78,Charl Schwartzel,56,.084,3.365,40
82,79,Chris Couch,61,.083,4.491,54
83,89,Chris Stroud,86,.082,6.117,75
84,82,Bob Estes,78,.074,4.782,65
85,90,"Ted Potter, Jr.",77,.073,4.427,61
86,86,Bud Cauley,99,.065,5.957,91
87,92,Davis Love III,64,.063,3.299,52
88,88,Rory McIlroy,60,.058,2.336,40
89,83,Charles Howell III,98,.054,4.174,77
90,80,Sung Kang,75,.051,3.134,62
91,90,Troy Kelly,68,.050,2.529,51
92,94,Roberto Castro,92,.048,3.583,75
93,85,Steve Wheatcroft,56,.040,1.675,42
93,86,Danny Lee,74,.040,2.366,59
95,95,John Senden,81,.039,2.436,62
96,93,Vaughn Taylor,81,.031,1.961,64
97,97,Harrison Frazar,56,.023,1.124,48
98,103,Kyle Reifers,86,.021,1.544,74
99,98,Hunter Haas,69,.011,.571,52
100,99,Garth Mulroy,59,.010,.450,46
101,84,Russell Knox,72,.000,.011,56
102,101,Louis Oosthuizen,65,-.004,-.212,49
103,107,Rocco Mediate,70,-.012,-.702,58
104,102,Padraig Harrington,67,-.020,-.913,45
105,104,Nick Watney,97,-.028,-2.103,76
106,113,John Rollins,81,-.034,-2.404,71
107,106,Jhonattan Vegas,77,-.035,-2.424,69
108,99,Jason Bohn,81,-.037,-2.434,66
109,108,Ernie Els,80,-.050,-3.280,65
110,112,Daniel Summerhays,81,-.053,-3.600,68
111,109,J.J. Henry,93,-.054,-3.859,71
111,125,Kevin Streelman,89,-.054,-4.144,77
113,110,J.B. Holmes,90,-.057,-4.454,78
114,114,Billy Horschel,63,-.068,-3.258,48
115,126,Jerry Kelly,84,-.077,-5.595,73
115,111,Gary Christian,91,-.077,-5.779,75
117,116,John Mallinger,74,-.086,-5.437,63
118,136,Matt Jones,53,-.090,-3.980,44
119,117,Mark Wilson,84,-.102,-6.952,68
120,105,J.J. Killeen,101,-.107,-9.012,84
121,119,Hunter Mahan,88,-.109,-7.000,64
121,127,D.A. Points,88,-.109,-8.759,80
123,124,Brendan Steele,77,-.112,-7.199,64
124,119,Chris DiMarco,83,-.113,-8.109,72
125,122,Tim Clark,60,-.121,-6.049,50
126,129,Trevor Immelman,76,-.122,-6.943,57
126,123,Justin Rose,69,-.122,-6.468,53
128,121,Jeff Maggert,83,-.127,-9.933,78
129,145,Mark Anderson,75,-.133,-8.095,61
130,128,Adam Scott,59,-.138,-5.660,41
131,130,David Toms,60,-.141,-6.185,44
132,132,Freddie Jacobson,61,-.145,-6.384,44
133,115,Patrick Sheehan,58,-.149,-6.535,44
134,131,Rod Pampling,88,-.153,-10.570,69
135,118,Will Claxton,99,-.167,-14.351,86
136,142,Tim Herron,88,-.174,-13.188,76
137,135,Jason Kokrak,79,-.184,-12.709,69
138,140,Michael Bradley,63,-.189,-10.374,55
139,141,John Merrick,83,-.193,-13.925,72
140,134,Chris Kirk,93,-.195,-16.611,85
141,150,Matt Bettencourt,80,-.201,-12.073,60
142,143,Rickie Fowler,84,-.202,-13.340,66
143,147,Billy Mayfair,90,-.205,-15.991,78
144,137,Chez Reavie,83,-.206,-13.570,66
145,151,Josh Teater,97,-.209,-17.388,83
146,146,Ángel Cabrera,54,-.217,-8.033,37
146,138,Arjun Atwal,79,-.217,-14.324,66
148,149,Andres Romero,68,-.223,-12.024,54
149,155,Robert Garrigus,89,-.225,-16.613,74
150,148,Alexandre Rocha,62,-.232,-11.584,50
151,133,Marco Dawson,60,-.235,-10.788,46
152,144,Bill Lunde,83,-.241,-16.132,67
153,139,Mathew Goggin,65,-.242,-13.322,55
154,152,Stephen Gangluff,57,-.243,-10.437,43
155,153,Stephen Ames,54,-.255,-9.934,39
156,153,Kevin Chappell,91,-.262,-18.857,72
156,156,Bobby Gates,87,-.262,-19.929,76
158,157,Kevin Stadler,85,-.263,-18.428,70
159,158,Graham DeLaet,79,-.278,-19.707,71
160,159,Bubba Watson,68,-.280,-14.301,51
161,160,Graeme McDowell,55,-.282,-10.701,38
162,163,Sean O'Hair,84,-.286,-21.736,76
163,161,Miguel Angel Carballo,73,-.294,-16.753,57
164,170,Tom Pernice Jr.,62,-.318,-16.513,52
165,166,Justin Leonard,79,-.325,-22.100,68
166,165,Marc Leishman,84,-.331,-25.169,76
167,162,Camilo Villegas,79,-.343,-25.070,73
168,167,K.J. Choi,71,-.344,-19.278,56
169,175,Cameron Beckman,81,-.353,-24.355,69
170,168,Lee Westwood,60,-.359,-14.374,40
171,164,Rory Sabbatini,84,-.370,-26.604,72
172,178,Nick O'Hern,78,-.392,-26.669,68
