RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,EVENTS,MONEY,YTD VICTORIES
78,78,Woody Austin,31,"$1,179,321",
79,79,Shigeki Maruyama,30,"$1,154,115",
80,80,Steve Lowery,31,"$1,124,950",
81,81,Ryan Moore,22,"$1,122,118",
82,82,Charley Hoffman,29,"$1,115,193",
83,83,Hunter Mahan,29,"$1,107,457",
84,84,Ryan Palmer,30,"$1,092,853",
85,85,Mathew Goggin,26,"$1,076,142",
86,86,Joe Ogilvie,29,"$1,073,111",
87,87,Billy Andrade,24,"$1,057,927",
88,88,Brian Gay,31,"$1,037,600",
89,89,D.J. Trahan,33,"$1,035,242",1
90,90,Bubba Watson,27,"$1,019,264",
91,91,Charles Warren,27,"$1,018,841",
92,92,Ryuji Imada,31,"$1,018,140",
93,93,Craig Barlow,22,"$1,006,538",
94,94,Nick O'Hern,15,"$995,235",
95,95,Daisuke Maruyama,25,"$956,874",
96,96,David Howell,14,"$912,437",
97,97,Paul Goydos,24,"$890,392",
98,98,Harrison Frazar,29,"$889,022",
99,99,Bill Haas,30,"$887,024",
100,100,Will MacKenzie,29,"$879,965",1
101,101,Kent Jones,32,"$860,766",
102,102,Briny Baird,25,"$844,547",
103,103,Peter Lonard,22,"$837,017",
104,104,Kenny Perry,22,"$818,698",
105,105,Joey Sindelar,29,"$802,507",
106,106,Brandt Jobe,28,"$802,432",
107,107,Jeff Gove,29,"$793,477",
108,108,Freddie Jacobson,18,"$788,764",
109,109,Justin Leonard,26,"$781,756",
110,110,Fred Couples,17,"$780,361",
111,111,Kirk Triplett,18,"$766,593",1
112,112,Dudley Hart,29,"$762,736",
113,113,Brian Davis,28,"$762,281",
114,114,Olin Browne,30,"$754,061",
115,115,Kevin Sutherland,29,"$751,626",
116,116,Stephen Leaney,27,"$746,747",
117,117,Pat Perez,19,"$719,507",
118,118,Jason Gore,29,"$717,005",
119,119,David Branshaw,29,"$706,346",
120,120,Mark Calcavecchia,27,"$705,315",
121,121,Paul Azinger,30,"$702,090",
122,122,J.P. Hayes,19,"$701,433",
123,123,Shane Bertsch,34,"$697,059",
124,124,Mathias Grönberg,30,"$674,002",
125,125,Darren Clarke,11,"$660,898",
126,126,Rich Beem,27,"$658,225",
127,127,Bubba Dickerson,32,"$650,314",
128,128,Brian Bateman,26,"$645,153",
129,129,John Cook,22,"$644,505",
130,130,Lee Westwood,14,"$630,566",
131,131,Duffy Waldorf,28,"$625,513",
132,132,Tim Petrovic,30,"$601,928",
133,133,Brent Geiberger,30,"$590,478",
134,134,Omar Uresti,22,"$583,704",
135,135,Jonathan Kaye,32,"$578,714",
136,136,Jeff Overton,28,"$577,132",
137,137,Jerry Smith,29,"$568,213",
138,138,Bernhard Langer,24,"$561,513",
139,139,Jeff Brehaut,33,"$558,594",
140,140,Arjun Atwal,33,"$550,535",
141,141,Bob May,21,"$548,712",
142,142,Marco Dawson,27,"$545,076",
143,143,Brad Faxon,26,"$543,681",
144,144,Robert Garrigus,28,"$537,595",
145,145,Alex Cejka,30,"$525,484",
146,146,Lee Janzen,28,"$524,198",
147,147,José Coceres,13,"$522,592",
148,148,Kris Cox,28,"$517,836",
149,149,Tag Ridings,33,"$498,242",
150,150,Chris Riley,27,"$495,314",
151,151,Robert Gamez,30,"$493,641",
152,152,Henrik Bjornstad,31,"$491,043",
153,153,Michael Allen,25,"$470,946",
154,154,Carlos Franco,29,"$454,385",
155,155,Robert Damron,31,"$451,299",
156,156,Mark Wilson,24,"$444,318",
157,157,Skip Kendall,22,"$439,934",
158,158,J.L. Lewis,17,"$438,669",
159,159,John Huston,27,"$431,025",
160,160,David McKenzie,28,"$425,228",
161,161,"Wes Short, Jr.",33,"$422,506",
162,162,D.A. Points,28,"$405,984",
163,163,Todd Fischer,35,"$395,817",
164,164,Doug Barron,28,"$388,226",
165,165,Patrick Sheehan,34,"$386,797",
166,166,Danny Ellis,23,"$382,500",
167,167,Scott Gutschewski,19,"$379,488",
168,168,Ian Leggatt,29,"$377,903",
169,169,Graeme McDowell,15,"$357,902",
170,170,Tommy Armour III,25,"$352,446",
171,171,Paul Stankowski,22,"$319,597",
172,172,David Duval,24,"$318,276",
173,173,Steve Jones,27,"$308,360",
174,174,Ron Whittaker,28,"$300,033",
175,175,Bob Tway,25,"$299,726",
176,176,Cameron Beckman,16,"$288,427",
177,177,Craig Parry,15,"$283,282",
178,178,Jay Delsing,14,"$276,447",
179,179,Greg Kraft,26,"$273,734",
180,180,Nicholas Thompson,32,"$264,717",
181,181,Steve Elkington,17,"$255,197",
182,182,B.J. Staten,18,"$253,088",
183,183,Mark Hensby,16,"$251,883",
184,184,Gabriel Hjertstedt,16,"$251,235",
185,185,Tjaart van der Walt,21,"$234,918",
186,186,John Riegger,20,"$230,765",
187,187,James Driscoll,29,"$219,904",
188,188,Larry Mize,18,"$217,971",
189,189,Nick Price,16,"$208,938",
190,190,Mark Brooks,36,"$207,958",
191,191,Vance Veazey,20,"$207,077",
192,192,Mark O'Meara,18,"$203,667",
193,193,John Daly,21,"$192,134",
194,194,Matt Hansen,25,"$187,252",
195,195,Chris Smith,21,"$183,411",
196,196,Scott McCarron,15,"$175,727",
197,197,Dicky Pride,9,"$174,674",
198,198,Todd Hamilton,27,"$165,152",
199,199,Jay Haas,7,"$163,399",
200,200,Thomas Levet,18,"$163,110",
201,201,Darron Stiles,15,"$157,559",
202,202,Jimmy Walker,21,"$153,950",
203,203,Greg Chalmers,28,"$151,265",
204,204,Jason Schultz,28,"$147,424",
205,205,Kevin Na,11,"$146,099",
206,206,Rocco Mediate,18,"$145,899",
207,207,Glen Day,12,"$134,580",
208,208,Loren Roberts,4,"$134,572",
209,209,Mike Sposa,25,"$132,131",
210,210,Bill Glasson,17,"$127,932",
211,211,Dan Forsman,15,"$117,126",
212,212,Roger Tambellini,25,"$116,685",
213,213,Notah Begay III,12,"$116,034",
214,214,Matt Gogel,14,"$108,230",
215,215,Tom Byrum,11,"$101,094",
216,216,Michael Connell,22,"$97,771",
217,217,Grant Waite,8,"$96,950",
218,218,Brian Henninger,12,"$96,453",
219,219,Alex Aragon,26,"$94,504",
220,220,Ryan Hietala,23,"$87,772",
221,221,Jay Williamson,18,"$86,150",
222,222,"John Engler, Jr.",27,"$72,694",
223,223,Scott Gump,10,"$72,248",
224,224,Hidemichi Tanaka,31,"$69,435",
225,225,Brendan Jones,9,"$68,760",
226,226,Len Mattiace,22,"$66,540",
227,227,Jon Mills,27,"$65,494",
228,228,Garrett Willis,10,"$60,541",
229,229,David Frost,7,"$56,960",
230,230,Phil Tataurangi,19,"$55,792",
231,231,Neal Lancaster,19,"$54,680",
232,232,Andrew Magee,19,"$52,711",
233,233,Donnie Hammond,11,"$52,693",
234,234,Bob Burns,9,"$49,170",
235,235,Peter Jacobsen,4,"$46,256",
236,236,Michael Bradley,6,"$41,790",
237,237,Gary Hallberg,4,"$35,693",
238,238,Gavin Coles,5,"$34,674",
239,239,Blaine McCallister,10,"$32,190",
240,240,Ben Crenshaw,2,"$32,060",
241,241,Matt Kuchar,8,"$30,297",
242,242,Willie Wood,11,"$27,774",
243,243,Jim McGovern,8,"$26,070",
244,244,Hank Kuehne,9,"$24,677",
245,245,Tom Watson,2,"$21,578",
246,246,Boyd Summerhays,13,"$20,794",
247,247,Spike McRoy,9,"$18,225",
248,248,James McLean,4,"$16,760",
249,249,David Edwards,3,"$16,364",
250,250,Craig Stadler,4,"$16,259",
251,251,David Peoples,4,"$13,988",
252,252,Guy Boros,5,"$13,750",
253,253,Joey Snyder III,6,"$13,432",
254,254,Craig Perks,18,"$11,880",
255,255,Joel Edwards,3,"$11,760",
256,256,Steven Bowditch,22,"$11,160",
257,257,David Gossett,7,"$7,480",
258,258,Mike Hulbert,6,"$6,540",
259,259,Michael Clark II,4,"$6,390",
259,259,Wayne Levi,1,"$6,390",
259,259,"Jim Gallagher, Jr.",4,"$6,390",
262,262,Chip Beck,1,"$6,180",
263,263,"David Berganio, Jr.",2,"$6,060",
