RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,GIR RANK
1,1,Jim Furyk,80,31.25,"35,953.333","1,150",Under
2,3,Justin Rose,62,32.166666666666664,"26,497.583",823,Under
3,2,Jeff Maggert,63,32.25,"32,858.667","1,020",Under
4,4,Camilo Villegas,79,32.666666666666664,"37,338.917","1,144",Under
5,5,Chez Reavie,72,32.75,"39,213.167","1,198",Under
6,6,Chris Kirk,89,32.916666666666664,"47,732.417","1,451",1 Under
7,7,Jordan Spieth,82,33.0,"39,397.833","1,194",1 Under
7,7,Rory Sabbatini,86,33.0,"42,458.833","1,288",Under
9,10,David Toms,49,33.083333333333336,"18,902.333",572,Over
9,10,Vijay Singh,61,33.083333333333336,"28,449.750",861,Over
9,10,Ken Duke,87,33.083333333333336,"44,379.167","1,343",Over
12,13,K.J. Choi,85,33.166666666666664,"37,490.417","1,130",Under
12,13,Kevin Stadler,83,33.166666666666664,"40,776.917","1,231",Under
12,13,Brandt Snedeker,79,33.166666666666664,"34,182.917","1,030",Under
15,16,Darron Stiles,51,33.25,"25,026.583",753,Over
16,19,Kevin Streelman,86,33.333333333333336,"40,676.250","1,220",Under
16,7,Graham DeLaet,94,33.333333333333336,"48,457.750","1,455",Under
18,20,Nicholas Thompson,99,33.5,"51,734.417","1,543",Under
18,20,Y.E. Yang,56,33.5,"24,576.000",733,Over
18,16,Zach Johnson,84,33.5,"40,141.667","1,198",Under
18,20,Brad Fritsch,81,33.5,"40,763.083","1,216",Under
22,24,Brian Stuard,78,33.583333333333336,"37,986.000","1,132",Over
22,24,Ben Kohles,75,33.583333333333336,"37,286.083","1,109",Over
22,24,Bo Van Pelt,72,33.583333333333336,"32,440.583",966,Even
22,24,Graeme McDowell,53,33.583333333333336,"22,177.083",661,Under
26,28,Justin Hicks,79,33.666666666666664,"39,860.417","1,183",Over
26,28,Ryan Palmer,79,33.666666666666664,"41,702.667","1,240",Under
26,28,Brian Davis,91,33.666666666666664,"50,189.083","1,489",Under
26,28,David Lingmerth,68,33.666666666666664,"34,295.750","1,019",Under
30,39,Brendon de Jonge,110,33.75,"58,731.333","1,739",Under
31,33,Tim Clark,64,33.833333333333336,"26,083.333",771,Under
31,16,Steve Stricker,51,33.833333333333336,"21,180.083",626,1 Under
31,33,Bob Estes,66,33.833333333333336,"37,612.000","1,113",Under
31,33,George McNeill,68,33.833333333333336,"38,872.333","1,148",Under
31,47,Nick Watney,88,33.833333333333336,"44,302.667","1,308",Under
36,20,Tiger Woods,61,33.916666666666664,"26,169.167",771,Under
36,39,Scott Langley,79,33.916666666666664,"38,950.167","1,147",Over
36,51,Roberto Castro,97,33.916666666666664,"50,986.083","1,504",Under
39,42,Kevin Chappell,80,34.0,"40,764.417","1,199",Under
39,42,Bud Cauley,67,34.0,"34,009.667","1,001",Over
39,42,Stewart Cink,71,34.0,"34,198.750","1,006",Under
39,32,Matt Kuchar,93,34.0,"42,074.667","1,238",1 Under
39,42,Jason Bohn,70,34.0,"40,121.583","1,181",Under
44,33,Boo Weekley,100,34.083333333333336,"50,604.333","1,483",Under
44,39,Webb Simpson,92,34.083333333333336,"42,598.333","1,251",Under
