RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS
1,1,Fred Funk,97,77.23,"1,031","1,335"
2,2,Scott Verplank,92,77.13,978,"1,268"
3,3,Craig Bowden,83,76.15,881,"1,157"
4,4,Joe Durant,85,75.08,886,"1,180"
5,5,Tom Byrum,83,74.67,861,"1,153"
6,6,José Coceres,68,74.27,664,894
7,7,Bart Bryant,73,74.22,711,958
8,9,Olin Browne,92,73.53,900,"1,224"
9,10,John Cook,57,73.41,541,737
10,11,Omar Uresti,85,73.13,868,"1,187"
11,12,Hidemichi Tanaka,89,72.26,896,"1,240"
12,13,Kirk Triplett,88,72.11,843,"1,169"
13,14,Tim Clark,84,72.01,844,"1,172"
14,16,Mark Wilson,62,71.96,621,863
15,15,Zach Johnson,109,71.91,"1,075","1,495"
16,17,Corey Pavin,83,71.88,790,"1,099"
17,18,Jeff Brehaut,106,71.34,"1,033","1,448"
18,19,Heath Slocum,92,71.31,895,"1,255"
19,20,Scott Simpson,55,70.72,541,765
20,21,Hirofumi Miyase,65,70.65,621,879
21,22,Jerry Kelly,113,70.40,"1,068","1,517"
22,23,Billy Mayfair,109,70.13,"1,026","1,463"
23,24,Ted Purdy,114,70.08,"1,094","1,561"
24,25,Robert Damron,92,70.02,897,"1,281"
25,26,Rocco Mediate,53,69.92,465,665
26,27,Pat Bates,99,69.87,944,"1,351"
27,28,Kent Jones,99,69.78,940,"1,347"
28,29,Loren Roberts,81,69.77,764,"1,095"
29,30,Tom Lehman,70,69.66,643,923
30,31,Luke Donald,72,69.61,701,"1,007"
31,32,Notah Begay III,71,69.49,649,934
32,33,David Morland IV,73,69.35,706,"1,018"
33,34,Jay Williamson,100,69.33,945,"1,363"
34,35,Richard Johnson,102,69.27,983,"1,419"
35,36,Jeff Maggert,60,69.25,581,839
36,37,John Rollins,90,69.13,822,"1,189"
37,38,Arron Oberholser,77,68.83,700,"1,017"
38,39,Scott Hoch,52,68.77,491,714
39,40,Kevin Na,100,68.72,916,"1,333"
40,41,Duffy Waldorf,79,68.60,697,"1,016"
41,43,Chris DiMarco,105,68.56,940,"1,371"
42,42,Matt Gogel,86,68.48,804,"1,174"
43,44,Nick Price,51,68.29,478,700
44,45,Dicky Pride,66,68.26,600,879
45,46,Steve Elkington,64,68.24,578,847
45,46,Skip Kendall,99,68.24,939,"1,376"
47,48,Tom Pernice Jr.,103,68.17,940,"1,379"
48,50,Jeff Sluman,98,67.88,915,"1,348"
49,51,Esteban Toledo,92,67.78,850,"1,254"
50,52,Craig Barlow,80,67.77,736,"1,086"
51,49,Mark Hensby,97,67.72,879,"1,298"
51,53,J.P. Hayes,79,67.72,707,"1,044"
53,54,Justin Leonard,90,67.42,801,"1,188"
54,55,Len Mattiace,75,67.18,700,"1,042"
55,56,Bob Burns,88,67.17,806,"1,200"
56,57,Kevin Sutherland,86,67.11,759,"1,131"
57,58,Spike McRoy,93,67.09,848,"1,264"
58,59,Mark O'Meara,58,67.00,542,809
59,60,Mark Brooks,72,66.84,653,977
60,61,Frank Lickliter II,89,66.61,800,"1,201"
60,61,David Branshaw,84,66.61,762,"1,144"
62,63,Cameron Beckman,99,66.54,889,"1,336"
63,64,Guy Boros,64,66.33,593,894
64,65,Gene Sauers,83,66.16,747,"1,129"
65,66,Brian Bateman,84,66.13,736,"1,113"
66,67,David Frost,78,66.11,718,"1,086"
67,69,John Huston,62,65.86,515,782
68,68,Steve Flesch,109,65.83,969,"1,472"
69,70,Jason Bohn,98,65.81,872,"1,325"
70,71,Joey Sindelar,100,65.64,896,"1,365"
71,72,John Senden,99,65.62,880,"1,341"
72,73,Glen Day,101,65.60,904,"1,378"
73,74,J.L. Lewis,106,65.54,968,"1,477"
74,75,Danny Briggs,85,65.46,739,"1,129"
75,77,Russ Cochran,61,65.42,558,853
76,78,Jay Haas,84,65.36,719,"1,100"
77,79,Robert Gamez,103,65.18,934,"1,433"
78,80,Bo Van Pelt,107,65.15,942,"1,446"
79,81,Vaughn Taylor,84,65.12,743,"1,141"
80,82,Pat Perez,102,65.04,908,"1,396"
81,75,Stephen Ames,97,65.03,861,"1,324"
82,83,Robert Allenby,93,64.98,798,"1,228"
83,84,Briny Baird,100,64.97,879,"1,353"
84,85,Scott McCarron,88,64.91,777,"1,197"
85,86,Brian Gay,96,64.83,848,"1,308"
86,87,Roland Thatcher,66,64.82,597,921
87,88,Brent Geiberger,94,64.80,821,"1,267"
88,89,Stephen Leaney,84,64.75,676,"1,044"
88,89,Steve Pate,71,64.75,621,959
90,91,Jonathan Kaye,79,64.72,688,"1,063"
91,92,J.J. Henry,103,64.55,925,"1,433"
92,93,Mark Calcavecchia,79,64.48,697,"1,081"
93,94,Lucas Glover,95,64.40,816,"1,267"
94,95,Ben Crane,92,64.36,829,"1,288"
95,96,Matt Kuchar,83,64.35,742,"1,153"
95,96,Charles Howell III,104,64.35,906,"1,408"
97,98,Ben Curtis,56,64.34,471,732
98,99,Dan Forsman,79,64.30,688,"1,070"
99,100,Harrison Frazar,86,64.29,731,"1,137"
100,102,Alex Cejka,76,64.21,626,975
101,101,Mike Weir,75,64.05,654,"1,021"
102,110,Chad Campbell,100,63.92,831,"1,300"
102,104,Bob Estes,73,63.92,629,984
104,105,D.J. Brigman,79,63.90,678,"1,061"
105,106,David Peoples,82,63.74,712,"1,117"
105,106,Bob Tway,90,63.74,761,"1,194"
107,103,Shigeki Maruyama,93,63.70,823,"1,292"
108,108,Tim Petrovic,111,63.63,950,"1,493"
109,111,Craig Parry,52,63.51,442,696
110,112,Blaine McCallister,68,63.44,602,949
111,108,David Toms,80,63.37,654,"1,032"
112,114,Woody Austin,94,63.25,828,"1,309"
113,115,Ryan Palmer,103,63.24,879,"1,390"
114,116,Geoff Ogilvy,91,63.20,766,"1,212"
115,118,Dudley Hart,60,63.13,512,811
116,119,Shaun Micheel,93,63.11,804,"1,274"
117,120,Dean Wilson,99,63.01,867,"1,376"
117,120,Brian Kortan,65,63.01,545,865
119,122,Patrick Sheehan,113,62.99,972,"1,543"
120,124,Danny Ellis,81,62.94,676,"1,074"
121,123,Phil Mickelson,83,62.85,692,"1,101"
122,125,Cliff Kresge,89,62.84,761,"1,211"
123,126,Mike Heinen,53,62.65,463,739
124,128,Bernhard Langer,59,62.57,478,764
125,113,Stuart Appleby,84,62.52,684,"1,094"
126,116,Retief Goosen,56,62.50,480,768
127,129,Jason Dufner,79,62.49,688,"1,101"
128,131,Kenny Perry,79,62.48,661,"1,058"
129,130,Tommy Armour III,87,62.37,759,"1,217"
130,127,Darren Clarke,54,62.28,421,676
131,132,Hunter Mahan,94,62.24,816,"1,311"
132,133,Lee Janzen,84,62.17,710,"1,142"
133,134,Jay Delsing,76,62.11,631,"1,016"
134,135,Jonathan Byrd,85,62.10,716,"1,153"
135,136,Chris Riley,78,61.84,637,"1,030"
136,137,Tripp Isenhour,55,61.74,455,737
137,138,Todd Fischer,104,61.73,876,"1,419"
138,139,Rich Beem,81,61.72,661,"1,071"
139,140,Greg Chalmers,70,61.66,600,973
140,141,Niclas Fasth,61,61.65,516,837
141,142,Brad Faxon,94,61.58,763,"1,239"
