RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS
142,144,Peter Lonard,68,61.50,567,922
143,145,Justin Rose,77,61.45,617,"1,004"
144,146,John Riegger,53,61.35,454,740
145,147,Joe Ogilvie,104,61.31,873,"1,424"
146,143,K.J. Choi,83,61.24,700,"1,143"
147,148,Carl Pettersson,100,61.07,825,"1,351"
148,150,Arjun Atwal,85,60.48,701,"1,159"
149,151,Dennis Paulson,71,60.44,599,991
150,149,Vijay Singh,112,60.36,929,"1,539"
151,152,Davis Love III,85,60.13,632,"1,051"
152,153,Deane Pappas,72,60.08,587,977
153,154,Jesper Parnevik,86,59.98,718,"1,197"
154,155,Rod Pampling,98,59.82,783,"1,309"
155,156,Billy Andrade,104,59.71,864,"1,447"
156,157,Chris Smith,105,59.49,871,"1,464"
157,159,Grant Waite,79,59.37,637,"1,073"
158,158,Carlos Franco,99,59.33,817,"1,377"
159,160,Steve Allan,102,59.29,817,"1,378"
160,161,Roger Tambellini,81,59.25,644,"1,087"
161,164,Rory Sabbatini,89,59.15,714,"1,207"
162,165,Kris Cox,73,59.05,584,989
163,166,Ken Duke,89,59.01,717,"1,215"
163,166,Rich Barcelo,67,59.01,534,905
165,169,Andre Stolz,53,58.97,437,741
166,170,Fred Couples,54,58.82,430,731
167,163,Todd Hamilton,92,58.73,723,"1,231"
168,166,Stewart Cink,103,58.71,795,"1,354"
169,172,Daniel Chopra,108,58.60,865,"1,476"
170,173,Mathias Grönberg,91,58.53,710,"1,213"
171,162,Sergio Garcia,65,58.48,524,896
172,174,Steve Lowery,91,58.29,721,"1,237"
173,175,Tim Herron,84,57.96,670,"1,156"
174,171,Adam Scott,55,57.65,422,732
175,176,Neal Lancaster,106,57.64,826,"1,433"
176,177,Paul Azinger,75,57.58,600,"1,042"
177,179,Brett Quigley,102,57.15,779,"1,363"
178,180,José María Olazábal,56,56.98,412,723
179,181,Michael Allen,87,56.49,670,"1,186"
180,182,Tag Ridings,53,56.42,391,693
181,184,Chris Couch,55,56.21,430,765
182,178,Tiger Woods,78,56.13,568,"1,012"
183,185,Kevin Muncrief,50,56.12,390,695
184,186,Freddie Jacobson,83,55.56,620,"1,116"
185,183,Ernie Els,62,55.51,453,816
186,187,Tom Carter,113,55.10,843,"1,530"
187,188,David Gossett,57,54.42,431,792
188,189,Craig Perks,75,54.37,547,"1,006"
189,190,Scott Hend,81,54.12,598,"1,105"
190,191,Tommy Tolles,67,54.02,504,933
191,193,Aaron Baddeley,87,53.08,629,"1,185"
192,192,John Daly,79,52.99,585,"1,104"
193,194,Steve Stricker,81,52.72,572,"1,085"
194,195,Dan Olsen,75,51.52,524,"1,017"
195,196,Brenden Pappas,111,50.13,753,"1,502"
196,197,Hank Kuehne,91,49.88,620,"1,243"
