RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG,TOTAL DISTANCE,TOTAL DRIVES
1,1,John Daly,62,306.8,"35,594",116
2,2,Boo Weekley,57,297.0,"33,261",112
3,3,Mathew Goggin,64,296.1,"36,713",124
4,4,Charles Howell III,118,293.7,"64,019",218
4,5,Dennis Paulson,89,293.7,"50,520",172
6,6,Tiger Woods,69,293.3,"37,546",128
7,7,Tim Herron,102,293.2,"56,596",193
8,8,Brett Wetterich,89,292.7,"49,755",170
9,10,Chris Smith,103,292.2,"54,357",186
10,8,Rich Beem,99,292.1,"54,906",188
11,12,Bo Van Pelt,78,290.8,"44,194",152
11,12,David Duval,78,290.8,"40,717",140
13,14,Carlos Franco,107,290.7,"59,305",204
14,15,Jonathan Byrd,96,290.5,"52,864",182
14,11,Sergio Garcia,79,290.5,"39,504",136
14,15,Harrison Frazar,88,290.5,"50,540",174
17,17,Brenden Pappas,62,290.1,"35,398",122
18,18,Eduardo Herrera,59,290.0,"33,641",116
19,19,John Senden,96,289.9,"50,451",174
20,20,Steve Allan,93,289.7,"51,564",178
21,21,Geoff Ogilvy,90,289.4,"48,612",168
22,22,Tommy Tolles,64,289.3,"35,871",124
23,24,Stuart Appleby,97,289.0,"50,004",173
23,24,Rory Sabbatini,69,289.0,"36,992",128
25,23,Phil Mickelson,97,288.8,"51,406",178
26,26,Fred Couples,64,288.6,"34,058",118
26,26,Brian Bateman,94,288.6,"51,363",178
26,26,J.J. Henry,112,288.6,"60,606",210
26,26,Phil Tataurangi,88,288.6,"48,491",168
30,31,Carl Paulson,84,287.7,"46,609",162
30,30,Davis Love III,92,287.7,"47,750",166
32,32,Kenneth Staton,104,287.6,"56,952",198
33,33,Tripp Isenhour,68,287.4,"38,506",134
34,35,Paul Stankowski,100,287.0,"55,671",194
35,36,Ian Leggatt,97,286.9,"51,633",180
36,34,Robert Allenby,96,286.7,"52,179",182
37,36,Kenny Perry,98,286.4,"53,839",188
38,38,Stephen Gangluff,75,286.2,"41,792",146
39,39,Ben Crane,91,286.1,"50,352",176
39,39,Jonathan Kaye,83,286.1,"44,053",154
41,41,Rod Pampling,98,285.9,"52,035",182
42,43,Joey Sindelar,104,285.8,"56,582",198
42,43,J.L. Lewis,98,285.8,"53,738",188
42,43,Brandt Jobe,94,285.8,"53,150",186
45,47,Steve Flesch,110,285.7,"57,993",203
46,41,Vijay Singh,102,285.6,"53,700",188
47,43,Scott McCarron,106,285.5,"51,674",181
47,48,Mark Calcavecchia,84,285.5,"42,259",148
49,49,Steve Stricker,68,285.1,"32,502",114
50,50,Michael Allen,76,285.0,"41,608",146
51,51,Craig Barlow,62,284.7,"32,452",114
52,52,Duffy Waldorf,90,284.5,"46,660",164
53,53,Shaun Micheel,100,284.3,"54,292",191
54,54,Bob Heintz,68,284.2,"38,082",134
55,55,"David Berganio, Jr.",80,284.0,"43,161",152
55,55,Michael Clark II,97,284.0,"51,967",183
55,55,Edward Fryatt,94,284.0,"50,551",178
58,58,Deane Pappas,90,283.9,"48,265",170
58,58,Grant Waite,98,283.9,"53,376",188
60,61,Lee Janzen,101,283.7,"51,636",182
61,62,Bob Tway,103,283.6,"53,321",188
62,60,K.J. Choi,93,283.1,"49,262",174
63,63,Tom Lehman,78,283.0,"38,493",136
63,63,Frank Lickliter II,94,283.0,"49,243",174
65,65,Andrew Magee,91,282.9,"48,666",172
66,66,Brent Geiberger,95,282.8,"50,339",178
66,66,Per-Ulrik Johansson,87,282.8,"48,648",172
68,68,Robert Gamez,69,282.6,"37,868",134
69,69,Russ Cochran,68,282.5,"37,850",134
70,70,Brett Quigley,93,282.3,"50,810",180
71,71,Cameron Beckman,87,282.2,"46,279",164
71,71,Briny Baird,110,282.2,"60,388",214
73,73,Stephen Ames,89,282.1,"46,269",164
74,74,Tommy Armour III,82,282.0,"45,121",160
74,74,Robin Freeman,79,282.0,"41,735",148
76,76,Neal Lancaster,101,281.9,"54,133",192
76,76,Michael Long,71,281.9,"38,906",138
78,78,Jason Hill,59,281.8,"32,689",116
78,78,Jess Daley,76,281.8,"41,713",148
80,80,Paul Gow,99,281.7,"52,964",188
81,81,John Huston,99,281.6,"52,375",186
82,82,Peter Jacobsen,67,281.5,"37,163",132
82,82,Chad Campbell,111,281.5,"59,684",212
84,82,Ernie Els,68,281.4,"32,640",116
84,85,Peter Lonard,93,281.4,"50,093",178
86,86,Hidemichi Tanaka,104,281.2,"56,248",200
86,86,Bradley Hughes,60,281.2,"32,617",116
88,88,Steve Pate,64,281.1,"33,165",118
89,89,David Gossett,95,281.0,"51,698",184
90,91,Notah Begay III,76,280.8,"40,433",144
90,91,Greg Chalmers,94,280.8,"49,981",178
92,93,Tim Petrovic,92,280.6,"47,984",171
92,93,David Peoples,105,280.6,"57,242",204
94,90,Steve Lowery,98,280.5,"51,058",182
94,96,Steve Elkington,82,280.5,"41,516",148
94,96,Kaname Yokoo,74,280.5,"39,832",142
94,96,Pat Perez,89,280.5,"47,957",171
98,99,Craig Stadler,72,280.4,"37,578",134
99,101,Jeff Brehaut,87,280.2,"47,639",170
100,104,Mike Weir,94,280.0,"48,725",174
100,104,Brad Elder,76,280.0,"40,318",144
100,93,Shigeki Maruyama,87,280.0,"46,476",166
103,106,Woody Austin,102,279.9,"53,749",192
103,106,Tom Pernice Jr.,101,279.9,"53,748",192
105,99,Bob Estes,93,279.8,"46,452",166
105,108,Billy Andrade,100,279.8,"50,917",182
105,101,Retief Goosen,56,279.8,"27,975",100
108,101,Chris DiMarco,111,279.7,"55,379",198
109,110,John Riegger,88,279.6,"45,848",164
109,110,Stewart Cink,92,279.6,"46,417",166
111,112,Garrett Willis,80,279.4,"43,029",154
112,109,John Rollins,124,279.3,"65,363",234
112,113,Tom Scherrer,98,279.3,"51,383",184
114,115,Jesper Parnevik,85,279.2,"43,549",156
114,113,David Toms,106,279.2,"54,159",194
114,115,Joe Ogilvie,50,279.2,"27,357",98
117,118,Donnie Hammond,60,279.1,"31,816",114
118,119,Jeff Gove,89,279.0,"49,109",176
119,115,Justin Leonard,97,278.7,"49,606",178
120,120,Craig Perks,91,278.5,"46,223",166
121,121,Brian Henninger,66,278.3,"35,617",128
121,121,Craig Parry,69,278.3,"37,291",134
123,123,Robert Damron,85,278.0,"44,479",160
124,124,Kent Jones,105,277.8,"56,108",202
125,126,Joel Edwards,101,277.6,"56,074",202
126,124,Rocco Mediate,79,277.3,"38,272",138
126,127,Hal Sutton,74,277.3,"38,826",140
126,127,Bryce Molder,65,277.3,"33,827",122
129,130,J.P. Hayes,78,277.1,"41,567",150
130,127,Len Mattiace,106,276.9,"55,381",200
130,131,Steve Jones,71,276.9,"34,330",124
132,132,Dudley Hart,88,276.7,"45,385",164
133,133,Dicky Pride,51,276.3,"27,074",98
134,134,Paul Azinger,69,276.2,"34,797",126
135,135,Franklin Langham,72,276.1,"37,544",136
136,136,Matt Gogel,79,275.9,"40,834",148
136,136,Spike McRoy,69,275.9,"36,970",134
136,136,David Morland IV,58,275.9,"31,448",114
139,139,Jay Williamson,91,275.8,"49,086",178
140,140,Tim Clark,76,275.7,"38,598",140
141,141,Jim Carter,98,275.3,"50,657",184
142,142,Bart Bryant,69,275.2,"35,227",128
142,142,Jerry Smith,91,275.2,"47,334",172
144,144,Glen Hnatiuk,95,275.1,"50,624",184
145,145,Kevin Sutherland,96,275.0,"47,300",172
145,145,Bob May,91,275.0,"48,125",175
145,145,Brad Lardon,59,275.0,"31,348",114
145,145,Kirk Triplett,84,275.0,"42,353",154
145,145,Mark O'Meara,68,275.0,"32,448",118
150,150,Blaine McCallister,75,274.9,"39,580",144
150,150,Jeff Maggert,83,274.9,"42,329",154
152,152,Joe Durant,87,274.8,"44,523",162
153,153,Frank Nobilo,94,274.7,"49,997",182
153,153,Mike Sposa,111,274.7,"58,778",214
153,153,Dan Forsman,83,274.7,"43,404",158
156,156,Luke Donald,106,274.6,"56,024",204
157,157,Miguel Angel Jiménez,60,274.4,"30,736",112
158,159,Gary Nicklaus,66,274.0,"35,618",130
158,157,Jerry Kelly,99,274.0,"50,955",186
160,160,Bob Burns,99,273.9,"51,761",189
161,161,Matt Kuchar,82,273.5,"43,483",159
162,164,Jay Haas,83,273.3,"42,636",156
163,161,Fred Funk,106,273.0,"57,326",210
164,164,Jeff Sluman,118,272.9,"62,230",228
165,167,Brian Watts,58,272.8,"28,370",104
166,166,Nick Price,69,272.7,"33,811",124
166,163,Chris Riley,104,272.7,"52,357",192
168,169,Brandel Chamblee,85,272.5,"44,698",164
168,169,Scott Dunlap,74,272.5,"38,691",142
168,169,Paul Claxton,83,272.5,"44,412",163
171,172,Mike Hulbert,55,272.4,"27,242",100
