RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,GREENS HIT,# HOLES,RELATIVE/PAR
1,1,Henrik Stenson,65,71.96,829,"1,152",-0.27
2,2,Steve Stricker,51,71.16,602,846,-0.30
3,3,Graham DeLaet,94,70.51,"1,193","1,692",-0.25
4,4,Ricky Barnes,74,70.48,888,"1,260",-0.21
5,7,Bubba Watson,76,69.41,912,"1,314",-0.27
6,6,Boo Weekley,100,69.39,"1,249","1,800",-0.24
7,8,Vijay Singh,61,69.13,759,"1,098",-0.16
8,9,Kevin Stadler,83,68.92,980,"1,422",-0.29
9,11,Justin Rose,62,68.89,744,"1,080",-0.26
10,10,Brendon de Jonge,110,68.84,"1,363","1,980",-0.26
11,14,Adam Scott,61,68.80,743,"1,080",-0.27
12,12,Justin Hicks,79,68.59,926,"1,350",-0.23
13,13,Nick Watney,88,68.48,"1,060","1,548",-0.24
14,15,Jim Furyk,80,68.30,959,"1,404",-0.25
15,25,Zach Johnson,84,68.14,"1,018","1,494",-0.25
16,16,Jim Herman,59,67.98,673,990,-0.24
17,17,J.J. Henry,83,67.97,991,"1,458",-0.21
18,18,D.J. Trahan,48,67.87,562,828,-0.24
18,18,Pat Perez,69,67.87,843,"1,242",-0.27
20,20,Nicholas Thompson,99,67.85,"1,209","1,782",-0.24
21,21,Bill Haas,85,67.79,"1,025","1,512",-0.26
22,22,Stewart Cink,71,67.76,866,"1,278",-0.24
23,24,Rory Sabbatini,86,67.75,"1,000","1,476",-0.28
24,22,Tiger Woods,61,67.59,730,"1,080",-0.31
25,27,Hunter Mahan,91,67.58,"1,034","1,530",-0.26
26,26,Jason Dufner,78,67.53,936,"1,386",-0.24
27,31,Billy Horschel,96,67.48,"1,166","1,728",-0.29
28,28,Steve LeBrun,66,67.47,753,"1,116",-0.22
29,33,Sergio Garcia,65,67.46,765,"1,134",-0.28
30,29,John Rollins,77,67.43,886,"1,314",-0.26
31,30,Henrik Norlander,70,67.40,825,"1,224",-0.24
32,32,Kyle Stanley,71,67.37,861,"1,278",-0.21
33,35,Roberto Castro,97,67.30,"1,175","1,746",-0.26
34,35,Chad Campbell,78,67.03,917,"1,368",-0.24
35,37,Cameron Tringale,80,67.01,965,"1,440",-0.25
36,38,Gary Woodland,94,66.98,"1,085","1,620",-0.28
37,40,Jordan Spieth,82,66.94,988,"1,476",-0.30
38,39,Nicolas Colsaerts,50,66.78,565,846,-0.20
39,55,Dustin Johnson,71,66.75,841,"1,260",-0.29
40,40,Camilo Villegas,79,66.74,901,"1,350",-0.27
40,40,Chez Reavie,72,66.74,865,"1,296",-0.25
42,43,Charles Howell III,87,66.73,"1,021","1,530",-0.28
43,57,Phil Mickelson,78,66.67,936,"1,404",-0.32
43,44,Webb Simpson,92,66.67,"1,056","1,584",-0.27
45,44,John Huh,88,66.60,"1,055","1,584",-0.22
46,46,Brad Fritsch,81,66.59,923,"1,386",-0.27
47,47,Jeff Maggert,63,66.58,755,"1,134",-0.23
48,48,Eric Meierdierks,48,66.55,551,828,-0.21
49,53,Keegan Bradley,88,66.54,"1,042","1,566",-0.29
50,49,John Merrick,79,66.53,946,"1,422",-0.26
50,49,Josh Teater,86,66.53,982,"1,476",-0.26
52,51,Richard Lee,81,66.52,922,"1,386",-0.24
53,52,Trevor Immelman,73,66.51,826,"1,242",-0.18
54,54,Kevin Streelman,86,66.41,"1,028","1,548",-0.25
54,55,Lucas Glover,65,66.41,777,"1,170",-0.21
56,58,Ryan Palmer,79,66.24,942,"1,422",-0.30
56,58,Mark Wilson,56,66.24,620,936,-0.21
58,60,Robert Garrigus,69,66.15,774,"1,170",-0.30
59,61,Michael Bradley,56,66.13,619,936,-0.19
60,62,Kevin Chappell,80,66.11,952,"1,440",-0.25
61,63,Jimmy Walker,84,66.07,999,"1,512",-0.29
62,65,Ryo Ishikawa,72,66.03,832,"1,260",-0.22
63,66,Harris English,95,66.02,"1,129","1,710",-0.29
64,67,Matt Jones,83,66.00,986,"1,494",-0.27
64,67,Brandt Jobe,62,66.00,689,"1,044",-0.23
66,69,Brendan Steele,86,65.99,974,"1,476",-0.25
67,70,D.H. Lee,65,65.98,772,"1,170",-0.26
68,71,John Senden,79,65.95,926,"1,404",-0.22
69,72,Chris Kirk,89,65.92,"1,056","1,602",-0.31
70,73,Andrew Svoboda,46,65.91,522,792,-0.24
71,74,K.J. Choi,85,65.87,996,"1,512",-0.22
72,64,Charl Schwartzel,69,65.85,806,"1,224",-0.31
73,77,Matt Kuchar,93,65.84,"1,031","1,566",-0.29
74,76,Tag Ridings,69,65.81,770,"1,170",-0.25
75,78,Brian Stuard,78,65.77,876,"1,332",-0.25
76,79,Cameron Percy,68,65.74,781,"1,188",-0.24
77,80,Greg Owen,73,65.73,840,"1,278",-0.23
78,81,Will Claxton,67,65.70,745,"1,134",-0.21
79,75,Brandt Snedeker,79,65.68,934,"1,422",-0.30
80,82,Jason Kokrak,78,65.67,922,"1,404",-0.27
81,83,Bo Van Pelt,72,65.63,827,"1,260",-0.25
82,84,Robert Streb,75,65.57,838,"1,278",-0.24
83,85,Matt Every,89,65.54,"1,050","1,602",-0.29
84,86,Martin Flores,83,65.53,979,"1,494",-0.26
85,87,Charley Hoffman,84,65.48,990,"1,512",-0.30
86,88,Rory McIlroy,56,65.45,648,990,-0.30
87,89,Jerry Kelly,75,65.41,883,"1,350",-0.25
