RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,GREENS HIT,# HOLES,RELATIVE/PAR
88,90,William McGirt,75,65.33,882,"1,350",-0.26
89,91,George McNeill,68,65.28,799,"1,224",-0.25
90,92,Ben Kohles,75,65.26,834,"1,278",-0.22
91,93,Lee Westwood,70,65.22,810,"1,242",-0.23
92,94,Stuart Appleby,88,65.21,986,"1,512",-0.23
93,95,Erik Compton,74,65.09,867,"1,332",-0.25
94,96,Marc Leishman,77,65.08,902,"1,386",-0.24
95,97,Ángel Cabrera,73,64.99,854,"1,314",-0.24
96,98,Jason Day,86,64.93,935,"1,440",-0.28
97,99,Bob Estes,66,64.90,771,"1,188",-0.25
98,100,Jeff Overton,78,64.89,911,"1,404",-0.28
99,101,Martin Kaymer,61,64.85,677,"1,044",-0.24
100,102,Troy Matteson,68,64.81,770,"1,188",-0.22
101,103,David Hearn,88,64.71,"1,025","1,584",-0.28
101,103,James Hahn,78,64.71,862,"1,332",-0.29
103,105,Morgan Hoffmann,64,64.67,745,"1,152",-0.29
104,106,Scott Stallings,79,64.63,919,"1,422",-0.26
105,107,Charlie Beljan,62,64.61,721,"1,116",-0.24
106,108,Rod Pampling,46,64.55,488,756,-0.24
107,109,"Ted Potter, Jr.",65,64.48,708,"1,098",-0.24
108,110,Daniel Summerhays,83,64.46,963,"1,494",-0.29
109,111,Jason Bohn,70,64.44,812,"1,260",-0.28
110,112,Dicky Pride,71,64.43,777,"1,206",-0.23
111,113,Doug LaBelle II,72,64.37,811,"1,260",-0.27
112,114,Johnson Wagner,64,64.35,695,"1,080",-0.19
113,115,Chris Stroud,88,64.33,"1,019","1,584",-0.27
114,116,Ryan Moore,72,64.32,822,"1,278",-0.25
115,117,Seung-Yul Noh,71,64.26,775,"1,206",-0.25
116,118,Russell Henley,80,64.25,902,"1,404",-0.28
117,119,Scott Gardiner,61,64.12,681,"1,062",-0.24
118,120,Scott Brown,65,64.10,750,"1,170",-0.25
118,120,Fabián Gómez,65,64.10,750,"1,170",-0.27
120,122,Scott Langley,79,64.00,864,"1,350",-0.23
121,123,Ben Crane,62,63.98,668,"1,044",-0.23
122,124,Derek Ernst,58,63.89,667,"1,044",-0.23
123,125,Ben Curtis,59,63.84,655,"1,026",-0.20
124,126,James Driscoll,76,63.81,827,"1,296",-0.28
125,127,Patrick Reed,83,63.79,953,"1,494",-0.28
126,128,Bud Cauley,67,63.76,723,"1,134",-0.25
127,129,Sangmoon Bae,83,63.72,952,"1,494",-0.28
128,130,Bryce Molder,82,63.68,917,"1,440",-0.29
129,131,Shawn Stefani,63,63.67,722,"1,134",-0.25
130,132,David Toms,49,63.64,504,792,-0.24
130,132,Martin Laird,68,63.64,779,"1,224",-0.23
132,134,Luke Guthrie,82,63.62,939,"1,476",-0.24
133,135,David Mathis,71,63.60,767,"1,206",-0.23
134,136,Rickie Fowler,75,63.59,847,"1,332",-0.28
135,137,Vaughn Taylor,50,63.53,526,828,-0.28
136,138,Ian Poulter,59,63.52,606,954,-0.23
137,139,Jin Park,52,63.44,571,900,-0.23
138,140,David Lingmerth,68,63.24,774,"1,224",-0.26
139,141,Robert Karlsson,56,63.14,591,936,-0.22
140,142,Justin Leonard,86,63.11,977,"1,548",-0.28
141,143,Ken Duke,87,63.09,988,"1,566",-0.24
142,144,Bobby Gates,49,62.84,509,810,-0.20
143,148,D.A. Points,87,62.77,983,"1,566",-0.25
144,145,Y.E. Yang,56,62.70,632,"1,008",-0.23
144,145,Graeme McDowell,53,62.70,553,882,-0.23
146,147,Brian Harman,89,62.61,958,"1,530",-0.26
147,149,David Lynn,70,62.48,776,"1,242",-0.24
148,151,Robert Allenby,58,62.40,629,"1,008",-0.23
149,152,Luke List,65,62.39,685,"1,098",-0.26
150,153,Scott Piercy,78,62.30,841,"1,350",-0.28
151,154,Alistair Presnell,59,62.28,639,"1,026",-0.23
152,155,Aaron Watkins,46,62.25,493,792,-0.25
153,156,Darron Stiles,51,62.24,549,882,-0.23
154,157,Carl Pettersson,82,62.22,896,"1,440",-0.27
155,158,Geoff Ogilvy,57,62.18,638,"1,026",-0.21
156,150,Luke Donald,60,62.16,649,"1,044",-0.28
157,159,Brian Davis,91,62.15,"1,018","1,638",-0.29
158,160,Casey Wittenberg,72,62.14,783,"1,260",-0.21
159,161,Tim Clark,64,62.02,681,"1,098",-0.25
160,162,Sean O'Hair,56,62.00,625,"1,008",-0.22
161,163,Steven Bowditch,67,61.97,725,"1,170",-0.27
162,164,Michael Thompson,66,61.78,734,"1,188",-0.22
163,165,Ernie Els,63,61.74,689,"1,116",-0.27
164,166,Colt Knost,69,61.71,722,"1,170",-0.24
165,167,Freddie Jacobson,63,61.67,666,"1,080",-0.27
165,167,Lee Williams,62,61.67,666,"1,080",-0.22
167,169,Greg Chalmers,77,61.64,810,"1,314",-0.30
168,171,Andres Romero,63,61.30,651,"1,062",-0.29
169,172,Peter Hanson,45,61.24,474,774,-0.28
170,173,Justin Bolli,59,61.11,605,990,-0.23
170,173,Stephen Ames,49,61.11,539,882,-0.27
172,175,Tommy Gainey,84,61.04,923,"1,512",-0.25
173,176,Jonas Blixt,76,60.89,833,"1,368",-0.25
174,177,Padraig Harrington,52,60.88,537,882,-0.23
175,178,Tom Gillis,69,60.68,710,"1,170",-0.23
176,179,Charlie Wi,75,60.56,774,"1,278",-0.29
177,180,Tim Herron,45,59.75,484,810,-0.24
178,182,Aaron Baddeley,68,58.00,689,"1,188",-0.31
179,183,Mike Weir,60,56.90,594,"1,044",-0.27
180,184,Brian Gay,79,56.68,806,"1,422",-0.27
