RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG,TOTAL DISTANCE,TOTAL DRIVES
41,42,Rickie Fowler,78,300.3,"43,245",144
43,42,Billy Horschel,88,300.1,"51,610",172
44,44,Keegan Bradley,104,299.8,"58,759",196
45,45,Bryson DeChambeau,91,299.4,"53,302",178
46,46,Andres Gonzales,73,299.2,"41,289",138
47,47,Charl Schwartzel,63,299.1,"33,499",112
48,53,Patrick Cantlay,52,298.9,"28,699",96
49,49,Charley Hoffman,112,298.7,"64,521",216
50,49,Lucas Glover,93,298.6,"53,752",180
50,48,Marc Leishman,94,298.6,"51,354",172
52,51,Seung-Yul Noh,91,298.5,"51,943",174
53,54,Seamus Power,86,298.1,"47,702",160
54,52,Russell Henley,99,298.0,"57,811",194
54,55,Rick Lamb,54,298.0,"29,798",100
56,56,Matt Every,76,297.7,"41,672",140
57,57,Scott Stallings,81,297.6,"45,832",154
58,59,Paul Casey,94,297.5,"48,794",164
58,58,Sean O'Hair,84,297.5,"47,604",160
60,60,Cody Gribble,79,297.2,"45,770",154
61,61,Anirban Lahiri,72,297.0,"40,391",136
62,62,Charles Howell III,86,296.9,"46,318",156
62,62,Martin Laird,83,296.9,"49,291",166
62,66,Daniel Berger,91,296.9,"46,319",156
65,64,Stewart Cink,93,296.7,"55,185",186
66,65,Kyle Stanley,104,296.5,"59,304",200
67,67,Sung Kang,104,296.4,"58,094",196
67,67,Shane Lowry,52,296.4,"26,680",90
69,69,Louis Oosthuizen,69,296.3,"34,376",116
70,70,Brian Campbell,55,296.0,"30,188",102
70,70,Sebastián Muñoz,51,296.0,"29,004",98
72,72,Scott Piercy,70,295.9,"34,911",118
72,72,Bud Cauley,92,295.9,"52,083",176
74,74,Jimmy Walker,68,295.7,"36,073",122
75,75,Jordan Spieth,85,295.6,"46,114",156
75,76,Patrick Reed,107,295.6,"54,383",184
77,76,J.T. Poston,95,295.5,"51,412",174
78,80,Jason Dufner,89,294.6,"48,311",164
79,78,Hunter Mahan,73,294.5,"41,814",142
80,79,Dominic Bozzelli,69,294.4,"38,278",130
81,80,Mackenzie Hughes,106,294.3,"61,211",208
81,80,Robert Streb,98,294.3,"52,980",180
83,83,J.J. Henry,92,294.1,"50,585",172
84,84,Shawn Stefani,72,294.0,"39,985",136
84,84,Kevin Streelman,90,294.0,"51,736",176
86,86,Morgan Hoffmann,92,293.9,"51,728",176
86,86,James Hahn,96,293.9,"54,083",184
88,88,Sam Saunders,76,293.6,"41,097",140
89,89,Julián Etulain,68,293.5,"36,978",126
89,89,Phil Mickelson,85,293.5,"46,956",160
91,91,Emiliano Grillo,90,293.3,"46,342",158
92,92,Patton Kizzire,84,293.0,"44,531",152
92,92,Bill Haas,92,293.0,"47,460",162
94,94,Aaron Baddeley,61,292.6,"31,014",106
94,94,Cameron Smith,86,292.6,"47,989",164
96,96,Cameron Percy,71,292.5,"38,027",130
96,96,Jim Herman,77,292.5,"41,536",142
98,98,Francesco Molinari,75,292.4,"39,762",136
99,99,Gonzalo Fernandez-Castaño,63,292.1,"32,720",112
100,100,Branden Grace,70,292.0,"32,115",110
101,101,Kelly Kraft,75,291.9,"41,453",142
102,102,Retief Goosen,52,291.8,"26,843",92
103,104,Rafa Cabrera Bello,63,291.7,"30,341",104
103,104,Ben Martin,86,291.7,"46,087",158
105,107,Nick Taylor,97,291.6,"55,408",190
105,107,Rory Sabbatini,71,291.6,"37,911",130
107,109,J.J. Spaun,92,291.5,"50,146",172
108,104,Adam Hadwin,98,291.3,"54,762",188
109,110,Blayne Barber,77,291.2,"41,355",142
109,110,Richy Werenski,81,291.2,"43,102",148
111,113,Danny Lee,93,291.1,"49,486",170
112,110,Pat Perez,93,290.9,"50,036",172
113,114,David Lingmerth,79,290.6,"41,269",142
114,115,Troy Merritt,82,290.2,"44,111",152
115,116,Whee Kim,74,290.0,"41,767",144
116,117,Boo Weekley,75,289.9,"42,332",146
116,119,Brian Harman,104,289.9,"55,653",192
118,119,Si Woo Kim,80,289.8,"38,827",134
119,121,Michael Kim,94,289.6,"52,130",180
120,122,Kevin Kisner,105,289.5,"52,101",180
121,123,Scott Brown,95,289.0,"52,591",182
122,124,Jonas Blixt,74,288.8,"40,435",140
122,124,Ryo Ishikawa,56,288.8,"30,035",104
124,126,Brett Stegmaier,78,288.7,"41,573",144
124,126,Camilo Villegas,76,288.7,"41,579",144
126,128,Russell Knox,75,288.6,"35,784",124
127,129,Brad Fritsch,56,288.3,"29,988",104
128,130,Miguel Angel Carballo,63,288.1,"32,849",114
128,130,Johnson Wagner,71,288.1,"36,299",126
130,132,Ryan Moore,82,288.0,"40,894",142
131,133,Rod Pampling,71,287.8,"40,864",142
132,134,Jonathan Randolph,68,287.7,"36,252",126
133,135,Steven Bowditch,59,287.3,"31,608",110
134,136,Tyrone Van Aswegen,105,287.2,"53,412",186
134,136,Cheng Tsung Pan,88,287.2,"49,405",172
136,138,Daniel Summerhays,100,287.1,"51,675",180
136,138,John Huh,92,287.1,"48,229",168
136,138,Nicholas Lindheim,58,287.1,"32,151",112
139,141,Chris Kirk,89,287.0,"47,637",166
140,142,Zach Johnson,81,286.9,"44,178",154
141,143,Chris Stroud,67,286.8,"33,847",118
142,144,Webb Simpson,102,286.5,"56,735",198
142,145,Geoff Ogilvy,80,286.5,"41,261",144
142,145,Derek Fathauer,81,286.5,"40,684",142
145,147,Brett Drewitt,57,286.4,"30,356",106
146,148,Kyle Reifers,96,286.1,"48,062",168
147,149,Chad Campbell,97,285.6,"53,121",186
148,154,Matt Kuchar,95,285.4,"50,231",176
149,150,William McGirt,89,285.2,"47,349",166
149,150,Chez Reavie,98,285.2,"51,905",182
151,152,Fabián Gómez,61,285.1,"33,638",118
151,152,Tom Hoge,54,285.1,"26,226",92
153,155,Ricky Barnes,100,284.9,"50,148",176
154,156,Michael Thompson,60,284.8,"31,903",112
155,157,Ernie Els,52,284.7,"27,329",96
156,158,Ryan Blaum,100,284.1,"54,539",192
157,159,Mark Anderson,54,283.8,"29,512",104
158,160,Kevin Na,86,283.7,"41,991",148
159,161,Ian Poulter,72,283.5,"36,282",128
160,162,Mark Hubbard,81,282.7,"39,581",140
161,164,Vaughn Taylor,90,282.4,"47,446",168
162,165,Peter Malnati,91,282.3,"45,737",162
163,166,K.J. Choi,72,282.2,"34,993",124
164,167,Alex Cejka,85,282.1,"41,184",146
165,168,Brandt Snedeker,53,281.6,"28,156",100
166,169,Chad Collins,66,281.4,"34,898",124
167,171,David Hearn,93,281.0,"45,517",162
168,172,Cameron Tringale,89,280.9,"44,390",158
169,173,Roberto Castro,70,280.5,"35,906",128
169,173,Steve Wheatcroft,51,280.5,"26,370",94
171,175,Carl Pettersson,63,280.2,"33,066",118
172,176,Wesley Bryan,95,279.8,"50,917",182
173,177,Tim Wilkinson,64,279.5,"32,427",116
173,177,Graeme McDowell,56,279.5,"31,307",112
175,179,Spencer Levin,89,279.0,"45,191",162
176,180,Ryan Armour,63,278.8,"32,898",118
177,181,Brian Gay,82,278.7,"43,483",156
178,182,Luke Donald,50,278.5,"26,732",96
178,182,Ben Crane,86,278.5,"44,000",158
180,184,D.A. Points,68,278.1,"37,816",136
181,185,Greg Chalmers,75,278.0,"39,470",142
182,186,Bryce Molder,74,277.0,"40,994",148
183,187,Steven Alker,69,276.9,"34,884",126
183,187,Billy Hurley III,80,276.9,"42,083",152
185,189,Jason Bohn,75,275.9,"39,180",142
186,190,Ken Duke,77,274.2,"38,939",142
187,191,Søren Kjeldsen,58,273.6,"24,621",90
188,192,Zac Blair,105,272.7,"51,820",190
189,193,Brian Stuard,93,272.6,"45,246",166
190,194,Jim Furyk,54,271.4,"27,687",102
