RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,EVENTS,MONEY,YTD VICTORIES
72,72,Patton Kizzire,27,"$1,468,624",
73,73,Webb Simpson,20,"$1,450,355",
74,74,Steve Stricker,15,"$1,418,647",
75,75,Danny Lee,28,"$1,405,722",
76,76,Jason Bohn,21,"$1,369,705",
77,77,Freddie Jacobson,26,"$1,354,196",
78,78,Bryce Molder,26,"$1,353,385",
79,79,Jerry Kelly,23,"$1,328,657",
80,80,K.J. Choi,22,"$1,328,448",
81,81,Harold Varner III,28,"$1,327,320",
82,82,Brian Harman,31,"$1,299,801",
83,83,Peter Malnati,32,"$1,298,945",1
84,84,Patrick Rodgers,28,"$1,290,336",
85,85,Russell Henley,25,"$1,228,347",
86,86,Martin Laird,24,"$1,224,680",
87,87,David Hearn,29,"$1,211,514",
88,88,Vijay Singh,22,"$1,210,104",
89,89,Ben Martin,28,"$1,205,730",
90,90,Spencer Levin,32,"$1,179,882",
91,91,Chad Campbell,28,"$1,168,073",
92,92,Ricky Barnes,29,"$1,158,800",
93,93,Scott Brown,27,"$1,143,452",
94,94,Jonas Blixt,26,"$1,115,322",
95,95,Chez Reavie,27,"$1,086,964",
96,96,Brett Stegmaier,29,"$1,086,714",
97,97,Johnson Wagner,26,"$1,083,787",
98,98,Francesco Molinari,18,"$1,083,155",
99,99,Andrew Loupe,27,"$1,075,276",
100,100,Adam Hadwin,27,"$1,067,809",
101,101,Cameron Tringale,25,"$1,064,066",
102,102,Hudson Swafford,30,"$1,027,314",
103,103,Tyrone Van Aswegen,31,"$1,025,632",
104,104,Robert Garrigus,21,"$1,024,900",
105,105,John Huh,28,"$1,007,219",
106,106,Robert Streb,27,"$1,003,363",
107,107,Boo Weekley,26,"$991,660",
108,108,John Senden,28,"$989,841",
109,109,Sung Kang,29,"$979,576",
110,110,Lucas Glover,23,"$948,927",
111,111,Troy Merritt,26,"$922,707",
112,112,Graham DeLaet,21,"$908,557",
113,113,Zac Blair,31,"$903,459",
114,114,Keegan Bradley,26,"$899,985",
115,115,Derek Fathauer,30,"$898,430",
116,116,Anirban Lahiri,21,"$835,171",
117,117,David Toms,19,"$774,522",
118,118,Ken Duke,20,"$773,025",
119,119,Blayne Barber,27,"$768,585",
120,120,Steve Marino,24,"$768,200",
121,121,Bud Cauley,14,"$760,430",
122,122,Luke List,27,"$751,001",
123,123,Retief Goosen,16,"$745,735",
124,124,Chad Collins,26,"$734,548",
125,125,Morgan Hoffmann,25,"$717,890",
126,126,Matt Jones,27,"$712,723",
127,127,Tim Wilkinson,22,"$708,623",
128,128,Shawn Stefani,29,"$698,102",
129,129,Scott Stallings,27,"$697,434",
130,130,Greg Chalmers,12,"$695,188",1
131,131,Whee Kim,27,"$682,662",
132,132,Will Wilcox,23,"$676,841",
133,133,Michael Kim,29,"$664,539",
134,134,Seung-Yul Noh,28,"$661,711",
135,135,Padraig Harrington,16,"$654,929",
136,136,Mark Hubbard,30,"$642,942",
137,137,Hiroshi Iwata,29,"$634,862",
138,138,Nick Taylor,26,"$628,756",
139,139,Ben Crane,27,"$607,892",
140,140,Steve Wheatcroft,26,"$601,164",
141,141,Chris Stroud,27,"$599,176",
142,142,Kyle Stanley,28,"$580,734",
143,143,Andres Gonzales,28,"$579,667",
144,144,Martin Piller,22,"$570,740",
145,145,Tom Hoge,26,"$561,559",
146,146,Ernie Els,21,"$559,024",
147,147,Bronson Burgoon,27,"$557,020",
148,148,Michael Thompson,23,"$521,983",
149,149,Jamie Donaldson,13,"$520,052",
150,150,Tyler Aldridge,28,"$517,738",
151,151,Sam Saunders,24,"$510,079",
152,152,Chesson Hadley,27,"$503,993",
153,153,Stuart Appleby,23,"$500,214",
154,154,Greg Owen,29,"$484,955",
155,155,Cameron Smith,24,"$477,843",
156,156,Rob Oppenheim,21,"$462,427",
157,157,Steven Bowditch,26,"$458,891",
158,158,Camilo Villegas,27,"$450,056",
159,159,Brice Garnett,15,"$446,565",
160,160,Stewart Cink,19,"$437,855",
161,161,Luke Guthrie,19,"$427,442",
162,162,Jason Gore,27,"$416,654",
163,163,Will MacKenzie,26,"$416,033",
164,164,Brendon de Jonge,30,"$415,583",
165,165,Jeff Overton,25,"$410,246",
166,166,Kelly Kraft,20,"$403,437",
167,167,Geoff Ogilvy,22,"$397,595",
168,168,Scott Langley,22,"$380,025",
169,169,Andrew Landry,18,"$373,980",
170,170,Ian Poulter,13,"$370,256",
171,171,Thomas Aiken,23,"$347,686",
172,172,Wes Roach,21,"$342,098",
173,173,Scott Pinckney,29,"$332,533",
174,174,Cameron Percy,15,"$313,456",
175,175,Mark Wilson,21,"$306,866",
176,176,D.A. Points,18,"$305,250",
177,177,Dawie van der Walt,25,"$301,697",
178,178,Tim Herron,14,"$297,238",
179,179,Henrik Norlander,21,"$290,889",
180,180,Justin Leonard,13,"$288,428",
181,181,J.J. Henry,24,"$280,674",
182,182,Brian Gay,13,"$280,619",
183,183,Ángel Cabrera,22,"$277,118",
184,184,Carlos Ortiz,29,"$263,466",
185,185,Erik Compton,24,"$247,903",
186,186,Miguel Angel Carballo,18,"$240,509",
187,187,Hunter Mahan,22,"$230,694",
188,188,D.J. Trahan,14,"$225,751",
189,189,Davis Love III,15,"$222,422",
190,190,George McNeill,23,"$213,895",
191,191,Andres Romero,14,"$195,262",
192,192,Derek Ernst,20,"$190,736",
193,193,Nick Watney,5,"$189,880",
194,194,Wesley Bryan,4,"$178,729",
195,195,D.H. Lee,22,"$174,683",
196,196,John Merrick,12,"$162,969",
197,197,Abraham Ancer,19,"$162,811",
198,198,Matt Every,17,"$158,453",
199,199,Rhein Gibson,20,"$155,578",
200,200,Rory Sabbatini,20,"$150,236",
201,201,Rod Pampling,18,"$142,433",
202,202,Alex Prugh,13,"$135,437",
203,203,Tim Clark,7,"$110,361",
204,204,Shane Bertsch,9,"$105,493",
205,205,Dicky Pride,21,"$101,456",
206,206,Lucas Lee,16,"$98,965",
207,207,Tom Gillis,12,"$93,242",
208,208,Bernhard Langer,2,"$89,000",
209,209,Marc Turnesa,10,"$82,384",
210,210,Brendon Todd,29,"$75,772",
211,211,John Rollins,9,"$74,084",
212,212,Eric Axley,7,"$71,563",
213,213,Carl Pettersson,22,"$66,986",
214,214,Michael Putnam,7,"$65,600",
215,215,Ryo Ishikawa,6,"$62,102",
216,216,Darron Stiles,17,"$60,197",
217,217,Michael Bradley,8,"$60,114",
218,218,Cameron Beckman,12,"$59,191",
219,219,Jonathan Byrd,6,"$58,655",
220,220,Darren Clarke,4,"$51,489",
221,221,Pat Perez,11,"$47,840",
222,222,Ted Purdy,9,"$42,027",
223,223,Billy Mayfair,7,"$39,720",
224,224,Steve Flesch,6,"$36,062",
225,225,Rocco Mediate,2,"$32,000",
226,226,Frank Lickliter II,9,"$28,986",
227,227,Arjun Atwal,6,"$28,598",
228,228,Brian Davis,9,"$27,880",
229,229,Troy Matteson,3,"$26,248",
230,230,Robert Allenby,23,"$25,271",
231,231,Larry Mize,1,"$24,900",
232,232,Mark O'Meara,2,"$20,573",
233,233,Charlie Wi,5,"$20,556",
234,234,Trevor Immelman,11,"$20,509",
235,235,Marco Dawson,1,"$19,848",
236,236,Fred Funk,4,"$18,662",
237,237,Shaun Micheel,3,"$17,760",
238,238,Rich Beem,1,"$17,450",
239,239,Mark Hensby,5,"$17,344",
240,240,Tim Petrovic,7,"$17,142",
241,241,Jarrod Lyle,10,"$15,884",
242,242,Bo Van Pelt,5,"$15,392",
243,243,John Peterson,3,"$13,020",
244,244,Ben Curtis,5,"$12,691",
245,245,Charlie Beljan,13,"$11,160",
246,246,Kent Jones,1,"$9,792",
247,247,Omar Uresti,4,"$7,910",
248,248,Tommy Gainey,4,"$7,872",
249,249,Matt Bettencourt,5,"$6,195",
