RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,EVENTS,MONEY,YTD VICTORIES
1,1,Dustin Johnson,22,"$9,365,185",3
2,2,Jason Day,20,"$8,045,112",3
3,3,Adam Scott,20,"$6,473,090",2
4,7,Rory McIlroy,18,"$5,790,585",2
5,4,Patrick Reed,28,"$5,679,575",1
6,5,Jordan Spieth,21,"$5,538,470",2
7,6,Russell Knox,25,"$4,885,906",2
8,13,Kevin Chappell,27,"$4,501,050",
9,10,Hideki Matsuyama,23,"$4,193,954",1
10,8,Jimmy Walker,25,"$4,148,546",1
11,11,Justin Thomas,28,"$4,126,366",1
12,9,Phil Mickelson,22,"$4,022,628",
13,12,Brandt Snedeker,27,"$3,960,142",1
14,15,Paul Casey,22,"$3,885,560",
15,14,Matt Kuchar,26,"$3,819,678",
16,25,Ryan Moore,23,"$3,701,034",1
17,16,William McGirt,28,"$3,614,972",1
18,21,Bubba Watson,19,"$3,492,842",1
19,19,Kevin Na,26,"$3,441,291",
20,20,Kevin Kisner,27,"$3,424,354",1
21,17,Henrik Stenson,14,"$3,397,373",1
22,23,Emiliano Grillo,25,"$3,371,705",1
23,18,Brooks Koepka,21,"$3,322,393",
24,24,Daniel Berger,26,"$3,290,764",1
25,22,Sergio Garcia,15,"$3,242,156",1
26,28,Si Woo Kim,34,"$3,086,369",1
27,29,J.B. Holmes,22,"$2,969,608",
28,30,Charl Schwartzel,19,"$2,936,027",1
29,26,Scott Piercy,24,"$2,905,349",
30,32,Jason Dufner,28,"$2,879,884",1
31,27,Branden Grace,18,"$2,878,868",1
32,31,Rickie Fowler,23,"$2,713,563",
33,33,Graeme McDowell,21,"$2,596,170",1
34,38,Roberto Castro,27,"$2,520,574",
35,34,Smylie Kaufman,28,"$2,508,174",1
36,40,Jhonattan Vegas,27,"$2,478,980",1
37,35,Louis Oosthuizen,17,"$2,422,079",
38,42,Gary Woodland,26,"$2,392,044",
39,36,Bill Haas,24,"$2,390,199",
40,37,James Hahn,26,"$2,367,521",1
41,39,Charley Hoffman,26,"$2,350,239",1
42,41,Fabián Gómez,26,"$2,227,040",1
43,43,Jim Herman,29,"$2,091,274",1
44,44,Justin Rose,18,"$2,085,365",
45,45,Daniel Summerhays,28,"$2,045,968",
46,46,Harris English,27,"$2,014,283",
47,47,Charles Howell III,25,"$1,974,962",
48,48,Jamie Lovemark,27,"$1,940,890",
49,49,Danny Willett,9,"$1,938,132",1
50,50,Jason Kokrak,28,"$1,934,250",
51,51,Jon Curran,30,"$1,902,481",
52,52,David Lingmerth,24,"$1,863,783",
53,53,Tony Finau,28,"$1,814,790",1
54,54,Ryan Palmer,23,"$1,794,141",
55,55,Billy Hurley III,20,"$1,770,400",1
56,56,Chris Kirk,28,"$1,762,335",
57,57,Billy Horschel,20,"$1,744,571",
58,58,Zach Johnson,24,"$1,718,703",
59,71,Sean O'Hair,27,"$1,702,713",
60,59,Brian Stuard,20,"$1,666,014",1
61,60,Aaron Baddeley,28,"$1,644,915",1
62,61,Vaughn Taylor,24,"$1,640,750",1
63,62,Luke Donald,23,"$1,634,515",
64,63,Kevin Streelman,26,"$1,601,177",
65,64,Colt Knost,26,"$1,594,587",
66,65,Brendan Steele,25,"$1,589,266",
67,66,Shane Lowry,17,"$1,585,436",
68,67,Marc Leishman,25,"$1,566,824",
69,68,Alex Cejka,22,"$1,566,308",
70,69,Kyle Reifers,34,"$1,539,578",
71,70,Jim Furyk,14,"$1,538,204",
