RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:PUTTING,MEASURED ROUNDS
59,57,Brett Quigley,102,.205,18.030,88
60,58,Danny Ellis,81,.204,14.096,69
61,59,Luke Donald,72,.199,12.358,62
62,55,Rory Sabbatini,89,.193,14.247,74
63,62,Paul Azinger,75,.185,12.016,65
63,62,Scott Simpson,55,.185,9.432,51
65,64,Brian Kortan,65,.183,10.434,57
66,65,Davis Love III,85,.181,11.016,61
67,60,Steve Flesch,109,.180,14.798,82
68,67,Joe Ogilvie,104,.177,15.052,85
69,69,Hidemichi Tanaka,89,.165,12.864,78
70,70,Dan Olsen,75,.163,10.615,65
71,71,Mike Heinen,53,.160,8.180,51
72,72,John Rollins,90,.159,11.456,72
73,73,Todd Fischer,104,.158,14.503,92
74,74,Dennis Paulson,71,.150,9.883,66
74,74,Daniel Chopra,108,.150,13.779,92
76,76,Bob Burns,88,.145,11.310,78
77,77,Billy Andrade,104,.142,13.024,92
78,79,Ernie Els,62,.124,5.075,41
79,80,Chris Riley,78,.122,6.458,53
80,82,Chris DiMarco,105,.121,9.291,77
81,81,Tim Herron,84,.120,7.915,66
82,83,Craig Parry,52,.113,4.173,37
83,84,Shaun Micheel,93,.109,7.633,70
84,89,Stuart Appleby,84,.107,6.327,59
85,85,Olin Browne,92,.106,8.399,79
85,85,Jay Delsing,76,.106,6.752,64
87,87,Pat Bates,99,.100,9.016,90
88,93,John Daly,79,.095,6.385,67
89,88,Kirk Triplett,88,.072,4.743,66
90,90,J.J. Henry,103,.063,5.702,91
91,91,Craig Bowden,83,.061,4.585,75
92,98,Fred Funk,97,.051,4.231,83
93,93,Danny Briggs,85,.042,3.156,75
94,96,Tom Pernice Jr.,103,.040,3.419,86
95,97,Tim Clark,84,.038,2.684,71
96,78,K.J. Choi,83,.033,2.077,63
97,98,Matt Kuchar,83,.029,2.216,77
98,100,Russ Cochran,61,.028,1.524,55
99,93,Jay Haas,84,.027,1.676,61
100,101,Kent Jones,99,.026,2.271,87
101,102,Hank Kuehne,91,.024,2.050,84
102,103,Deane Pappas,72,.021,1.330,64
103,104,Cameron Beckman,99,.018,1.534,87
103,104,Rod Pampling,98,.018,1.380,78
105,106,Charles Howell III,104,.002,.143,76
106,107,Alex Cejka,76,-.006,-.360,57
107,109,Neal Lancaster,106,-.016,-1.448,93
107,109,J.P. Hayes,79,-.016,-.999,64
109,111,Dudley Hart,60,-.021,-.969,46
110,112,Cliff Kresge,89,-.022,-1.682,75
111,113,Bart Bryant,73,-.030,-1.923,65
112,114,Arjun Atwal,85,-.034,-2.537,75
113,115,Kevin Sutherland,86,-.045,-3.032,67
114,116,John Cook,57,-.047,-2.245,48
115,117,Ken Duke,89,-.051,-4.058,80
116,118,Steve Elkington,64,-.052,-2.928,56
116,118,Spike McRoy,93,-.052,-4.019,77
118,120,Guy Boros,64,-.056,-3.327,59
119,121,Ted Purdy,114,-.058,-5.960,103
120,123,Arron Oberholser,77,-.067,-4.144,62
121,92,Kenny Perry,79,-.069,-4.284,62
122,124,Jason Dufner,79,-.074,-5.353,72
123,125,Esteban Toledo,92,-.076,-6.060,80
124,126,Blaine McCallister,68,-.080,-4.966,62
124,126,Rich Barcelo,67,-.080,-4.710,59
126,129,Ryan Palmer,103,-.082,-7.375,90
127,130,Robert Gamez,103,-.084,-7.542,90
128,108,Phil Mickelson,83,-.087,-4.713,54
129,128,Vijay Singh,112,-.089,-7.937,89
130,131,Tommy Armour III,87,-.090,-6.843,76
131,133,John Senden,99,-.097,-8.329,86
132,122,David Toms,80,-.099,-5.823,59
133,134,Kris Cox,73,-.104,-6.371,61
133,134,Chris Couch,55,-.104,-4.788,46
133,134,Mark Wilson,62,-.104,-6.016,58
136,138,Bob Estes,73,-.124,-6.300,51
137,139,Mark Calcavecchia,79,-.125,-7.519,60
138,140,Jay Williamson,100,-.128,-11.561,90
138,140,Hirofumi Miyase,65,-.128,-7.323,57
140,137,Carlos Franco,99,-.134,-12.076,90
141,143,John Riegger,53,-.135,-6.614,49
142,144,Scott Hoch,52,-.141,-6.471,46
142,144,Kevin Na,100,-.141,-12.104,86
144,146,Jeff Maggert,60,-.143,-7.135,50
145,147,Tripp Isenhour,55,-.145,-6.825,47
145,147,Mathias Grönberg,91,-.145,-10.758,74
147,149,Craig Perks,75,-.147,-9.289,63
147,149,Steve Allan,102,-.147,-12.929,88
149,151,Steve Lowery,91,-.160,-11.827,74
150,152,Steve Pate,71,-.165,-10.054,61
151,153,Briny Baird,100,-.167,-13.505,81
152,154,Ben Curtis,56,-.174,-7.150,41
153,155,J.L. Lewis,106,-.184,-16.377,89
154,156,Justin Leonard,90,-.186,-12.112,65
154,142,Chad Campbell,100,-.186,-14.339,77
156,157,Notah Begay III,71,-.195,-12.279,63
157,158,Tom Lehman,70,-.201,-11.639,58
158,159,Jason Bohn,98,-.205,-18.043,88
159,160,D.J. Brigman,79,-.213,-14.681,69
160,161,David Branshaw,84,-.225,-16.208,72
161,162,Bernhard Langer,59,-.229,-9.619,42
162,163,Justin Rose,77,-.231,-14.543,63
163,164,Pat Perez,102,-.241,-20.692,86
164,165,Jeff Brehaut,106,-.242,-22.740,94
165,166,Andre Stolz,53,-.246,-11.785,48
166,167,Robert Allenby,93,-.267,-19.243,72
167,168,Scott Hend,81,-.268,-18.774,70
168,169,Jonathan Kaye,79,-.269,-16.697,62
169,170,Joey Sindelar,100,-.272,-24.212,89
170,171,Jeff Sluman,98,-.281,-23.053,82
170,171,Roger Tambellini,81,-.281,-19.692,70
172,173,Chris Smith,105,-.282,-26.230,93
173,174,Gene Sauers,83,-.302,-22.028,73
174,175,Heath Slocum,92,-.312,-25.914,83
174,175,Lucas Glover,95,-.312,-26.168,84
176,177,Lee Janzen,84,-.319,-22.320,70
177,178,Craig Barlow,80,-.344,-23.726,69
178,179,Niclas Fasth,61,-.357,-18.581,52
179,180,Grant Waite,79,-.366,-24.879,68
180,181,Vaughn Taylor,84,-.387,-29.798,77
181,182,Robert Damron,92,-.392,-32.964,84
182,183,Billy Mayfair,109,-.405,-37.644,93
183,184,Dicky Pride,66,-.408,-24.069,59
184,185,Joe Durant,85,-.426,-32.344,76
185,186,Fred Couples,54,-.437,-19.241,44
186,187,Omar Uresti,85,-.438,-33.309,76
186,187,Rich Beem,81,-.438,-26.701,61
188,189,Peter Lonard,68,-.502,-27.096,54
189,190,Roland Thatcher,66,-.511,-31.190,61
190,192,Mark Brooks,72,-.518,-29.530,57
191,193,Woody Austin,94,-.527,-43.705,83
192,191,Sergio Garcia,65,-.573,-28.638,50
193,194,Rocco Mediate,53,-.649,-23.377,36
194,195,John Huston,62,-.683,-30.724,45
195,196,Kevin Muncrief,50,-.824,-37.081,45
196,197,David Gossett,57,-.871,-44.418,51
