RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,GIR RANK
110,112,Graeme McDowell,56,36.5,"32,498.917",890,Under
110,115,Russell Henley,99,36.5,"55,789.167","1,530",1 Under
110,112,Julián Etulain,68,36.5,"33,087.833",906,Under
114,115,Miguel Angel Carballo,63,36.583333333333336,"28,085.500",767,Over
115,118,Seamus Power,86,36.666666666666664,"44,647.083","1,218",1 Under
115,118,Ricky Barnes,100,36.666666666666664,"50,168.667","1,369",Under
115,130,Patrick Cantlay,52,36.666666666666664,"30,188.333",824,1 Under
115,118,Bryson DeChambeau,91,36.666666666666664,"47,788.000","1,304",Under
119,121,Ian Poulter,72,36.75,"36,199.750",985,Under
119,121,Charley Hoffman,112,36.75,"60,765.083","1,654",1 Under
119,121,Kelly Kraft,75,36.75,"42,695.333","1,162",Over
119,121,Adam Scott,58,36.75,"27,474.917",748,Under
119,121,J.B. Holmes,83,36.75,"39,799.000","1,084",Under
124,126,Rory McIlroy,51,36.833333333333336,"23,460.917",637,Under
124,139,Tony Finau,106,36.833333333333336,"59,686.667","1,620",1 Under
124,126,Michael Thompson,60,36.833333333333336,"29,041.750",788,Over
124,126,Kevin Chappell,95,36.833333333333336,"47,231.667","1,281",Under
124,126,Sean O'Hair,84,36.833333333333336,"45,948.833","1,247",Under
129,130,Søren Kjeldsen,58,36.916666666666664,"22,233.333",602,Over
129,130,William McGirt,89,36.916666666666664,"47,228.083","1,279",Under
129,130,Morgan Hoffmann,92,36.916666666666664,"53,882.250","1,459",Under
129,130,Sung Kang,104,36.916666666666664,"53,828.500","1,458",Under
129,130,Ryan Blaum,100,36.916666666666664,"53,999.250","1,462",Under
129,130,Daniel Summerhays,100,36.916666666666664,"53,750.833","1,456",Under
129,130,Bubba Watson,71,36.916666666666664,"34,745.417",942,Under
129,130,Chad Collins,66,36.916666666666664,"35,588.583",963,Under
137,139,Spencer Levin,89,37.0,"44,204.750","1,196",Under
137,139,Cheng Tsung Pan,88,37.0,"50,103.333","1,355",Under
137,139,Andrew Loupe,55,37.0,"30,972.417",837,Over
137,139,James Hahn,96,37.0,"53,454.083","1,446",1 Under
137,139,Charles Howell III,86,37.0,"45,014.417","1,217",Under
137,139,Luke Donald,50,37.0,"28,445.750",768,Over
143,146,J.J. Henry,92,37.083333333333336,"49,797.083","1,343",Under
143,146,Ben Crane,86,37.083333333333336,"45,691.167","1,232",Under
143,146,Branden Grace,70,37.083333333333336,"31,143.500",840,Under
143,146,Louis Oosthuizen,69,37.083333333333336,"33,571.083",906,1 Under
147,150,Kyle Reifers,96,37.166666666666664,"49,061.417","1,319",Over
147,150,John Huh,92,37.166666666666664,"50,371.750","1,354",Under
147,150,Jonathan Randolph,68,37.166666666666664,"33,733.417",908,Over
147,150,Whee Kim,74,37.166666666666664,"41,168.500","1,108",Over
147,150,Sebastián Muñoz,51,37.166666666666664,"25,620.083",690,Under
152,156,Ryo Ishikawa,56,37.333333333333336,"28,389.583",761,Over
152,156,Martin Laird,83,37.333333333333336,"47,856.833","1,283",1 Under
152,156,Matt Every,76,37.333333333333336,"40,330.333","1,081",1 Over
155,164,Pat Perez,93,37.416666666666664,"48,757.917","1,304",1 Under
155,159,Dominic Bozzelli,69,37.416666666666664,"36,494.750",976,Over
155,159,Brandon Hagy,85,37.416666666666664,"45,980.583","1,230",1 Under
158,162,Greg Chalmers,75,37.5,"45,295.833","1,208",Over
158,162,Jason Kokrak,95,37.5,"55,366.333","1,478",Over
158,159,Jhonattan Vegas,95,37.5,"47,387.417","1,265",Under
161,164,Ryan Brehm,83,37.583333333333336,"43,515.250","1,157",Under
161,164,Cameron Tringale,89,37.583333333333336,"43,589.000","1,161",Under
161,164,Bryce Molder,74,37.583333333333336,"42,854.167","1,140",Over
164,168,Jason Day,71,37.666666666666664,"36,825.167",978,1 Under
165,169,Rafa Cabrera Bello,63,37.75,"30,748.833",815,Under
165,169,Kevin Tway,96,37.75,"50,033.583","1,325",Under
165,169,Ernie Els,52,37.75,"24,817.667",657,Over
168,169,Marc Leishman,94,37.833333333333336,"49,329.167","1,303",1 Under
168,173,Gonzalo Fernandez-Castaño,63,37.833333333333336,"29,764.250",786,Under
170,174,Nick Taylor,97,37.916666666666664,"56,435.000","1,488",Under
171,175,Seung-Yul Noh,91,38.0,"50,820.750","1,337",Under
172,176,Fabián Gómez,61,38.083333333333336,"34,354.250",903,Under
172,176,Carl Pettersson,63,38.083333333333336,"35,184.917",924,Over
174,178,Byeong Hun An,77,38.166666666666664,"38,898.833","1,020",Under
174,178,Robert Streb,98,38.166666666666664,"57,326.250","1,502",Under
176,186,Brooks Koepka,88,38.333333333333336,"45,457.417","1,186",1 Under
176,180,Charl Schwartzel,63,38.333333333333336,"32,969.917",861,Under
176,180,Jonas Blixt,74,38.333333333333336,"40,404.250","1,053",Over
179,182,Matt Jones,64,38.416666666666664,"35,046.167",912,Under
179,182,Steve Wheatcroft,51,38.416666666666664,"27,337.333",711,Under
179,182,Mackenzie Hughes,106,38.416666666666664,"65,917.583","1,715",Under
179,182,Cody Gribble,79,38.416666666666664,"47,625.667","1,239",Over
183,188,Patrick Reed,107,38.5,"57,716.250","1,500",1 Under
183,186,Aaron Baddeley,61,38.5,"31,542.167",820,Under
185,189,Jamie Lovemark,98,38.833333333333336,"55,234.750","1,421",1 Under
186,190,Patrick Rodgers,76,39.0,"45,799.167","1,175",Over
187,191,Rod Pampling,71,39.333333333333336,"46,227.083","1,176",Over
188,192,Si Woo Kim,80,39.416666666666664,"41,835.250","1,062",Over
189,193,Hunter Mahan,73,39.833333333333336,"42,019.333","1,055",Over
190,194,Steven Bowditch,59,40.333333333333336,"32,128.083",796,1 Over
