RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,GIR RANK
1,1,Ryan Armour,63,32.666666666666664,"28,609.667",876,Under
2,2,Nick Watney,75,33.083333333333336,"37,789.083","1,141",Under
3,3,Boo Weekley,75,33.166666666666664,"36,163.250","1,091",Under
4,4,Chez Reavie,98,33.333333333333336,"49,265.167","1,478",1 Under
4,5,Kyle Stanley,104,33.333333333333336,"55,868.417","1,676",1 Under
6,8,Dustin Johnson,77,33.416666666666664,"35,158.583","1,052",1 Under
7,6,Scott Stallings,81,33.583333333333336,"40,820.167","1,216",Under
7,6,Blayne Barber,77,33.583333333333336,"39,877.000","1,187",Under
9,8,Jim Furyk,54,33.666666666666664,"26,456.167",785,Under
10,8,Jordan Spieth,85,33.75,"40,953.333","1,214",2 Under
10,13,Webb Simpson,102,33.75,"50,488.167","1,495",1 Under
12,11,Kevin Na,86,33.916666666666664,"39,855.250","1,175",1 Under
12,11,Steven Alker,69,33.916666666666664,"30,770.333",907,Under
14,13,Tom Hoge,54,34.0,"23,582.833",693,Under
15,15,Chad Campbell,97,34.083333333333336,"51,650.667","1,517",1 Under
15,15,Vaughn Taylor,90,34.083333333333336,"45,895.917","1,346",1 Under
17,17,Jason Dufner,89,34.25,"44,134.417","1,288",1 Under
18,18,Brian Stuard,93,34.333333333333336,"42,216.167","1,231",Over
18,18,Rick Lamb,54,34.333333333333336,"23,197.667",675,Under
20,20,Robert Garrigus,78,34.416666666666664,"36,647.583","1,065",Under
20,20,Ben Martin,86,34.416666666666664,"43,021.250","1,251",Under
20,20,Scott Piercy,70,34.416666666666664,"30,035.167",872,Under
20,20,Johnson Wagner,71,34.416666666666664,"34,686.000","1,008",Under
24,24,Brett Drewitt,57,34.5,"26,419.833",765,Over
24,24,Rory Sabbatini,71,34.5,"32,566.167",944,Under
26,26,Graham DeLaet,82,34.583333333333336,"43,819.667","1,266",1 Under
27,27,Lucas Glover,93,34.666666666666664,"52,918.833","1,528",1 Under
27,27,Hudson Swafford,94,34.666666666666664,"47,038.167","1,356",Under
27,27,Russell Knox,75,34.666666666666664,"33,412.583",963,Under
30,30,Ken Duke,77,34.75,"37,005.250","1,064",Over
30,30,Richy Werenski,81,34.75,"37,952.250","1,092",Under
32,47,Hideki Matsuyama,83,34.833333333333336,"36,695.500","1,053",1 Under
33,32,David Hearn,93,34.916666666666664,"44,157.000","1,266",Under
33,32,Ryan Moore,82,34.916666666666664,"40,322.417","1,155",Under
33,32,Tyrone Van Aswegen,105,34.916666666666664,"49,932.833","1,430",Under
36,35,Brad Fritsch,56,35.0,"26,288.000",751,Over
36,35,Jason Bohn,75,35.0,"38,486.500","1,100",Over
36,35,Retief Goosen,52,35.0,"25,462.833",728,Under
36,35,Zach Johnson,81,35.0,"42,097.000","1,203",1 Under
36,35,Ryan Palmer,61,35.0,"30,519.167",872,Over
41,41,Brian Gay,82,35.083333333333336,"43,169.250","1,230",Under
41,41,Stewart Cink,93,35.083333333333336,"50,882.667","1,449",1 Under
41,41,Wesley Bryan,95,35.083333333333336,"48,008.333","1,367",Under
41,35,Kevin Kisner,105,35.083333333333336,"48,266.750","1,376",1 Under
41,41,Emiliano Grillo,90,35.083333333333336,"41,304.417","1,178",Under
41,41,Ollie Schniederjans,92,35.083333333333336,"50,768.333","1,446",1 Under
41,41,Mark Hubbard,81,35.083333333333336,"38,072.333","1,084",Even
48,47,Roberto Castro,70,35.166666666666664,"33,863.333",962,Over
48,68,Justin Thomas,86,35.166666666666664,"40,681.667","1,156",1 Under
50,60,Rickie Fowler,78,35.25,"39,330.500","1,117",1 Under
50,50,D.A. Points,68,35.25,"36,143.167","1,025",Even
50,53,Jon Rahm,90,35.25,"41,566.083","1,179",1 Under
50,50,Alex Cejka,85,35.25,"38,586.917","1,095",Under
50,68,Justin Rose,66,35.25,"33,120.917",939,1 Under
50,50,Tag Ridings,67,35.25,"31,407.333",891,Under
56,53,Chris Kirk,89,35.333333333333336,"43,940.500","1,244",Under
56,53,Bud Cauley,92,35.333333333333336,"51,927.833","1,468",1 Under
56,53,David Lingmerth,79,35.333333333333336,"43,404.917","1,228",Under
59,57,Zac Blair,105,35.416666666666664,"51,229.167","1,445",Under
59,57,Patton Kizzire,84,35.416666666666664,"45,320.833","1,279",Over
59,57,Tim Wilkinson,64,35.416666666666664,"28,892.000",815,Under
62,78,Paul Casey,94,35.5,"44,930.583","1,266",1 Under
62,60,Brett Stegmaier,78,35.5,"36,559.917","1,030",Over
62,60,Peter Malnati,91,35.5,"46,104.250","1,299",Under
65,63,Harold Varner III,101,35.583333333333336,"54,406.667","1,530",Under
65,63,Brendan Steele,89,35.583333333333336,"45,049.083","1,266",1 Under
65,63,Chris Stroud,67,35.583333333333336,"30,377.250",853,Under
65,63,Francesco Molinari,75,35.583333333333336,"37,448.167","1,053",1 Under
65,63,Kevin Streelman,90,35.583333333333336,"49,363.250","1,387",Under
65,75,Matt Kuchar,95,35.583333333333336,"49,126.000","1,379",1 Under
71,68,Trey Mullinax,88,35.666666666666664,"44,573.917","1,251",Under
71,68,Luke List,102,35.666666666666664,"54,600.583","1,532",1 Under
71,68,Danny Lee,93,35.666666666666664,"48,101.083","1,349",Under
71,68,Michael Kim,94,35.666666666666664,"53,230.833","1,493",1 Under
71,78,Daniel Berger,91,35.666666666666664,"43,936.167","1,233",1 Under
71,68,Keegan Bradley,104,35.666666666666664,"57,796.167","1,619",1 Under
77,75,Sam Saunders,76,35.75,"38,804.167","1,086",Under
77,75,Jimmy Walker,68,35.75,"31,872.500",892,Under
79,78,Martin Flores,88,35.833333333333336,"42,859.333","1,197",Under
79,78,Troy Merritt,82,35.833333333333336,"44,652.083","1,246",Under
79,78,Mark Anderson,54,35.833333333333336,"26,868.167",750,Under
79,78,Shane Lowry,52,35.833333333333336,"24,253.250",677,Under
79,78,Harris English,84,35.833333333333336,"45,872.333","1,279",Under
79,78,Cameron Smith,86,35.833333333333336,"44,913.250","1,254",1 Under
79,78,J.T. Poston,95,35.833333333333336,"46,635.667","1,302",Under
79,78,Cameron Percy,71,35.833333333333336,"35,191.167",981,Under
79,78,K.J. Choi,72,35.833333333333336,"34,556.750",965,Under
88,90,Grayson Murray,94,35.916666666666664,"54,244.167","1,509",Under
88,90,Smylie Kaufman,76,35.916666666666664,"39,937.917","1,112",Under
88,90,Derek Fathauer,81,35.916666666666664,"40,627.750","1,132",Over
88,90,Brandt Snedeker,53,35.916666666666664,"27,006.750",752,1 Under
88,90,Billy Hurley III,80,35.916666666666664,"44,147.750","1,230",Under
93,95,Bill Haas,92,36.0,"46,405.750","1,288",1 Under
93,95,Anirban Lahiri,72,36.0,"37,879.250","1,052",Over
93,95,Nicholas Lindheim,58,36.0,"28,137.250",782,Over
96,99,Jim Herman,77,36.083333333333336,"42,496.667","1,177",Under
96,78,Adam Hadwin,98,36.083333333333336,"50,866.167","1,409",1 Under
96,99,Andres Gonzales,73,36.083333333333336,"36,675.667","1,016",Under
96,99,Phil Mickelson,85,36.083333333333336,"44,647.167","1,236",1 Under
100,102,Geoff Ogilvy,80,36.166666666666664,"43,071.417","1,192",Under
100,102,Scott Brown,95,36.166666666666664,"50,035.000","1,382",Under
100,102,Camilo Villegas,76,36.166666666666664,"40,066.833","1,109",Under
100,102,Shawn Stefani,72,36.166666666666664,"38,528.583","1,066",Under
104,102,Gary Woodland,94,36.25,"43,943.917","1,212",1 Under
104,107,Brian Campbell,55,36.25,"26,389.917",728,Under
104,115,Sergio Garcia,65,36.25,"29,725.667",820,Under
107,108,Xander Schauffele,96,36.333333333333336,"47,757.000","1,314",1 Under
107,108,J.J. Spaun,92,36.333333333333336,"46,652.333","1,283",Under
107,108,Billy Horschel,88,36.333333333333336,"51,692.250","1,422",Under
110,108,Brian Harman,104,36.5,"55,852.500","1,529",1 Under
