RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG,TOTAL DISTANCE,TOTAL DRIVES
95,95,Tommy Armour III,58,287.3,"33,332",116
95,96,Jarrod Lyle,65,287.3,"32,756",114
97,102,Cameron Beckman,87,287.0,"47,650",166
97,100,Heath Slocum,95,287.0,"52,238",182
99,103,Woody Austin,84,286.9,"48,194",168
100,105,Kirk Triplett,60,286.4,"34,371",120
100,107,Derek Fathauer,63,286.4,"32,653",114
102,104,Webb Simpson,94,286.2,"53,814",188
102,107,Jason Dufner,90,286.2,"49,229",172
104,109,Steve Stricker,81,286.1,"45,210",158
104,106,Mark Calcavecchia,72,286.1,"41,204",144
106,110,Padraig Harrington,66,285.8,"37,156",130
107,110,Steve Elkington,70,285.3,"39,942",140
108,113,Jason Bohn,88,285.1,"50,171",176
109,118,Ben Crane,93,285.0,"53,001",186
109,114,Scott Sterling,51,285.0,"24,511",86
109,112,Casey Wittenberg,71,285.0,"35,913",126
112,117,Charlie Wi,92,284.9,"52,419",184
113,114,Todd Hamilton,83,284.8,"46,141",162
114,120,Jerry Kelly,90,284.7,"46,698",164
114,120,Scott McCarron,91,284.7,"51,824",182
114,114,Rich Beem,77,284.7,"39,295",138
117,118,Steve Flesch,77,284.4,"43,800",154
118,125,Mark Wilson,99,284.3,"54,008",190
119,126,Greg Chalmers,85,284.2,"43,770",154
119,123,Billy Mayfair,83,284.2,"47,172",166
119,122,David Toms,98,284.2,"53,427",188
122,123,Freddie Jacobson,83,284.1,"46,030",162
123,129,Nathan Green,104,283.5,"56,696",200
123,129,Bob Heintz,59,283.5,"31,182",110
123,128,Jay Williamson,69,283.5,"34,585",122
123,127,Justin Leonard,95,283.5,"51,600",182
127,131,Brian Davis,103,283.3,"56,092",198
128,135,Matt Kuchar,82,283.2,"46,447",164
129,136,Vaughn Taylor,88,283.1,"47,560",168
129,136,Bryce Molder,69,283.1,"34,537",122
129,133,Ken Duke,87,283.1,"49,251",174
129,131,Rocco Mediate,79,283.1,"42,469",150
133,138,Tim Petrovic,97,282.8,"53,730",190
133,139,Ian Poulter,59,282.8,"31,672",112
133,133,Eric Axley,71,282.8,"37,896",134
136,140,Kevin Na,91,282.7,"49,195",174
137,141,Bob Estes,78,282.6,"44,091",156
138,144,Briny Baird,89,282.1,"47,949",170
139,143,Lee Janzen,74,282.0,"38,354",136
140,141,Tom Pernice Jr.,82,281.9,"46,235",164
141,147,Kent Jones,73,281.3,"36,568",130
141,148,D.A. Points,99,281.3,"52,324",186
143,150,Zach Johnson,94,281.2,"51,742",184
143,148,Alex Cejka,82,281.2,"43,305",154
145,150,Scott Verplank,88,281.1,"47,223",168
146,144,Patrick Sheehan,51,281.0,"24,168",86
147,150,Jeff Klauk,97,280.9,"53,375",190
148,146,David Mathis,82,280.8,"42,689",152
149,153,Cliff Kresge,78,280.5,"40,394",144
150,157,Tim Clark,81,280.1,"43,697",156
150,157,K.J. Choi,65,280.1,"35,848",128
152,160,Jim Furyk,86,279.9,"46,471",166
153,155,Darron Stiles,52,279.8,"26,857",96
154,157,Chez Reavie,81,279.6,"43,065",154
154,160,Colt Knost,71,279.6,"35,234",126
154,155,Aron Price,89,279.6,"45,296",162
157,166,Marc Turnesa,77,279.5,"43,045",154
157,165,Ben Curtis,63,279.5,"34,661",124
157,160,Parker McLachlin,71,279.5,"39,682",142
157,154,Peter Lonard,86,279.5,"45,844",164
157,163,Chris DiMarco,97,279.5,"51,991",186
157,167,Joe Durant,62,279.5,"30,190",108
163,167,Mike Weir,85,279.3,"46,930",168
164,169,John Mallinger,90,279.1,"47,998",172
165,164,Spencer Levin,75,279.0,"39,611",142
166,170,Rick Price,54,278.6,"26,743",96
167,171,Chris Riley,77,278.5,"39,551",142
168,172,Ryuji Imada,85,278.4,"47,333",170
169,173,Brandt Snedeker,81,277.3,"42,703",154
170,174,Nick O'Hern,90,277.0,"47,639",172
171,175,Brendon Todd,53,276.2,"28,176",102
172,176,Paul Goydos,79,275.8,"42,475",154
173,177,Luke Donald,79,275.7,"41,901",152
174,178,Glen Day,79,275.0,"39,054",142
175,179,Bart Bryant,58,274.6,"29,652",108
176,180,Richard Johnson,85,274.0,"46,028",168
177,181,Jeff Quinney,78,273.4,"42,647",156
178,182,Greg Kraft,51,273.1,"25,669",94
179,183,Tom Lehman,55,272.2,"27,768",102
180,184,Brad Faxon,59,270.8,"31,950",118
181,185,Dean Wilson,81,270.3,"41,629",154
182,186,Mark Brooks,55,269.2,"25,309",94
183,187,Brian Gay,96,268.5,"49,400",184
184,188,Corey Pavin,73,259.0,"33,666",130
