RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,GIR RANK
1,1,Jim Furyk,71,31.416666666666668,"29,344.083",933,Under
2,2,Russell Knox,96,31.5,"49,110.083","1,557",1 Under
3,3,Jason Bohn,95,31.583333333333332,"49,287.917","1,560",1 Under
4,4,Lucas Glover,79,32.333333333333336,"41,733.333","1,291",Under
4,4,Jason Gore,76,32.333333333333336,"33,532.667","1,036",Under
4,4,Chez Reavie,56,32.333333333333336,"28,937.333",896,Under
7,7,Jim Herman,88,32.666666666666664,"45,057.167","1,380",Under
7,7,Stewart Cink,77,32.666666666666664,"38,692.250","1,183",Under
9,11,Paul Casey,87,32.75,"37,037.667","1,130",Under
9,9,Brian Stuard,97,32.75,"46,324.500","1,416",Under
9,9,Tom Hoge,83,32.75,"38,178.250","1,166",Under
12,11,Nicholas Thompson,90,32.916666666666664,"41,323.500","1,254",Over
13,13,Colt Knost,90,33.0,"43,744.250","1,326",Under
14,15,David Toms,62,33.083333333333336,"32,677.917",987,Under
14,15,Greg Owen,58,33.083333333333336,"23,769.417",718,Under
14,15,Roberto Castro,54,33.083333333333336,"21,290.250",644,Under
14,15,Hudson Swafford,97,33.083333333333336,"49,106.583","1,484",Under
18,19,Steven Alker,62,33.166666666666664,"29,709.917",895,Under
18,19,Tyrone Van Aswegen,58,33.166666666666664,"24,954.417",752,Under
20,21,Will Wilcox,58,33.333333333333336,"24,425.500",733,Under
21,13,Justin Rose,69,33.416666666666664,"29,367.917",878,Under
21,22,Robert Allenby,63,33.416666666666664,"30,612.917",916,Over
23,23,Chad Collins,79,33.5,"37,777.667","1,128",Under
23,23,Billy Hurley III,83,33.5,"37,616.333","1,124",Under
25,25,Hideki Matsuyama,95,33.583333333333336,"42,162.083","1,254",1 Under
26,26,William McGirt,103,33.666666666666664,"58,550.000","1,741",Under
26,26,Jordan Spieth,91,33.666666666666664,"39,656.000","1,179",1 Under
28,28,Jon Curran,83,33.833333333333336,"39,633.000","1,170",Under
28,28,Danny Lee,120,33.833333333333336,"60,665.250","1,792",1 Under
28,28,Alex Cejka,94,33.833333333333336,"47,830.167","1,415",Under
31,31,Nick Watney,91,33.916666666666664,"49,171.667","1,449",Under
31,31,Whee Kim,71,33.916666666666664,"34,052.750","1,003",Under
33,33,Johnson Wagner,68,34.0,"34,850.083","1,025",Under
33,33,Webb Simpson,81,34.0,"39,035.667","1,148",Under
33,33,Ryo Ishikawa,90,34.0,"45,719.083","1,345",Under
33,33,Brendon Todd,96,34.0,"46,278.333","1,360",Under
37,37,Charlie Beljan,76,34.083333333333336,"34,761.833","1,021",Over
37,37,Kevin Chappell,86,34.083333333333336,"45,613.500","1,338",Under
37,37,Graham DeLaet,65,34.083333333333336,"33,017.250",969,Under
37,37,Ken Duke,93,34.083333333333336,"47,658.500","1,397",Under
37,37,Bo Van Pelt,81,34.083333333333336,"39,798.583","1,168",Under
42,42,David Lingmerth,90,34.166666666666664,"45,335.083","1,328",Under
43,43,Francesco Molinari,56,34.25,"26,349.000",770,Under
43,43,Justin Leonard,61,34.25,"33,198.500",970,Even
43,43,Jason Dufner,76,34.25,"29,413.833",858,Under
43,43,Spencer Levin,99,34.25,"51,023.917","1,488",Under
43,43,James Hahn,94,34.25,"47,965.833","1,399",Under
48,43,Kevin Kisner,104,34.333333333333336,"57,907.500","1,686",Under
48,49,Chad Campbell,97,34.333333333333336,"56,130.917","1,634",Under
48,49,Louis Oosthuizen,68,34.333333333333336,"28,968.000",844,Under
48,49,Scott Langley,94,34.333333333333336,"48,583.167","1,416",Under
52,52,Blayne Barber,76,34.416666666666664,"38,728.667","1,126",Under
52,52,Pat Perez,96,34.416666666666664,"51,124.750","1,487",Under
52,52,David Hearn,97,34.416666666666664,"52,236.750","1,518",Under
52,52,Bryce Molder,91,34.416666666666664,"47,411.083","1,376",Under
56,56,Dustin Johnson,75,34.5,"33,396.750",967,Under
56,69,Zach Johnson,90,34.5,"43,350.250","1,257",Under
56,56,Mark Wilson,89,34.5,"49,940.917","1,449",Under
59,58,George McNeill,93,34.583333333333336,"55,345.333","1,600",Under
59,58,Jim Renner,68,34.583333333333336,"34,565.833","1,000",Over
59,58,John Merrick,78,34.583333333333336,"35,928.333","1,040",Even
62,62,Chris Stroud,84,34.666666666666664,"42,299.667","1,221",Under
62,62,Ryan Moore,81,34.666666666666664,"37,767.667","1,090",Under
62,62,Heath Slocum,57,34.666666666666664,"24,247.500",699,Over
62,62,Bill Lunde,50,34.666666666666664,"22,382.083",645,Over
62,62,Justin Thomas,106,34.666666666666664,"59,646.583","1,719",1 Under
67,67,Tim Wilkinson,73,34.75,"36,041.333","1,038",Over
68,69,Ryan Palmer,80,34.833333333333336,"33,681.917",968,Under
68,69,Davis Love III,51,34.833333333333336,"26,123.000",750,Over
68,69,Ben Martin,93,34.833333333333336,"48,174.500","1,383",Under
68,69,Luke Guthrie,84,34.833333333333336,"42,358.917","1,217",Under
72,74,Brooks Koepka,84,34.916666666666664,"40,527.500","1,162",Under
72,74,Shawn Stefani,94,34.916666666666664,"55,061.583","1,578",Under
72,74,Alex Prugh,84,34.916666666666664,"44,976.333","1,289",Under
72,74,Brian Harman,90,34.916666666666664,"48,758.250","1,396",Under
72,74,Brendon de Jonge,106,34.916666666666664,"57,660.000","1,650",Under
72,67,Scott Piercy,90,34.916666666666664,"51,942.250","1,486",Under
72,74,D.A. Points,72,34.916666666666664,"36,255.417","1,038",Under
79,81,Vijay Singh,78,35.0,"43,227.250","1,235",Under
79,81,Rory Sabbatini,81,35.0,"41,497.583","1,185",Under
79,81,Byron Smith,59,35.0,"26,960.333",770,Under
79,81,Chris Kirk,76,35.0,"35,086.417","1,003",Under
79,81,Fabián Gómez,83,35.0,"43,282.000","1,237",Over
79,81,Sam Saunders,83,35.0,"39,496.917","1,128",Under
85,88,John Peterson,84,35.083333333333336,"48,382.333","1,379",Under
85,88,Adam Hadwin,95,35.083333333333336,"50,790.833","1,449",Under
85,74,Rickie Fowler,76,35.083333333333336,"35,772.083","1,019",Under
