RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,GIR RANK
1,1,Tim Clark,79,30.416666666666668,"25,397.917",836,Under
2,2,John Huston,76,30.5,"26,042.583",854,1 Under
3,4,Chad Campbell,105,31.416666666666668,"33,818.167","1,076",1 Under
4,3,Jim Furyk,104,31.583333333333332,"31,781.667","1,007",1 Under
5,7,Stewart Cink,104,31.833333333333332,"35,710.667","1,121",1 Under
6,8,Jay Williamson,93,32.0,"34,919.083","1,091",Under
7,5,Scott Verplank,97,32.166666666666664,"33,868.083","1,054",Under
8,6,Fred Funk,112,32.333333333333336,"38,859.167","1,201",Under
9,10,Joey Sindelar,93,32.416666666666664,"35,282.917","1,088",Under
9,10,Hal Sutton,81,32.416666666666664,"28,981.250",895,Under
9,10,Joe Durant,96,32.416666666666664,"33,898.917","1,047",Under
9,10,Brian Gay,100,32.416666666666664,"35,097.833","1,083",Under
13,15,Jeff Sluman,106,32.5,"35,629.500","1,096",Under
13,15,Luke Donald,88,32.5,"33,106.083","1,018",Under
15,17,Mark Calcavecchia,84,32.583333333333336,"29,231.750",896,Under
15,17,Bob Estes,92,32.583333333333336,"30,998.333",951,Under
17,9,Briny Baird,113,32.666666666666664,"41,674.333","1,277",1 Under
18,20,Rod Pampling,87,32.75,"28,780.250",879,Under
19,17,Kenny Perry,98,32.833333333333336,"30,859.500",939,Under
19,22,Adam Scott,52,32.833333333333336,"15,129.083",461,Under
21,22,Kirk Triplett,92,32.916666666666664,"32,042.167",973,1 Under
21,24,Stephen Ames,91,32.916666666666664,"35,214.833","1,069",1 Under
21,24,Skip Kendall,110,32.916666666666664,"40,456.417","1,229",1 Under
24,20,Vijay Singh,106,33.0,"33,331.917","1,011",1 Under
24,26,John Riegger,55,33.0,"20,044.167",607,Under
24,26,Sergio Garcia,62,33.0,"15,515.500",470,Under
27,30,Marco Dawson,86,33.083333333333336,"29,165.333",882,Under
27,30,Robert Gamez,114,33.083333333333336,"42,148.750","1,273",1 Under
27,30,Cameron Beckman,86,33.083333333333336,"33,522.917","1,013",Under
30,35,Pat Bates,111,33.25,"42,419.000","1,277",Under
30,35,John Maginnes,87,33.25,"30,587.250",920,Under
32,39,Brian Bateman,70,33.333333333333336,"25,701.167",772,Under
32,39,Tommy Armour III,66,33.333333333333336,"24,400.000",732,Under
34,10,Nick Price,65,33.416666666666664,"21,410.583",641,Under
34,43,Retief Goosen,69,33.416666666666664,"19,029.667",570,Under
34,41,Aaron Barber,94,33.416666666666664,"36,087.333","1,081",Under
37,43,Harrison Frazar,88,33.5,"33,258.583",994,Under
37,26,Chris Riley,96,33.5,"31,632.000",944,Under
39,45,Paul Stankowski,67,33.583333333333336,"24,933.583",742,Under
39,45,J.P. Hayes,79,33.583333333333336,"28,828.417",859,Under
39,45,Glen Day,103,33.583333333333336,"40,788.000","1,216",1 Under
39,45,Bob Burns,88,33.583333333333336,"30,146.750",898,Over
39,45,Bernhard Langer,65,33.583333333333336,"21,511.333",641,Under
39,30,Davis Love III,85,33.583333333333336,"25,754.917",766,Under
45,50,Steve Lowery,86,33.666666666666664,"28,637.000",851,Under
45,50,Joel Edwards,60,33.666666666666664,"26,221.000",779,Over
45,50,Paul Goydos,86,33.666666666666664,"33,250.500",987,Under
45,35,Justin Leonard,80,33.666666666666664,"27,141.250",807,1 Under
45,50,Craig Barlow,95,33.666666666666664,"36,832.833","1,093",Under
45,50,David Gossett,92,33.666666666666664,"37,685.583","1,118",Under
45,50,Carl Pettersson,80,33.666666666666664,"31,256.583",929,Under
52,26,Jonathan Kaye,91,33.75,"31,125.083",922,Under
52,56,Woody Austin,107,33.75,"38,685.167","1,147",1 Under
52,56,Brian Henninger,56,33.75,"22,433.750",664,Under
52,56,Mark O'Meara,69,33.75,"19,731.833",584,Over
56,59,Brandt Jobe,77,33.833333333333336,"29,633.000",875,Under
57,41,Stuart Appleby,90,33.916666666666664,"30,460.917",898,Under
57,61,Heath Slocum,101,33.916666666666664,"41,581.583","1,227",Under
59,62,Kent Jones,74,34.0,"28,264.500",831,Under
59,62,Tim Petrovic,108,34.0,"38,992.500","1,147",1 Under
59,62,Duffy Waldorf,90,34.0,"31,673.500",932,Under
62,67,Fred Couples,71,34.083333333333336,"18,810.250",552,Under
62,67,Glen Hnatiuk,92,34.083333333333336,"37,827.583","1,109",Under
62,67,Per-Ulrik Johansson,96,34.083333333333336,"37,371.167","1,096",Under
62,67,Tom Gillis,71,34.083333333333336,"27,309.500",801,Under
62,67,Arron Oberholser,80,34.083333333333336,"33,537.667",985,Under
67,74,Ian Leggatt,71,34.166666666666664,"26,758.583",783,Under
67,35,Robert Allenby,87,34.166666666666664,"26,984.250",790,Under
67,34,Darren Clarke,61,34.166666666666664,"17,200.250",503,Under
67,74,Olin Browne,113,34.166666666666664,"42,472.917","1,242",Under
67,74,Jeff Maggert,81,34.166666666666664,"30,047.917",880,Under
67,74,Rocco Mediate,80,34.166666666666664,"27,775.500",812,Under
73,78,Lee Janzen,83,34.25,"26,218.833",765,Under
73,78,David Peoples,96,34.25,"37,787.250","1,103",Under
73,78,Neal Lancaster,110,34.25,"43,585.417","1,272",Under
76,78,Tiger Woods,74,34.333333333333336,"23,060.000",671,1 Under
76,62,Steve Flesch,110,34.333333333333336,"42,777.750","1,245",1 Under
78,82,Cliff Kresge,102,34.416666666666664,"37,229.000","1,083",Under
78,82,Hidemichi Tanaka,112,34.416666666666664,"45,007.250","1,309",Under
78,82,Loren Roberts,87,34.416666666666664,"29,773.750",866,Under
78,67,David Toms,90,34.416666666666664,"27,944.667",811,Under
82,86,Andrew Magee,91,34.5,"34,964.667","1,014",Under
82,86,Peter Jacobsen,75,34.5,"28,375.167",823,Under
82,86,Frank Lickliter II,94,34.5,"34,605.000","1,002",Under
82,86,Peter Lonard,96,34.5,"32,836.833",951,Under
82,86,Gavin Coles,69,34.5,"25,730.833",746,Over
87,92,Todd Barranger,78,34.583333333333336,"29,690.833",858,Over
87,92,Shaun Micheel,97,34.583333333333336,"38,156.667","1,104",Under
89,94,Gene Sauers,87,34.666666666666664,"34,197.250",987,Over
89,94,Shigeki Maruyama,87,34.666666666666664,"31,146.167",898,Under
89,94,José Coceres,62,34.666666666666664,"24,664.750",712,Over
89,94,Brenden Pappas,105,34.666666666666664,"40,387.500","1,164",Under
93,100,Alex Cejka,98,34.75,"32,227.667",928,Under
94,94,J.L. Lewis,99,34.833333333333336,"35,025.500","1,006",Under
94,101,Dan Forsman,98,34.833333333333336,"38,311.250","1,101",Under
96,103,Chris Smith,92,34.916666666666664,"34,664.083",993,Under
96,67,Mike Weir,80,34.916666666666664,"24,739.000",708,Under
96,103,John Rollins,89,34.916666666666664,"26,638.833",763,Under
99,105,Patrick Sheehan,101,35.0,"41,736.333","1,193",Under
99,105,J.J. Henry,100,35.0,"41,130.500","1,174",Under
99,94,Bob Tway,89,35.0,"34,902.833",998,Under
99,59,Ernie Els,65,35.0,"18,636.167",533,Under
99,105,Dudley Hart,66,35.0,"24,586.000",702,Under
99,105,Tom Byrum,97,35.0,"36,158.500","1,033",Under
105,109,Jay Don Blake,77,35.083333333333336,"27,141.083",773,Over
105,109,Mark Brooks,90,35.083333333333336,"33,597.750",958,Over
105,109,Tom Pernice Jr.,105,35.083333333333336,"39,571.917","1,128",Under
108,82,Chris DiMarco,98,35.166666666666664,"33,612.667",955,1 Under
108,112,Paul Azinger,73,35.166666666666664,"28,397.333",808,Over
108,112,David Frost,80,35.166666666666664,"34,997.250",996,Under
108,62,Jay Haas,89,35.166666666666664,"32,356.000",919,Under
108,112,Craig Perks,82,35.166666666666664,"29,847.333",849,Under
108,112,Mike Sposa,72,35.166666666666664,"30,110.833",856,Under
108,101,K.J. Choi,112,35.166666666666664,"38,256.750","1,087",Under
115,116,Akio Sadakata,83,35.25,"31,377.667",890,Over
115,116,Dicky Pride,73,35.25,"28,171.583",799,Under
115,86,Tim Herron,102,35.25,"39,984.333","1,133",Under
115,116,Thomas Levet,85,35.25,"33,413.750",949,Under
115,116,Jim Carter,95,35.25,"39,095.833","1,109",Over
115,116,Corey Pavin,88,35.25,"33,415.750",947,Under
121,121,Steve Stricker,59,35.333333333333336,"24,476.917",692,Over
121,121,Brent Geiberger,51,35.333333333333336,"21,049.167",596,Under
121,121,Darron Stiles,93,35.333333333333336,"33,765.250",955,Under
121,121,Kenichi Kuboya,91,35.333333333333336,"37,222.833","1,054",Over
125,125,Mike Heinen,89,35.416666666666664,"36,657.500","1,034",Under
126,127,Robert Damron,96,35.5,"39,113.667","1,101",Under
126,127,Chris Anderson,96,35.5,"36,455.667","1,028",Under
126,127,Matt Kuchar,63,35.5,"25,657.667",723,Under
129,130,Rory Sabbatini,95,35.583333333333336,"33,879.417",953,Under
129,130,Jeff Brehaut,110,35.583333333333336,"44,778.833","1,259",Under
129,130,Billy Andrade,100,35.583333333333336,"39,875.917","1,120",Under
132,133,Michael Clark II,54,35.666666666666664,"24,080.333",675,Over
132,133,Dean Wilson,82,35.666666666666664,"33,496.500",939,Under
132,133,Geoff Ogilvy,86,35.666666666666664,"31,897.167",894,Under
135,136,Pat Perez,95,35.75,"34,992.750",979,Over
135,125,Charles Howell III,120,35.75,"41,784.917","1,168",1 Under
135,136,Garrett Willis,97,35.75,"40,424.667","1,132",Under
138,138,Ben Crane,94,35.833333333333336,"36,666.583","1,024",Under
139,139,Hank Kuehne,73,35.916666666666664,"29,109.000",811,Under
139,139,John Morgan,81,35.916666666666664,"32,699.583",911,Under
139,139,Carl Paulson,101,35.916666666666664,"44,000.667","1,225",Under
139,139,Mike Grob,83,35.916666666666664,"34,217.417",952,Under
139,139,Spike McRoy,103,35.916666666666664,"42,479.250","1,184",Under
139,139,Tom Lehman,87,35.916666666666664,"28,378.833",791,Under
145,145,Vance Veazey,66,36.083333333333336,"26,587.250",736,Over
145,145,Rich Beem,80,36.083333333333336,"26,799.750",743,Under
147,147,Steve Allan,53,36.166666666666664,"22,103.000",611,Over
147,147,Richard Johnson,89,36.166666666666664,"36,821.083","1,018",Under
147,147,Brett Quigley,92,36.166666666666664,"36,132.917",999,Under
147,147,Esteban Toledo,109,36.166666666666664,"45,299.083","1,253",Under
151,151,Greg Chalmers,98,36.25,"41,677.167","1,150",Under
151,151,Ben Curtis,69,36.25,"28,588.583",788,Over
153,155,Matt Gogel,77,36.333333333333336,"29,921.917",823,Under
154,156,Jeff Klein,60,36.416666666666664,"24,738.750",680,Over
154,156,David Sutherland,77,36.416666666666664,"30,423.750",836,Under
154,156,Aaron Baddeley,71,36.416666666666664,"26,646.750",732,Under
157,159,Donnie Hammond,92,36.5,"38,660.250","1,059",Over
157,151,Brad Faxon,97,36.5,"35,362.833",969,Under
159,160,Notah Begay III,92,36.583333333333336,"38,084.917","1,041",Under
159,160,Todd Fischer,97,36.583333333333336,"39,608.417","1,082",Under
161,162,Kaname Yokoo,56,36.666666666666664,"22,608.917",616,Over
161,162,Deane Pappas,75,36.666666666666664,"31,027.583",846,Under
161,162,Len Mattiace,94,36.666666666666664,"35,542.167",970,Under
161,162,Paul Gow,62,36.666666666666664,"27,077.500",738,Under
161,162,Jonathan Byrd,101,36.666666666666664,"37,064.000","1,010",Under
166,167,Kenneth Staton,59,36.75,"25,502.000",694,Over
167,151,Jerry Kelly,108,36.833333333333336,"39,391.083","1,070",1 Under
167,168,Scott Laycock,71,36.833333333333336,"28,183.250",765,Under
167,168,Doug Barron,90,36.833333333333336,"38,819.667","1,054",Under
167,168,Jesper Parnevik,102,36.833333333333336,"38,978.583","1,058",Under
171,172,Scott McCarron,86,36.916666666666664,"28,220.167",764,Under
171,172,Phil Mickelson,87,36.916666666666664,"25,893.250",701,Under
171,172,Jason Gore,83,36.916666666666664,"33,543.917",909,Over
174,175,John Senden,111,37.0,"46,460.500","1,256",1 Under
174,175,Steven Alker,87,37.0,"35,842.500",968,Under
174,175,Carlos Franco,99,37.0,"42,513.583","1,150",Under
177,178,Kevin Sutherland,97,37.083333333333336,"33,396.583",901,Under
177,178,Andy Miller,75,37.083333333333336,"30,656.583",826,Under
177,178,Ty Tryon,52,37.083333333333336,"20,320.333",548,Over
180,182,Jason Caron,74,37.25,"30,509.750",819,Over
181,183,Cameron Yancey,58,37.333333333333336,"23,870.417",639,Over
182,184,John Daly,56,37.5,"20,882.417",557,Over
183,185,Mark Wilson,82,37.583333333333336,"35,095.667",934,Over
184,186,Anthony Painter,87,37.666666666666664,"36,528.000",970,Over
185,187,Brent Schwarzrock,60,37.75,"25,273.417",670,Under
186,188,Mathew Goggin,90,37.833333333333336,"36,410.250",963,Under
186,188,Billy Mayfair,105,37.833333333333336,"42,521.833","1,124",Under
188,190,Jason Buha,61,38.083333333333336,"25,960.750",681,Over
189,192,Brad Elder,51,38.5,"21,507.917",559,Over
189,192,"Dave Stockton, Jr.",79,38.5,"32,509.250",844,Over
