RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,GIR RANK
34,33,Woody Austin,107,34.166666666666664,"56,905.417","1,664",Under
35,36,Greg Kraft,79,34.25,"41,077.917","1,200",Over
36,38,Alex Cejka,93,34.333333333333336,"49,012.583","1,429",Under
36,33,Rory Sabbatini,84,34.333333333333336,"39,298.250","1,145",Under
36,38,Patrick Sheehan,104,34.333333333333336,"53,515.833","1,557",Over
36,42,Joe Durant,101,34.333333333333336,"59,122.750","1,720",Under
40,40,Robert Damron,91,34.416666666666664,"50,584.417","1,470",Over
40,33,Chad Campbell,91,34.416666666666664,"41,397.583","1,204",Under
40,40,Bob Estes,85,34.416666666666664,"46,310.083","1,347",Under
43,42,Stephen Ames,63,34.5,"27,225.083",790,Under
43,42,Stephen Leaney,84,34.5,"47,581.000","1,379",Under
43,42,Paul Goydos,72,34.5,"39,503.833","1,146",Under
46,47,Michael Allen,84,34.583333333333336,"44,507.250","1,286",Under
47,42,Brett Wetterich,82,34.666666666666664,"45,331.417","1,308",Under
47,49,Luke Donald,66,34.666666666666664,"26,855.833",774,Under
47,49,Joe Ogilvie,95,34.666666666666664,"48,428.917","1,398",Under
47,49,Shane Bertsch,104,34.666666666666664,"55,736.917","1,609",Over
47,49,Phil Mickelson,74,34.666666666666664,"29,248.250",844,Under
52,47,Ben Curtis,86,34.75,"41,784.083","1,201",Over
53,55,David Branshaw,98,34.833333333333336,"54,287.333","1,558",Under
53,55,Jerry Kelly,100,34.833333333333336,"52,391.500","1,505",Under
53,58,Arron Oberholser,82,34.833333333333336,"38,745.750","1,112",Under
56,58,Jason Bohn,104,34.916666666666664,"55,886.167","1,599",Under
56,58,Kris Cox,83,34.916666666666664,"44,997.083","1,289",Under
56,58,Robert Garrigus,85,34.916666666666664,"46,124.417","1,322",Over
56,58,Billy Andrade,78,34.916666666666664,"37,425.000","1,073",Under
60,63,Tommy Armour III,65,35.0,"33,143.917",948,Over
60,63,Charles Warren,93,35.0,"50,768.500","1,450",Under
60,63,John Senden,96,35.0,"49,417.500","1,413",Under
63,66,Mark Wilson,79,35.083333333333336,"45,244.750","1,291",Under
63,66,Ron Whittaker,81,35.083333333333336,"44,602.833","1,272",Over
63,66,David Duval,71,35.083333333333336,"33,195.667",947,Over
66,53,Davis Love III,85,35.166666666666664,"35,727.083","1,016",Under
66,69,Shaun Micheel,96,35.166666666666664,"48,978.083","1,393",Under
66,69,Vaughn Taylor,88,35.166666666666664,"48,490.750","1,378",Under
69,71,Jonathan Kaye,95,35.25,"54,247.750","1,539",Under
69,71,Mike Weir,88,35.25,"39,943.083","1,132",Under
69,71,Peter Lonard,77,35.25,"41,779.083","1,186",Over
72,75,Jeff Brehaut,100,35.333333333333336,"53,757.917","1,522",Under
72,75,Shigeki Maruyama,94,35.333333333333336,"50,729.833","1,436",Under
72,93,Retief Goosen,68,35.333333333333336,"29,137.333",824,Under
72,87,Vijay Singh,103,35.333333333333336,"53,263.083","1,507",1 Under
76,77,Mark Brooks,90,35.416666666666664,"46,946.167","1,327",Over
76,77,Steve Flesch,119,35.416666666666664,"65,167.250","1,842",Under
76,77,Camilo Villegas,95,35.416666666666664,"51,700.167","1,461",Under
76,77,Ted Purdy,103,35.416666666666664,"50,841.917","1,435",Under
80,81,Michael Connell,51,35.5,"26,565.083",749,Over
80,92,Lucas Glover,105,35.5,"54,882.250","1,545",Under
80,81,Jonathan Byrd,66,35.5,"34,310.083",967,Under
80,81,Frank Lickliter II,99,35.5,"54,021.250","1,520",Under
80,81,Freddie Jacobson,56,35.5,"34,387.000",968,Under
80,81,Jeff Gove,91,35.5,"51,492.167","1,451",Under
80,81,Kent Jones,103,35.5,"55,901.417","1,576",Under
87,87,Robert Allenby,79,35.583333333333336,"38,174.917","1,073",Under
87,87,Sergio Garcia,59,35.583333333333336,"24,789.500",696,Under
87,87,Scott Gutschewski,53,35.583333333333336,"28,656.750",805,Over
87,71,K.J. Choi,93,35.583333333333336,"50,250.667","1,413",Under
87,87,Rich Beem,85,35.583333333333336,"41,371.583","1,164",Under
92,93,Steve Elkington,52,35.75,"29,336.500",821,Under
92,93,Bo Van Pelt,102,35.75,"57,750.250","1,614",Under
92,93,José María Olazábal,62,35.75,"24,910.917",697,Under
95,97,Duffy Waldorf,96,35.833333333333336,"52,619.667","1,469",Under
95,97,Tim Herron,82,35.833333333333336,"39,774.167","1,111",Over
95,97,Daisuke Maruyama,83,35.833333333333336,"45,024.000","1,256",Under
95,97,Tjaart van der Walt,60,35.833333333333336,"33,488.333",935,Over
95,97,Vance Veazey,59,35.833333333333336,"34,419.417",961,Over
100,102,Doug Barron,74,35.916666666666664,"43,113.667","1,200",Over
100,102,"Wes Short, Jr.",96,35.916666666666664,"54,538.250","1,518",Over
100,102,Paul Stankowski,70,35.916666666666664,"40,405.417","1,125",Over
103,105,David Howell,52,36.0,"19,297.667",536,Under
103,113,J.J. Henry,96,36.0,"49,744.083","1,381",Under
103,105,Larry Mize,53,36.0,"26,380.000",733,Over
103,105,Jason Gore,86,36.0,"46,150.500","1,282",Over
107,108,Tom Lehman,70,36.083333333333336,"30,444.917",844,Over
107,108,David McKenzie,82,36.083333333333336,"44,631.000","1,237",Over
107,108,Ian Leggatt,80,36.083333333333336,"45,115.417","1,250",Over
107,108,Bob Tway,81,36.083333333333336,"43,422.333","1,203",Over
107,108,Dudley Hart,83,36.083333333333336,"45,987.500","1,275",Over
112,113,Brandt Jobe,91,36.166666666666664,"45,269.000","1,253",Under
112,113,Hidemichi Tanaka,74,36.166666666666664,"41,887.500","1,158",1 Over
112,113,Eric Axley,91,36.166666666666664,"51,153.167","1,413",Under
112,113,Ryan Moore,68,36.166666666666664,"37,504.500","1,038",Under
112,113,Mark Calcavecchia,94,36.166666666666664,"51,064.333","1,413",Over
112,113,Billy Mayfair,94,36.166666666666664,"49,903.583","1,381",Under
118,123,Steve Jones,83,36.25,"44,804.583","1,237",Over
118,123,D.J. Trahan,92,36.25,"49,383.000","1,361",Over
118,123,Brian Davis,92,36.25,"52,498.333","1,448",Under
118,123,Richard Johnson,94,36.25,"55,044.750","1,518",Under
118,123,John Rollins,93,36.25,"49,036.167","1,354",Under
118,123,Hunter Mahan,98,36.25,"57,870.750","1,597",Under
118,113,Rod Pampling,89,36.25,"42,153.500","1,163",Under
118,123,John Huston,74,36.25,"42,285.083","1,167",Over
118,123,Lee Janzen,79,36.25,"44,231.500","1,220",Over
127,131,Will MacKenzie,91,36.333333333333336,"48,762.417","1,343",Under
127,131,J.B. Holmes,81,36.333333333333336,"40,873.167","1,126",Under
127,131,Matt Hansen,68,36.333333333333336,"37,656.750","1,036",Over
127,113,Brett Quigley,109,36.333333333333336,"61,291.250","1,687",1 Under
131,134,Greg Owen,79,36.416666666666664,"40,458.750","1,110",Under
131,134,Bill Haas,99,36.416666666666664,"57,477.667","1,577",Under
131,134,Arjun Atwal,97,36.416666666666664,"53,516.000","1,470",Over
131,134,Harrison Frazar,95,36.416666666666664,"48,687.417","1,336",Under
131,134,Steve Lowery,99,36.416666666666664,"54,349.833","1,492",Under
136,139,Nathan Green,108,36.5,"61,196.250","1,675",Under
136,144,Carl Pettersson,95,36.5,"49,100.750","1,344",Under
136,139,Bubba Watson,83,36.5,"47,081.250","1,291",Under
136,139,Paul Azinger,87,36.5,"52,054.667","1,427",Under
136,113,Dean Wilson,115,36.5,"60,965.500","1,670",Under
136,139,Thomas Levet,53,36.5,"31,431.417",861,Over
142,144,Chris Riley,86,36.583333333333336,"45,092.417","1,234",Under
143,139,Ernie Els,69,36.666666666666664,"30,773.833",840,Under
144,146,Jon Mills,68,36.75,"35,516.750",966,Over
144,146,Stuart Appleby,83,36.75,"42,230.333","1,148",Under
144,146,Jeff Maggert,81,36.75,"44,539.583","1,211",Over
147,149,Charley Hoffman,100,36.833333333333336,"58,443.083","1,586",Under
147,149,Brian Bateman,69,36.833333333333336,"38,911.000","1,056",Over
147,149,Pat Perez,50,36.833333333333336,"27,718.917",753,Over
147,149,Mathias Grönberg,92,36.833333333333336,"51,941.750","1,409",Under
147,149,Ryan Palmer,101,36.833333333333336,"53,978.083","1,466",Under
147,149,Marco Dawson,87,36.833333333333336,"50,705.833","1,377",Under
153,155,Bernhard Langer,77,36.916666666666664,"39,040.667","1,058",Under
153,155,Tom Pernice Jr.,108,36.916666666666664,"57,578.250","1,559",Under
153,155,Todd Fischer,101,36.916666666666664,"59,389.667","1,610",Over
153,155,Bubba Dickerson,98,36.916666666666664,"56,718.167","1,538",Over
157,163,Geoff Ogilvy,76,37.0,"34,285.250",927,Under
158,159,Kevin Sutherland,100,37.083333333333336,"57,841.917","1,560",Under
158,159,Ryuji Imada,105,37.083333333333336,"57,731.833","1,557",Under
160,161,Nicholas Thompson,96,37.166666666666664,"52,125.583","1,402",Over
160,161,Chris Couch,75,37.166666666666664,"44,362.583","1,194",Over
162,163,Danny Ellis,68,37.25,"39,850.333","1,069",Under
163,165,Henrik Bjornstad,97,37.333333333333336,"59,384.250","1,592",Over
164,166,Alex Aragon,63,37.416666666666664,"36,138.000",965,Over
164,166,Daniel Chopra,110,37.416666666666664,"60,204.917","1,608",Under
166,168,Tag Ridings,103,37.666666666666664,"60,618.500","1,609",Over
166,168,Ben Crane,85,37.666666666666664,"41,015.167","1,089",Under
166,168,Nick Watney,97,37.666666666666664,"57,981.583","1,538",Under
166,168,J.L. Lewis,57,37.666666666666664,"33,856.417",898,Over
170,172,D.A. Points,82,37.75,"48,045.750","1,273",Over
171,173,Jeff Overton,95,37.833333333333336,"58,932.833","1,558",Under
171,173,Brent Geiberger,99,37.833333333333336,"60,849.917","1,608",Under
173,175,Fred Couples,52,37.916666666666664,"21,759.833",574,Over
173,175,John Daly,51,37.916666666666664,"27,766.417",732,Over
175,177,Todd Hamilton,72,38.0,"38,222.500","1,005",1 Over
175,177,Carlos Franco,86,38.0,"52,401.667","1,378",Over
177,179,Craig Barlow,77,38.083333333333336,"39,735.083","1,043",Under
177,179,Aaron Baddeley,78,38.083333333333336,"46,305.167","1,217",Over
179,181,Chris Smith,67,38.25,"40,375.750","1,055",Over
179,181,Sean O'Hair,100,38.25,"52,073.750","1,361",Over
181,183,Mike Sposa,68,38.333333333333336,"39,751.833","1,038",Over
181,183,Troy Matteson,101,38.333333333333336,"60,294.417","1,572",Over
183,185,Len Mattiace,59,38.5,"35,794.750",930,Over
184,186,Mathew Goggin,72,38.666666666666664,"40,180.417","1,040",Over
184,186,Roger Tambellini,64,38.666666666666664,"36,745.833",950,Over
186,188,Charles Howell III,96,38.75,"54,869.917","1,417",Under
187,189,Jason Schultz,77,38.833333333333336,"45,133.583","1,162",Over
187,189,Greg Chalmers,71,38.833333333333336,"39,574.083","1,018",Over
187,189,Tim Petrovic,95,38.833333333333336,"57,840.917","1,488",Over
190,193,Jimmy Walker,60,38.916666666666664,"39,052.250","1,004",Over
191,195,Brad Faxon,78,39.083333333333336,"51,194.083","1,311",Over
192,196,Jesper Parnevik,84,39.5,"51,662.167","1,308",Under
193,197,Mark O'Meara,52,39.666666666666664,"25,642.917",647,Over
194,198,James Driscoll,80,39.75,"54,027.667","1,358",Over
195,199,Ryan Hietala,61,40.833333333333336,"37,162.000",910,Over
195,199,"John Engler, Jr.",69,40.833333333333336,"46,137.083","1,130",Over
