RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS
134,131,Paul Casey,64,61.31,504,822
135,134,Nathan Green,86,61.00,732,"1,200"
136,135,Jeev Milkha Singh,59,60.94,440,722
137,137,Bill Lunde,79,60.71,632,"1,041"
138,136,Garth Mulroy,53,60.70,414,682
139,138,Ted Purdy,86,60.61,691,"1,140"
140,145,Webb Simpson,98,60.47,823,"1,361"
141,139,Michael Bradley,77,60.37,617,"1,022"
142,143,Troy Matteson,84,60.36,711,"1,178"
143,146,Rory Sabbatini,79,60.28,642,"1,065"
144,140,Chad Collins,87,60.27,663,"1,100"
144,140,Martin Laird,91,60.27,769,"1,276"
146,142,Brett Quigley,96,60.26,796,"1,321"
147,143,Ernie Els,72,60.16,592,984
148,148,Roland Thatcher,72,60.04,601,"1,001"
149,152,Chris Wilson,65,59.93,492,821
150,149,Lee Janzen,77,59.91,641,"1,070"
151,147,Greg Chalmers,93,59.80,772,"1,291"
152,150,Stuart Appleby,101,59.75,824,"1,379"
153,151,Brad Faxon,58,59.47,446,750
154,153,Troy Merritt,86,59.37,694,"1,169"
155,154,Joe Ogilvie,99,59.32,767,"1,293"
156,155,Cameron Percy,73,58.93,561,952
157,159,Cameron Tringale,55,58.71,401,683
158,156,Alex Prugh,88,58.40,699,"1,197"
159,157,Marc Leishman,87,58.37,715,"1,225"
159,157,Ricky Barnes,103,58.37,840,"1,439"
161,161,Geoff Ogilvy,62,57.94,489,844
162,159,Brett Wetterich,54,57.82,436,754
163,162,Jason Day,82,57.78,665,"1,151"
164,171,Ryan Palmer,84,57.23,669,"1,169"
165,165,Matt Bettencourt,91,57.16,659,"1,153"
166,163,David Duval,71,57.08,548,960
167,166,Matt Jones,89,57.07,706,"1,237"
168,164,James Driscoll,78,56.96,618,"1,085"
169,168,Padraig Harrington,57,56.70,444,783
170,169,Aaron Baddeley,94,56.65,741,"1,308"
171,167,David Lutterus,69,56.61,497,878
172,170,Dustin Johnson,83,56.35,652,"1,157"
173,173,Scott Piercy,88,56.03,688,"1,228"
174,172,Vance Veazey,58,55.88,404,723
175,177,Robert Garrigus,71,55.73,506,908
176,174,Bubba Watson,77,55.67,599,"1,076"
177,175,Jeff Overton,89,55.44,662,"1,194"
178,176,Andres Romero,73,55.05,561,"1,019"
179,182,Brenden Pappas,66,54.94,473,861
180,181,Derek Lamely,81,54.84,572,"1,043"
181,178,Charles Howell III,103,54.58,751,"1,376"
182,179,Ángel Cabrera,64,54.49,485,890
183,183,J.B. Holmes,100,54.45,764,"1,403"
184,180,George McNeill,79,54.34,601,"1,106"
185,184,Mike Weir,59,53.83,429,797
186,186,Tim Herron,79,53.49,544,"1,017"
187,185,Rich Barcelo,70,52.80,471,892
188,187,Phil Mickelson,76,52.66,564,"1,071"
189,188,John Daly,63,52.21,402,770
190,189,Jimmy Walker,82,51.29,555,"1,082"
191,190,Daniel Chopra,74,51.27,526,"1,026"
192,191,Martin Flores,75,50.15,496,989
