RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:PUTTING,MEASURED ROUNDS
1,2,Luke Donald,73,.870,45.224,52
2,1,Charlie Wi,83,.808,62.204,77
3,3,Steve Stricker,70,.780,41.332,53
4,4,Bryce Molder,82,.770,54.667,71
5,5,Kevin Na,84,.650,44.170,68
6,7,Greg Chalmers,88,.635,50.147,79
7,6,Freddie Jacobson,92,.629,44.023,70
8,9,Brandt Snedeker,85,.588,39.363,67
9,10,Zach Johnson,79,.580,37.148,64
10,11,Jason Day,76,.576,33.978,59
11,7,Brian Gay,90,.556,41.143,74
12,12,Ryan Moore,79,.550,32.970,60
13,13,Nick Watney,80,.546,33.880,62
14,14,Hunter Mahan,92,.527,40.062,76
15,15,Scott McCarron,65,.519,28.038,54
16,16,Geoff Ogilvy,69,.517,27.923,54
17,17,Ángel Cabrera,50,.509,17.831,35
18,18,Dean Wilson,62,.492,28.040,57
19,19,Carl Pettersson,95,.485,43.690,90
20,21,Blake Adams,116,.475,49.894,105
21,20,Michael Thompson,79,.448,30.897,69
22,23,David Toms,78,.446,26.301,59
23,22,Matt McQuillan,59,.436,20.905,48
24,28,Johnson Wagner,81,.427,29.910,70
25,25,Michael Putnam,67,.423,22.422,53
26,24,Nate Smith,66,.411,21.759,53
27,30,Ben Martin,74,.406,26.366,65
28,29,Andres Romero,77,.400,27.229,68
29,26,Chris Couch,73,.397,26.996,68
30,27,Charles Howell III,108,.380,34.538,91
31,31,Matt Kuchar,94,.379,26.909,71
32,32,Hunter Haas,96,.364,30.913,85
33,33,Kevin Streelman,90,.356,25.244,71
34,35,Rickie Fowler,84,.351,23.157,66
35,39,Paul Stankowski,78,.324,21.060,65
35,37,Aaron Baddeley,77,.324,20.080,62
37,36,Steve Flesch,88,.320,24.983,78
38,38,Steve Elkington,50,.312,13.115,42
39,43,John Senden,94,.302,24.446,81
40,47,Trevor Immelman,84,.297,19.875,67
41,,Will Strickler,51,.294,12.645,43
42,42,Brendon de Jonge,105,.273,25.104,92
43,49,Webb Simpson,98,.271,22.508,83
43,48,Colt Knost,80,.271,18.143,67
45,44,Ian Poulter,52,.270,10.533,39
46,46,Y.E. Yang,63,.267,11.232,42
47,53,Jerry Kelly,85,.257,17.496,68
48,,Retief Goosen,50,.244,9.749,40
49,41,Scott Piercy,78,.242,15.240,63
50,40,Ben Curtis,66,.239,14.820,62
50,50,Anthony Kim,72,.239,13.848,58
52,51,Padraig Harrington,60,.237,10.685,45
53,52,Lucas Glover,74,.236,14.407,61
54,53,Mark Wilson,89,.233,16.288,70
55,59,D.A. Points,89,.227,16.766,74
56,75,David Hearn,88,.223,16.952,76
57,56,Jimmy Walker,79,.222,16.859,76
58,57,Pat Perez,76,.221,15.470,70
59,73,Marc Turnesa,54,.219,10.079,46
60,45,David Mathis,83,.215,15.023,70
61,55,Martin Piller,63,.208,10.840,52
62,58,Cameron Tringale,110,.197,19.129,97
63,61,Roland Thatcher,67,.194,11.862,61
64,63,William McGirt,103,.185,17.030,92
65,64,Tim Petrovic,88,.177,13.623,77
66,67,Lee Janzen,62,.170,8.521,50
67,68,Stewart Cink,72,.169,8.797,52
68,74,Joe Ogilvie,75,.167,10.160,61
69,69,Bill Haas,93,.165,11.846,72
70,70,K.J. Choi,77,.163,9.462,58
71,81,Steven Bowditch,86,.161,12.580,78
71,72,Martin Laird,77,.161,9.959,62
73,65,Jeff Overton,92,.154,11.220,73
74,71,Vaughn Taylor,89,.153,12.699,83
75,75,Jim Renner,65,.149,7.912,53
76,62,Tim Herron,85,.148,11.431,77
77,60,Shane Bertsch,62,.146,7.603,52
78,84,Andres Gonzales,60,.143,6.569,46
79,66,J.J. Henry,96,.139,10.963,79
79,103,Kevin Kisner,70,.139,7.897,57
81,85,Shaun Micheel,77,.138,8.991,65
82,78,Ben Crane,76,.134,8.282,62
83,79,Graeme McDowell,50,.132,4.874,37
84,86,Rod Pampling,72,.130,7.805,60
85,80,Richard Johnson,64,.117,6.310,54
86,82,Jonathan Byrd,83,.116,8.318,72
87,87,Tommy Gainey,104,.112,10.192,91
88,83,Nathan Green,81,.108,7.525,70
89,77,Aron Price,58,.094,4.591,49
90,90,Steve Marino,76,.089,5.529,62
91,88,Matt Bettencourt,84,.079,6.094,77
92,101,Briny Baird,60,.078,3.817,49
93,93,Robert Karlsson,61,.066,2.954,45
93,91,Tag Ridings,87,.066,4.847,74
95,89,John Merrick,71,.058,3.465,60
96,95,Charl Schwartzel,58,.052,2.092,40
97,97,Justin Rose,79,.047,2.977,63
98,94,Arjun Atwal,91,.044,3.672,83
99,96,Spencer Levin,113,.040,3.736,94
100,98,Woody Austin,59,.037,1.863,50
101,107,Bio Kim,71,.033,1.889,58
102,92,Kent Jones,76,.028,1.854,67
103,105,J.P. Hayes,56,.024,1.168,48
104,100,Stephen Ames,69,.012,.697,60
105,104,Keegan Bradley,91,.007,.528,77
106,99,Bill Lunde,92,.003,.239,77
107,102,Matt Jones,71,.002,.099,64
108,105,Alexandre Rocha,65,-.001,-.026,49
109,112,Brandt Jobe,100,-.015,-1.238,81
110,113,George McNeill,69,-.018,-1.067,58
111,108,Billy Horschel,75,-.024,-1.480,62
112,120,James Driscoll,71,-.025,-1.527,61
113,109,Garrett Willis,71,-.031,-1.998,64
114,111,Brian Davis,105,-.035,-3.242,92
115,110,Sung Kang,63,-.042,-2.117,51
116,118,Ryan Palmer,82,-.047,-2.812,60
117,125,Nick O'Hern,89,-.056,-4.241,76
118,115,Brendan Steele,89,-.060,-4.624,77
119,116,J.B. Holmes,57,-.064,-3.025,47
120,132,Jason Bohn,74,-.069,-4.592,67
121,119,Chez Reavie,92,-.077,-6.332,82
122,121,Josh Teater,104,-.089,-8.210,92
123,114,Michael Connell,76,-.097,-6.998,72
124,123,Marc Leishman,87,-.099,-7.943,80
125,129,John Rollins,85,-.101,-7.297,72
126,117,Justin Leonard,82,-.110,-8.148,74
127,125,Cameron Beckman,71,-.112,-7.141,64
128,127,Jason Dufner,78,-.116,-7.542,65
128,130,Gary Woodland,93,-.116,-8.139,70
130,122,Fabián Gómez,84,-.117,-8.103,69
131,128,Sergio Garcia,61,-.119,-5.361,45
132,131,Vijay Singh,79,-.131,-9.414,72
133,141,Chris DiMarco,93,-.145,-11.876,82
134,134,Troy Matteson,91,-.150,-12.127,81
135,124,Scott Stallings,84,-.154,-10.651,69
136,133,Chris Stroud,88,-.155,-12.110,78
137,146,Ryuji Imada,83,-.157,-11.936,76
138,136,Jim Furyk,87,-.160,-11.231,70
139,135,Jarrod Lyle,83,-.163,-11.737,72
140,137,Bo Van Pelt,92,-.167,-11.849,71
141,138,Robert Allenby,84,-.173,-12.114,70
142,139,Bubba Watson,85,-.182,-10.735,59
143,140,Stuart Appleby,65,-.184,-11.048,60
144,141,Phil Mickelson,79,-.190,-11.042,58
145,143,Camilo Villegas,69,-.194,-11.053,57
146,152,Michael Bradley,74,-.196,-11.540,59
147,144,Chris Kirk,87,-.202,-15.580,77
148,153,Billy Mayfair,94,-.237,-20.104,85
149,145,D.J. Brigman,67,-.245,-13.469,55
150,147,Adam Scott,60,-.247,-11.119,45
151,148,Sean O'Hair,71,-.253,-15.165,60
152,150,Charley Hoffman,93,-.256,-18.964,74
153,156,Chris Riley,76,-.292,-19.826,68
153,149,Daniel Summerhays,75,-.292,-19.299,66
155,157,Jhonattan Vegas,84,-.315,-22.038,70
156,151,Davis Love III,70,-.318,-16.557,52
157,163,Derek Lamely,65,-.321,-18.634,58
158,155,Troy Merritt,63,-.334,-19.020,57
159,154,Jim Herman,69,-.344,-19.628,57
160,158,David Duval,67,-.364,-21.113,58
161,159,Chad Campbell,99,-.368,-32.002,87
162,160,Robert Garrigus,83,-.384,-26.499,69
163,161,Harrison Frazar,58,-.386,-16.218,42
164,164,Rory Sabbatini,85,-.403,-24.597,61
165,165,Kevin Stadler,88,-.426,-31.076,73
166,165,Tom Gillis,55,-.436,-21.808,50
167,169,Kris Blanks,92,-.440,-36.524,83
168,162,Bobby Gates,82,-.452,-30.298,67
169,168,Ricky Barnes,78,-.480,-30.734,64
170,167,Zack Miller,86,-.483,-36.247,75
171,176,Heath Slocum,89,-.493,-36.491,74
172,175,Kevin Chappell,78,-.501,-30.551,61
173,170,Kyle Stanley,98,-.506,-40.470,80
174,174,Dustin Johnson,72,-.549,-29.630,54
175,178,Joseph Bramlett,73,-.581,-35.456,61
176,173,Alex Prugh,82,-.582,-41.352,71
177,171,Rich Beem,53,-.592,-27.246,46
178,180,Rocco Mediate,53,-.621,-29.817,48
179,179,Paul Goydos,81,-.628,-46.486,74
180,182,Scott Gutschewski,67,-.638,-35.071,55
181,181,Alex Cejka,59,-.665,-31.253,47
182,182,Ernie Els,71,-.705,-41.606,59
183,184,D.J. Trahan,91,-.815,-67.666,83
184,185,Joe Durant,71,-.861,-55.134,64
185,186,Justin Hicks,60,-.955,-42.016,44
186,187,Boo Weekley,66,-1.100,-62.721,57
